Viscosity
189.6139240506329
209.0
204.33333333333334
189.92000000000002
189.6222222222222
200.15
199.5666666666667
216.0
188.4
187.2
190.9
186.45
183.5388888888889
181.68
180.7
180.0
178.95
177.9857142857143
176.975
174.775
172.5
174.34
170.0
168.72352941176473
164.5
164.77857142857144
161.24615384615385
157.63680981595093
155.6
154.95
160.35
155.39999999999998
153.9
153.3
153.9
153.0
150.9
151.5
149.85
148.30714285714288
147.1
145.70000000000002
145.5
142.2
139.35140186915888
137.85625
141.15
139.8
135.0
134.7
133.20000000000002
133.5
99.95
131.35
128.45
128.26153846153846
126.76666666666667
126.6
127.8
124.89999999999999
124.60000000000001
120.06935483870969
117.06086956521739
114.74033149171271
118.93333333333334
118.5
111.9
112.2
117.15
111.95
111.65
111.44999999999999
110.75
110.6
110.05
109.0875
108.54545454545455
107.55
106.73999999999998
106.26666666666667
106.05000000000001
105.43333333333334
104.8
104.37142857142858
103.58333333333333
102.2909090909091
101.125
100.73333333333333
100.44999999999999
98.34615384615384
98.6
98.06428571428572
97.3
96.6
96.5
95.7
95.75
95.0
94.85
94.2
93.53333333333335
92.9
92.5
91.925
91.69999999999999
91.0
90.53333333333335
86.49857142857142
85.31219512195122
88.62727272727273
86.975
87.37
83.6
83.2
83.5
82.7
82.2
82.10000000000001
79.72222222222223
80.01818181818182
79.9375
79.8
79.56666666666666
79.02000000000001
78.3
77.56666666666666
77.1
76.26666666666667
75.82857142857142
75.16000000000001
75.2
74.53999999999999
74.1
73.6
73.55
73.9
73.05000000000001
72.7
72.0
72.1
71.2
93.7375
70.73333333333333
94.52000000000001
100.31428571428572
79.36666666666666
68.60000000000001
68.5
68.26666666666667
67.5
67.41111111111111
66.56666666666666
66.46666666666665
66.0
65.53333333333333
64.32000000000001
65.05
64.39999999999999
65.4
63.59090909090909
63.025
62.574999999999996
62.34285714285714
61.833333333333336
61.63333333333333
61.26666666666667
60.64666666666667
60.13333333333333
59.38
58.625
58.127272727272725
57.45625
57.4
57.4
54.4
56.65
56.8
56.3
55.53636363636364
54.900000000000006
54.75
54.76666666666667
54.14
53.720000000000006
53.14375
52.614285714285714
52.17619047619048
51.73571428571428
51.19607843137255
50.43333333333333
50.55
50.0
49.9
49.75
49.43333333333334
49.4
48.9
48.73461538461538
48.575
48.23333333333333
48.06666666666666
47.88333333333333
45.775
47.65
47.353846153846156
47.00769230769231
46.775
46.455555555555556
46.16
45.63333333333333
45.688235294117646
45.2074074074074
44.559259259259264
44.05
44.0
44.1
43.85
43.9
43.480000000000004
43.24761904761905
43.24444444444444
42.483333333333334
42.592
42.44444444444444
41.98918918918919
41.82222222222222
41.56470588235294
40.874111675126905
40.535862068965514
40.42608695652174
40.06492146596859
39.98533333333334
38.1
39.89333333333333
39.4
39.9
39.3
39.7
39.25
38.63643410852713
38.291729323308275
38.17277777777778
37.871212121212125
38.06408839779005
37.96186046511628
38.1
37.92727272727273
37.333333333333336
37.21111111111111
36.55333333333333
36.707692307692305
36.41851851851852
36.16153846153846
36.22830188679245
35.62870370370371
