,Q,QHH,DH,D,l,l_,qE,qE_,H,qH,redQ,r,rD
19,0.014631764270341813,15.386073704903858,0.03032823691787709,0.005203379952985806,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,100000000.0,1000000000.0
20,0.03828107869877348,36.970700671692946,0.07507120785572025,0.007672731067303608,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,100000000.0,10000000000.0
21,0.0014660632894161383,2.5923035832792207,0.003065364525426503,0.04849661526982411,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,1000000000.0,100000000.0
22,0.08601590591566406,63.14248615165163,0.1488824464547122,0.04528570120203388,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,1000000000.0,1000000000.0
23,0.06917014744666973,61.64174049043125,0.13060572347753133,0.011370191790646536,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,1000000000.0,10000000000.0
24,0.039696136207992984,4.338300440658028,0.04417725394116053,0.021033271853842985,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,10000000000.0,100000000.0
25,0.17018709318836395,40.36305804321627,0.2106839948682423,0.05637608195512684,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,10000000000.0,1000000000.0
26,0.026895547366235454,14.315234637141128,0.041314904393589695,0.0015173071794545405,1000.0,10000.0,100000000.0,10000000.0,100000000.0,100000.0,10000000000.0,10000000000.0,10000000000.0
27,0.07654435906965609,36.585223853455304,0.11291272744736573,0.1662291837350874,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,100000000.0,100000000.0
28,0.023575043073497996,14.367127064052188,0.03765550877470631,0.04213621764678679,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,100000000.0,1000000000.0
29,0.003948262028297256,4.337913908185332,0.00813707505382005,0.01490277871621262,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,100000000.0,10000000000.0
30,0.10519750429753734,10.864238104953822,0.11620036472547658,0.04301444222860277,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,1000000000.0,100000000.0
31,0.03082831185915428,7.017711121704018,0.03544507698709261,0.027724471636010217,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,1000000000.0,1000000000.0
32,0.009356050665090496,11.938207965145331,0.02147533088592823,0.007943218804590063,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,1000000000.0,10000000000.0
33,0.057493923587310904,0.8342934445064454,0.05844009835318146,0.01304827863901712,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,10000000000.0,100000000.0
34,0.07263322427681623,2.8586503505487886,0.07559705662870934,0.03047150873589717,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,10000000000.0,1000000000.0
35,0.039105212597926486,4.781961778108773,0.04359960532379864,0.0028637275550981206,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,100000000.0,10000000000.0,10000000000.0
36,0.017410191712095673,18.87935070311042,0.03664174428466136,0.10457081218455314,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,100000000.0,100000000.0
37,0.01107087853570209,12.934408309106527,0.0242922273330276,0.04086610190129911,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,100000000.0,1000000000.0
38,0.07179937763385053,68.52673382407582,0.1402319887966541,0.01367137481086305,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,100000000.0,10000000000.0
39,0.08370317242461152,23.54863350756964,0.10731840922709622,0.037703122799151965,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,1000000000.0,100000000.0
40,0.11572099251221225,64.42528059465158,0.18022960181149145,0.01997368589741087,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,1000000000.0,1000000000.0
41,0.0885442035114226,63.27095342357758,0.15157069631134215,0.02449390288769202,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,1000000000.0,10000000000.0
42,0.07122292707837921,2.7772831169566023,0.07411413800131093,0.09189269539815972,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,10000000000.0,100000000.0
43,0.11028917207511525,11.466204120372941,0.12184781960716182,0.01566357292082522,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,10000000000.0,1000000000.0
44,0.07973181646092553,20.905924915193275,0.09950009362403457,0.006737866926048296,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,1000000000.0,10000000000.0,10000000000.0
45,0.021470890738688454,17.329475196209422,0.03849025587605675,0.20515618547639786,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,100000000.0,100000000.0
46,0.029160731620423527,29.98443572519438,0.059422833271534865,0.036388232084797176,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,100000000.0,1000000000.0
47,0.029200592935482553,27.940851865873583,0.056973398510362365,0.012566547661477571,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,100000000.0,10000000000.0
48,0.006031491107693056,10.318978927273402,0.016640504323168978,0.0869728912311499,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,1000000000.0,100000000.0
49,0.07547565620495741,52.82422737145076,0.12805903319106124,0.0761276917416679,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,1000000000.0,1000000000.0
50,0.06954035730411157,60.85715692881188,0.13021612705198937,0.026613526300098212,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,1000000000.0,10000000000.0
51,0.04033662438612701,5.3002042164095045,0.04574370779174765,0.02144608894000038,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,10000000000.0,100000000.0
52,0.1726184905814643,44.034058339292855,0.21673551418920017,0.0429611986302108,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,10000000000.0,1000000000.0
53,0.02294484088952051,15.453017118208233,0.035736599029307516,0.008653759327374267,1000.0,10000.0,100000000.0,10000000.0,100000000.0,1000000.0,10000000000.0,10000000000.0,10000000000.0
54,0.034131709073622514,55.88801050711578,0.08926721747623272,0.47201691803543455,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,100000000.0,100000000.0
55,0.07332679431755977,85.87266821728501,0.15932395205698557,0.2837245327038469,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,100000000.0,1000000000.0
56,0.09316277641797416,97.50080532460737,0.19075386174227396,0.07949265566891815,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,100000000.0,10000000000.0
57,0.012631499129207264,15.74993457263002,0.0273529871575761,0.23575739337101595,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,1000000000.0,100000000.0
58,0.02640265806451249,37.85508203767441,0.05684337795886085,0.12760926308001988,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,1000000000.0,1000000000.0
59,0.06916058944012454,75.62968368777511,0.1448760606562158,0.05618032728175082,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,1000000000.0,10000000000.0
60,0.07143125423724407,2.430795884437835,0.07371380368601801,0.057343058193764104,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,10000000000.0,100000000.0
61,0.07083616814529659,7.213076383498149,0.07694036835913035,0.03317509550132281,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,10000000000.0,1000000000.0
62,0.04289731087096989,17.141958183079787,0.054514317349219014,0.022519950306304846,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,100000000.0,10000000000.0,10000000000.0
63,0.09237977695998467,97.56993205620734,0.19015532016771758,0.7051733140160449,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,100000000.0,100000000.0
64,0.10655849472831457,109.4283697612275,0.2160963512213068,0.24195405458346878,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,100000000.0,1000000000.0
65,0.05732142770218609,61.60673137091122,0.11906212976266306,0.09267510465769513,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,100000000.0,10000000000.0
66,0.1138138887948745,58.96267779589293,0.1729287049090389,0.3109086650538253,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,1000000000.0,100000000.0
67,0.18469590946995282,133.16464350795476,0.31751152362509505,0.16510280738102323,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,1000000000.0,1000000000.0
68,0.02415599087164637,40.67267366854033,0.05518673446297235,0.08764777299399135,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,1000000000.0,10000000000.0
69,0.06949357618494553,7.287964408109887,0.07532485081157077,0.10551853577923974,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,10000000000.0,100000000.0
70,0.11731089582045419,24.273272632388544,0.1367076587203039,0.05161075144809808,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,10000000000.0,1000000000.0
71,0.10630994807621268,53.99417374440385,0.16020217130041703,0.0309903410094061,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,1000000000.0,10000000000.0,10000000000.0
72,0.07708403651381485,81.99459468632986,0.1593207756122279,0.8331760984123032,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,100000000.0,100000000.0
73,0.13142580555244027,132.44599686634274,0.26395959885923126,0.26729137114672774,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,100000000.0,1000000000.0
74,0.08105449684855297,83.00433342436908,0.1641981812319923,0.11265736047844956,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,100000000.0,10000000000.0
75,0.06624065724505676,74.16469620731559,0.1405965666768992,0.580306930154169,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,1000000000.0,100000000.0
76,0.0315024886417862,52.25531375907533,0.08391981511906584,0.26539077510504644,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,1000000000.0,1000000000.0
77,0.0554128051274586,63.20488747522113,0.11874732113500655,0.08925471764863083,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,1000000000.0,10000000000.0
78,0.04531798016253515,18.42839476331043,0.05924118395008447,0.2108612338234928,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,10000000000.0,100000000.0
79,0.18036220372632672,74.21175956099646,0.2534463433255176,0.07200385577678793,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,10000000000.0,1000000000.0
80,0.07833050192794912,80.19002150276566,0.15860206743805969,0.05424488084174552,1000.0,10000.0,100000000.0,10000000.0,100000000.0,10000000.0,10000000000.0,10000000000.0,10000000000.0
81,0.0313089577950711,13.590012480568792,0.04300433469034709,0.15069160843378046,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,100000000.0,100000000.0
82,0.00817691577194611,12.303473586089408,0.022140761157466226,0.0420475193683989,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,100000000.0,1000000000.0
83,0.04321781217721708,43.89886046941016,0.08952082738352767,0.011576290623809644,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,100000000.0,10000000000.0
84,0.08596375298034706,9.069063699265744,0.0960378788024933,0.026381542398660075,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,1000000000.0,100000000.0
85,0.11683121549150793,31.659845975480494,0.14962656056460225,0.01751080735606708,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,1000000000.0,1000000000.0
86,0.0384058983499807,25.866847140612602,0.06400695937878012,0.006095834474771199,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,1000000000.0,10000000000.0
87,0.0851929870414726,0.8125392609890231,0.0850866092622709,0.02114610092206681,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,10000000000.0,100000000.0
88,0.14893297922210993,5.048403530428549,0.15490807047140417,0.012957922432850608,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,10000000000.0,1000000000.0
89,0.07103717302199802,8.352459266085244,0.08035369792174936,0.007735924789460864,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,100000000.0,10000000000.0,10000000000.0
90,0.06418791715203265,55.39373167805506,0.12184195826792012,0.06922789258961057,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,100000000.0,100000000.0
91,0.061141590917907,52.15212631098365,0.11129166496085595,0.07152674863785151,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,100000000.0,1000000000.0
92,0.025354400962989333,26.146342733526783,0.05276933536007795,0.013961804978565952,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,100000000.0,10000000000.0
93,0.05156677086111455,16.35637409551638,0.06847326441080984,0.021111366092557617,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,1000000000.0,100000000.0
94,0.08657421490950583,36.78351072919639,0.12163670626807489,0.06886619951342651,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,1000000000.0,1000000000.0
95,0.10692293217017726,86.10949478566887,0.19467391169682402,0.004619945900377642,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,1000000000.0,10000000000.0
96,0.012205953278679448,0.5730335993991975,0.011987819232000825,0.11069793505463646,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,10000000000.0,100000000.0
97,0.11241900848913057,11.632091561045165,0.1250248688883931,0.014371939631251497,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,10000000000.0,1000000000.0
98,0.007231580193042778,7.011116114927218,0.014118542644516098,0.006647634850554429,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,1000000000.0,10000000000.0,10000000000.0
99,0.01158373845775398,15.104415065136934,0.029260389942985205,0.1669990861060452,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,100000000.0,100000000.0
100,0.025840933048038906,26.60265446699228,0.05372086020277917,0.04397655362241206,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,100000000.0,1000000000.0
101,0.04304728847016303,41.336549966611294,0.08312954241408665,0.020068558779698764,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,100000000.0,10000000000.0
102,0.08091228317190942,35.86960809132955,0.11458108462161652,0.1935571977755091,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,1000000000.0,100000000.0
103,0.14086914392129127,112.47219039718371,0.25513666354580783,0.040158812437247025,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,1000000000.0,1000000000.0
104,0.08432526327457363,73.50900033452623,0.1559295562440229,0.03068685864318849,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,1000000000.0,10000000000.0
105,0.10941007011361487,11.98863464821759,0.12242727674315436,0.06568350910483162,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,10000000000.0,100000000.0
106,0.008737621299597327,7.7954134083041415,0.017750770815182774,0.018361201154594227,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,10000000000.0,1000000000.0
107,0.07609628652752728,45.383362719012,0.12297542472145513,0.00174841641791771,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,100000.0,10000000000.0,10000000000.0,10000000000.0
108,0.05109223298101711,71.95591791541445,0.12473464270587922,0.7122521500271166,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,100000000.0,100000000.0
109,0.10629787608413316,116.05728540765026,0.22432399077954357,0.29710999701356267,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,100000000.0,1000000000.0
110,0.16563283995660677,169.39737649978582,0.3372440851486728,0.11127591978297643,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,100000000.0,10000000000.0
111,0.09122016075148863,21.0779123375901,0.1078798819291944,0.21108957585117905,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,1000000000.0,100000000.0
112,0.14095523167990798,66.84368206428537,0.209041633112541,0.10272151998664604,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,1000000000.0,1000000000.0
113,0.09985337973117427,96.63468087997006,0.19807276973897978,0.06645703596984821,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,1000000000.0,10000000000.0
114,0.08486740971766375,1.9243297835962008,0.08464492630200161,0.07458919918664582,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,10000000000.0,100000000.0
115,0.15064311755274531,8.996652221365114,0.15882822800483512,0.028847646155825815,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,10000000000.0,1000000000.0
116,0.07829957521738934,21.757091043925204,0.09689641600953779,0.020727261810623752,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,100000000.0,10000000000.0,10000000000.0
117,0.164124937487351,159.80875324585475,0.32604254900502766,0.9294965632743873,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,100000000.0,100000000.0
118,0.061694885372970104,72.84028002025322,0.1366050626639198,0.33022052533688295,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,100000000.0,1000000000.0
119,0.1426075488968954,146.74834824179862,0.2917087166005455,0.1238524254036969,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,100000000.0,10000000000.0
120,0.07591481836696572,51.755446105059,0.12898371059677383,0.39868982429335775,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,1000000000.0,100000000.0
121,0.037157707852167446,35.57166658920974,0.04087024821167371,0.26025140424852133,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,1000000000.0,1000000000.0
122,0.20117804223419777,187.754965040543,0.39088817780975843,0.09005459180381732,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,1000000000.0,10000000000.0
123,0.010799245579935573,5.238594129088406,0.01219404190000284,0.14602706786586891,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,10000000000.0,100000000.0
124,0.11854495477223972,24.486465098725457,0.13874256852501662,0.05821852207126303,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,10000000000.0,1000000000.0
125,0.03306275227513675,42.25247379364694,0.076565773530581,0.044523168824522216,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,1000000000.0,10000000000.0,10000000000.0
126,0.1322019499172134,137.65172346791866,0.2722384796100618,1.1620030303443512,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,100000000.0,100000000.0
127,0.13729708118068853,140.82848907079338,0.28025854920181115,0.3270246052968677,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,100000000.0,1000000000.0
128,0.1297524732469989,133.12811934949042,0.2652866076514625,0.1288658218869497,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,100000000.0,10000000000.0
129,0.056399006350907666,45.314081950559306,0.06750786018321005,0.7931240181815059,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,1000000000.0,100000000.0
130,0.23286944283336772,211.48463194565758,0.44622424010013745,0.239914325994052,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,1000000000.0,1000000000.0
131,0.047027820971822294,59.6917795739893,0.1090596101179978,0.13149803896041157,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,1000000000.0,10000000000.0
132,0.11920433449078703,25.639906590108758,0.1452121007208715,0.17600779202064845,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,10000000000.0,100000000.0
133,0.03772413190756235,43.048603681225536,0.08203982682430601,0.1380453095909469,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,10000000000.0,1000000000.0
134,0.14034792205281718,116.94836223067328,0.25889765760754785,0.07213830878142602,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,1000000.0,10000000000.0,10000000000.0,10000000000.0
135,0.6305403665236979,708.6557854665831,1.340089310334355,5.816802765643697,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,100000000.0,100000000.0
136,0.9912798076881449,1036.7960822887324,2.0288538202779027,2.4571497141017025,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,100000000.0,1000000000.0
137,1.2085655523444336,1233.1432574866574,2.4423917339851458,0.8638156656055282,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,100000000.0,10000000000.0
138,0.16733062715886365,149.73263000361973,0.31799517477986833,2.1866418322235517,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,1000000000.0,100000000.0
139,0.42097322077488075,395.09114255864006,0.816912701129851,1.173418785797625,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,1000000000.0,1000000000.0
140,0.6866777218641017,736.762743826655,1.4242164325629947,0.5834988382949756,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,1000000000.0,10000000000.0
141,0.07961314743626874,16.421516826447146,0.07831831968059703,0.6983717125881475,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,10000000000.0,100000000.0
142,0.16834362940785855,52.737653721855736,0.2058615344366901,0.3814246780264112,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,10000000000.0,1000000000.0
143,0.17447922169714492,149.74182830097132,0.3251088683349972,0.2186310836363426,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,100000000.0,10000000000.0,10000000000.0
144,1.0477970968490171,1074.2106529278983,2.1228443368428893,7.697441654586947,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,100000000.0,100000000.0
145,1.122774968118969,1150.6683238279857,2.274250007238178,2.793597855897114,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,100000000.0,1000000000.0
146,1.2395727885456305,1251.8330006592137,2.4921318298406434,0.9165273487307125,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,100000000.0,10000000000.0
147,0.3562338505496217,380.7002745372739,0.7378516938323426,3.7914452445986173,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,1000000000.0,100000000.0
148,0.5627568538823193,674.115923259802,1.2377371314754426,1.9023075960210516,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,1000000000.0,1000000000.0
149,1.0847156051222815,1102.1428290360902,2.1875439289244216,0.7676710979114747,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,1000000000.0,10000000000.0
150,0.030295865228462667,49.64722319792669,0.08087595950572331,1.2714655943678375,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,10000000000.0,100000000.0
151,0.20875445539127194,152.84719163045494,0.362496796339242,0.6846060348733438,1000.0,10000.0,100000000.0,10000000.0,1000000000.0,10000000.0,1000000000.0,10000000000.0,1000000000.0
