,time,Viscosity,Viscosity_verbose,Temperature,Temperature_verbose
0,0.0,69.1,OK,14.8,OK
1,2.0,69.6,OK_inner,14.8,OK
2,4.0,69.1,OK,14.7,OK
3,6.0,69.6,OK,14.8,OK
4,8.0,69.1,OK,14.8,OK
5,10.0,69.8,OK,14.8,OK
6,12.0,69.0,OK,14.8,OK
7,14.0,69.3,OK,14.8,OK
8,16.0,69.4,OK,14.8,OK
9,18.0,69.6,OK,14.8,OK
10,20.0,69.4,OK,14.8,OK
11,22.0,69.6,OK,14.8,OK
12,24.0,69.7,OK,14.8,OK
13,26.0,69.6,OK,14.8,OK
14,28.0,69.6,OK,14.7,OK_inner
15,30.0,69.9,OK_inner,14.7,OK_inner
16,32.0,69.6,OK,14.7,OK_inner
17,34.0,69.7,OK,14.7,OK_inner
18,36.0,69.0,OK,14.7,OK_inner
19,38.0,69.7,OK,14.7,OK_inner
20,40.0,60.0,OK,14.7,OK_inner
21,42.0,60.0,OK,14.7,OK
22,44.0,69.7,OK,14.7,OK_inner
23,46.0,70.0,OK,14.7,OK_inner
24,48.0,70.0,image_sweep_check,14.7,OK_inner
25,50.0,69.9,OK,14.7,OK_inner
26,52.0,70.0,OK_inner,14.7,OK_inner
27,54.0,70.2,OK,14.7,OK_inner
28,56.0,69.9,OK,14.7,OK
29,58.0,70.3,image_sweep_check,14.7,OK_inner
30,60.0,70.3,OK,14.7,OK_inner
31,62.0,70.0,OK,14.7,OK_inner
32,64.0,70.2,OK_inner,14.7,OK_inner
33,66.0,70.0,OK,14.3,OK_inner
34,68.0,69.7,OK,14.8,OK
35,70.0,69.7,OK,14.9,OK
36,72.0,69.6,OK,15.0,OK
37,74.0,69.6,image_sweep_check,15.1,OK_inner
38,76.0,69.0,OK,15.1,OK
39,78.0,69.4,OK_inner,15.1,OK
40,80.0,69.1,OK,15.1,image_sweep_check
41,82.0,69.0,OK,15.1,OK
42,84.0,69.4,OK_inner,15.0,OK
43,86.0,69.1,OK,15.0,OK
44,88.0,69.4,OK,15.0,OK
45,90.0,69.6,OK,15.0,OK
46,92.0,69.3,OK,15.0,OK
47,94.0,69.4,OK,14.9,OK
48,96.0,69.8,OK,14.9,OK
49,98.0,69.3,OK,14.9,OK
50,100.0,69.4,OK,14.9,OK
51,102.0,69.6,OK,14.9,OK
52,104.0,69.3,OK,14.9,OK
53,106.0,69.4,OK,14.9,OK
54,108.0,69.4,OK_inner,15.0,OK
55,110.0,69.0,OK_inner,15.1,OK
56,112.0,69.1,OK,15.1,OK
57,114.0,69.0,OK,15.2,OK
58,116.0,68.5,OK,15.3,OK
59,118.0,68.3,OK,15.3,OK
60,120.0,68.7,OK,15.3,OK
61,122.0,68.2,OK,15.3,OK
62,124.0,68.0,OK,15.3,OK
63,126.0,68.0,OK,15.3,OK
64,128.0,68.2,OK,15.3,OK
65,130.0,68.5,OK_inner,15.3,OK
66,132.0,68.7,OK,15.3,OK
67,134.0,68.4,OK,15.3,OK
68,136.0,68.5,OK_inner,15.2,OK
69,138.0,68.0,OK,15.2,OK
70,140.0,68.2,OK,15.2,OK
71,142.0,68.0,OK,15.2,OK
72,144.0,68.0,OK,15.2,OK
73,146.0,68.2,OK,15.2,OK
74,148.0,68.0,OK,15.2,OK
75,150.0,68.5,OK,15.2,OK
76,152.0,68.2,OK,,error
77,154.0,68.2,OK,15.3,OK
78,156.0,68.4,OK,15.3,OK
79,158.0,67.9,OK,15.4,OK
80,160.0,60.9,OK,15.4,OK
81,162.0,67.9,OK,15.4,OK
82,164.0,67.6,OK,15.5,OK
83,166.0,67.8,OK,15.5,OK
84,168.0,67.8,OK,15.5,OK
85,170.0,67.5,OK,15.5,OK
86,172.0,67.8,OK,15.5,OK
87,174.0,67.9,OK,15.5,OK
88,176.0,67.5,OK,15.5,OK
89,178.0,67.8,OK,15.4,OK
90,180.0,67.8,OK,15.4,OK
91,182.0,67.5,OK,15.4,OK
92,184.0,67.8,OK,15.4,OK
93,186.0,67.8,OK,15.4,OK
94,188.0,67.5,OK,15.4,OK
95,190.0,67.8,OK,15.4,OK
96,192.0,67.8,OK,15.4,OK
97,194.0,67.5,OK,15.4,OK
98,196.0,67.6,OK,15.4,OK
99,198.0,67.8,OK,15.5,OK
100,200.0,67.2,OK,15.5,OK
101,202.0,67.5,OK,15.5,OK
102,204.0,67.5,OK,15.5,OK
103,206.0,67.0,OK,15.6,OK
104,208.0,67.2,OK,15.6,OK
105,210.0,67.3,OK,15.6,OK
106,212.0,66.9,image_sweep_check,15.6,OK
107,214.0,67.0,OK,15.6,OK
108,216.0,67.2,OK,15.6,OK
109,218.0,66.9,OK_inner,15.6,OK
110,220.0,67.0,OK,15.6,OK
111,222.0,67.2,OK,15.6,OK
112,224.0,66.9,OK_inner,15.6,OK
113,226.0,67.0,OK,15.6,OK
114,228.0,67.2,OK,15.6,OK
115,230.0,66.7,OK,15.6,OK
116,232.0,67.0,OK,15.6,OK
117,234.0,67.0,OK,15.6,OK
118,236.0,66.7,OK,15.6,OK
119,238.0,66.9,OK,15.6,OK
120,240.0,67.0,OK,15.6,OK
121,242.0,66.7,OK,15.6,OK
122,244.0,66.9,OK,15.6,OK
123,246.0,67.0,OK,15.6,OK
124,248.0,66.6,OK,15.6,OK
125,250.0,66.7,OK_inner,15.6,OK
126,252.0,66.9,OK,15.6,OK
127,254.0,66.4,OK,15.6,OK
128,256.0,66.6,OK,15.7,OK
129,258.0,66.7,OK,15.7,OK
130,260.0,66.3,OK,15.7,image_sweep_check
131,262.0,66.6,OK,15.7,OK
132,264.0,66.6,OK,15.7,OK
133,266.0,66.3,OK,15.7,OK
134,268.0,66.6,OK,15.7,OK
135,270.0,66.6,OK,15.7,OK
136,272.0,66.3,OK,15.7,OK
137,274.0,66.6,OK,15.7,image_sweep_check
138,276.0,66.6,OK,15.7,OK
139,278.0,66.3,OK,15.7,OK
140,280.0,66.4,OK,15.7,OK
141,282.0,66.6,OK,15.7,OK
142,284.0,66.1,image_sweep_check,15.7,OK
