,time,Viscosity,Viscosity_mark,Temperature,Temperature_mark
180,180.0,111.7,,26.5,
181,181.0,112.0,,26.5,
182,182.0,112.2,,26.5,
183,183.0,111.7,,26.5,
184,184.0,111.9,,26.5,
185,185.0,112.2,,26.5,
186,186.0,111.7,,26.5,
187,187.0,111.9,,26.5,
188,188.0,112.2,,26.5,
189,189.0,111.6,,26.5,
190,190.0,111.9,,26.5,
191,191.0,112.2,,26.5,
192,192.0,111.7,,26.5,
193,193.0,112.0,,26.5,
194,194.0,112.2,,26.5,
195,195.0,111.6,,26.5,
196,196.0,111.9,,26.5,
197,197.0,112.2,,26.5,
198,198.0,111.6,,26.5,
199,199.0,111.9,,26.5,
200,200.0,112.2,,26.5,
201,201.0,111.6,,26.5,
202,202.0,111.9,,26.5,
203,203.0,112.0,,26.5,
204,204.0,111.6,,26.5,
205,205.0,111.7,,26.5,
206,206.0,112.0,,26.5,
207,207.0,111.6,,26.5,
208,208.0,111.7,,26.5,
209,209.0,112.0,,26.5,
210,210.0,111.6,,26.5,
211,211.0,111.7,,26.5,
212,212.0,112.0,,26.5,
213,213.0,111.6,,26.5,
214,214.0,111.7,,26.5,
215,215.0,112.0,,26.5,
216,216.0,111.4,,26.5,
217,217.0,111.7,,26.5,
218,218.0,111.9,,26.5,
219,219.0,111.4,,26.5,
220,220.0,111.7,,26.5,
221,221.0,112.0,,26.5,
222,222.0,111.4,,26.5,
223,223.0,111.7,,26.5,
224,224.0,111.9,,26.5,
225,225.0,111.4,,26.5,
226,226.0,111.7,,26.5,
227,227.0,112.0,,26.5,
228,228.0,111.4,,26.5,
229,229.0,111.7,,26.5,
230,230.0,112.0,,26.5,
231,231.0,111.4,,26.5,
232,232.0,111.7,,26.5,
233,233.0,111.9,,26.5,
234,234.0,111.4,,26.5,
235,235.0,111.6,,26.5,
236,236.0,111.9,,26.5,
237,237.0,111.4,,26.5,
238,238.0,111.6,,26.5,
239,239.0,111.9,,26.5,
240,240.0,111.4,,26.5,
241,241.0,111.7,,26.5,
242,242.0,111.9,,26.5,
243,243.0,111.4,,26.5,
244,244.0,111.6,,26.5,
245,245.0,111.7,,26.5,
246,246.0,111.4,,26.5,
247,247.0,111.7,,26.5,
248,248.0,111.9,,26.5,
249,249.0,111.4,,26.5,
250,250.0,111.6,,26.5,
251,251.0,111.9,,26.6,
252,252.0,111.3,,26.5,
253,253.0,111.6,,26.5,
254,254.0,111.9,,26.5,
255,255.0,111.4,,26.5,
256,256.0,111.6,,26.5,
257,257.0,111.9,,26.6,inner_processor_check
258,258.0,111.3,,26.5,
259,259.0,111.6,,26.5,
260,260.0,111.9,,26.5,
261,261.0,111.3,,26.5,
262,262.0,111.6,,26.5,
263,263.0,111.9,,26.5,
264,264.0,111.3,,26.5,
265,265.0,111.4,,26.5,
266,266.0,111.7,,26.6,
267,267.0,111.3,,26.6,inner_processor_check
268,268.0,111.4,,26.6,inner_processor_check
269,269.0,111.7,,26.6,
270,270.0,111.1,inner_processor_check,26.6,
271,271.0,111.3,inner_processor_check,26.6,inner_processor_check
272,272.0,111.6,,26.6,
273,273.0,111.0,,26.6,
274,274.0,111.3,,26.7,
275,275.0,111.6,,26.7,
276,276.0,110.8,,26.7,
277,277.0,111.1,,26.7,
278,278.0,111.4,,26.7,
279,279.0,110.8,,26.6,
280,280.0,111.1,inner_processor_check,26.6,
281,281.0,111.4,,26.6,inner_processor_check
282,282.0,111.0,,26.6,
283,283.0,111.1,inner_processor_check,26.6,
284,284.0,111.4,,26.6,
285,285.0,110.8,,26.6,
286,286.0,111.1,,26.6,
287,287.0,111.4,,26.6,inner_processor_check
288,288.0,110.8,,26.6,
289,289.0,111.1,,26.6,
290,290.0,111.4,,26.6,
291,291.0,110.8,,26.6,
292,292.0,11.1,,26.6,
293,293.0,111.4,,26.6,
294,294.0,110.8,,26.6,
295,295.0,111.1,,26.6,
296,296.0,111.4,,26.6,
297,297.0,110.8,,26.6,
298,298.0,111.1,inner_processor_check,26.6,
299,299.0,111.4,,26.6,
300,300.0,110.8,,26.6,
301,301.0,111.0,,26.6,
302,302.0,111.3,,26.6,
303,303.0,110.8,,26.6,
304,304.0,111.0,,26.6,
305,305.0,111.3,,26.6,inner_processor_check
306,306.0,110.7,,26.6,
307,307.0,111.0,,26.6,
308,308.0,111.3,,26.6,inner_processor_check
309,309.0,110.8,,26.6,inner_processor_check
310,310.0,111.0,,26.6,
311,311.0,111.3,,26.6,
312,312.0,110.7,,26.6,
313,313.0,111.0,,26.6,
314,314.0,111.3,,26.6,
315,315.0,110.7,,26.6,inner_processor_check
316,316.0,111.0,,26.6,
317,317.0,111.3,,26.6,
318,318.0,110.7,,26.6,inner_processor_check
319,319.0,110.8,,26.6,
320,320.0,111.3,,26.6,
321,321.0,110.7,,26.6,
322,322.0,111.0,,26.6,inner_processor_check
323,323.0,111.3,,26.6,
324,324.0,110.7,,26.6,
325,325.0,110.8,,26.6,
326,326.0,111.1,processor_sweep,26.6,
327,327.0,110.7,,26.6,
328,328.0,110.8,,26.6,
329,329.0,111.3,,26.6,
330,330.0,110.7,,26.6,
331,331.0,110.8,,26.6,
332,332.0,111.1,,26.6,
333,333.0,110.7,,26.6,
334,334.0,110.8,,26.6,
335,335.0,111.1,inner_processor_check,26.6,
336,336.0,110.7,,26.6,
337,337.0,110.8,,26.6,
338,338.0,111.1,inner_processor_check,26.6,
339,339.0,110.5,,26.6,inner_processor_check
340,340.0,110.8,,26.6,inner_processor_check
341,341.0,111.1,inner_processor_check,26.6,
342,342.0,110.7,,26.6,
343,343.0,110.8,,26.6,inner_processor_check
344,344.0,111.1,,26.6,
345,345.0,110.5,,26.6,
346,346.0,110.7,,26.6,
347,347.0,111.1,,26.6,
348,348.0,110.5,,26.6,
349,349.0,110.8,,26.6,
350,350.0,111.1,inner_processor_check,26.6,
351,351.0,110.5,,26.6,
352,352.0,110.8,,26.6,
353,353.0,111.0,,26.6,
354,354.0,110.5,,26.6,
355,355.0,110.8,,26.6,inner_processor_check
356,356.0,111.1,,26.6,
357,357.0,110.5,,26.6,
358,358.0,110.7,,26.6,
359,359.0,111.0,,26.6,
360,360.0,110.5,,26.6,
361,361.0,110.7,,26.6,
362,362.0,111.1,,26.6,
363,363.0,110.5,,26.6,
364,364.0,110.7,,26.6,
365,365.0,111.0,,26.6,
366,366.0,110.5,,26.6,
367,367.0,110.7,,26.6,
368,368.0,111.0,,26.6,
369,369.0,110.5,,26.6,
370,370.0,110.8,,26.6,
371,371.0,111.0,,26.6,
372,372.0,110.5,,26.6,
373,373.0,110.7,,26.6,
374,374.0,111.0,,26.6,
375,375.0,110.5,,26.6,
376,376.0,110.8,,26.6,inner_processor_check
377,377.0,111.0,,26.6,
378,378.0,110.5,,26.6,
379,379.0,110.7,,26.6,
380,380.0,11.0,,26.6,inner_processor_check
381,381.0,110.5,,26.6,
382,382.0,110.7,,26.6,
383,383.0,111.0,,26.6,
384,384.0,110.5,,26.6,
385,385.0,110.7,,26.6,
386,386.0,111.0,,26.6,
387,387.0,110.5,,26.6,
388,388.0,110.7,,26.6,
389,389.0,111.0,,26.6,
390,390.0,110.5,,26.6,
391,391.0,110.7,,26.6,
392,392.0,111.0,,26.6,
393,393.0,110.4,,26.6,
394,394.0,110.7,,26.6,
395,395.0,111.0,,26.6,processor_sweep
396,396.0,110.5,,26.6,
397,397.0,110.7,,26.6,
398,398.0,110.8,,26.6,
399,399.0,110.5,,26.6,
400,400.0,110.7,,26.6,
401,401.0,111.0,,26.6,
402,402.0,110.5,,26.6,
403,403.0,110.7,,26.6,
404,404.0,111.0,,26.6,
405,405.0,110.4,,26.6,
406,406.0,110.7,,26.6,
407,407.0,111.0,,26.6,
408,408.0,110.5,,26.6,
409,409.0,110.7,,26.6,inner_processor_check
410,410.0,111.0,,26.6,
411,411.0,110.5,,26.6,
412,412.0,110.5,,26.6,
413,413.0,110.8,,26.6,
414,414.0,110.4,,26.6,
415,415.0,110.5,,26.6,
416,416.0,111.0,,26.6,inner_processor_check
417,417.0,110.4,,26.6,
418,418.0,110.5,,26.6,
419,419.0,110.8,,26.6,inner_processor_check
420,420.0,110.4,,26.6,
421,421.0,110.5,,26.6,
422,422.0,110.8,,26.7,
423,423.0,110.4,,26.7,
424,424.0,110.5,,26.6,
