,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D
4029,peta,311.35,34.505556,1.14,14.9,20.547249,41.33618,30.268031,1.537875,0.003212,9.023185,0.95536
4030,peta,311.45,34.552381,1.14,14.9,20.547249,41.33618,30.309106,1.538477,0.003211,9.013851,0.95491
4031,peta,311.55,34.0,1.14,14.9,20.547249,41.33618,29.824561,1.531479,0.00321,9.163235,0.962049
4032,peta,311.65,34.1,1.14,14.9,20.547249,41.33618,29.912281,1.532753,0.003209,9.139296,0.960913
4033,peta,311.85,33.25,1.14,14.9,20.547249,41.33618,29.166667,1.521776,0.003207,9.378947,0.972154
4034,peta,311.95,33.16,1.14,14.9,20.547249,41.33618,29.087719,1.520606,0.003206,9.407419,0.97347
4035,peta,312.15,33.0,1.14,14.9,20.547249,41.33618,28.947368,1.518514,0.003204,9.459091,0.975849
4036,peta,312.55,32.266667,1.14,14.9,20.547249,41.33618,28.304094,1.508752,0.003199,9.686467,0.986165
4037,peta,313.55,30.0,1.14,14.9,20.547249,41.33618,26.315789,1.477121,0.003189,10.451667,1.019186
4038,peta,313.65,30.0,1.14,14.9,20.547249,41.33618,26.315789,1.477121,0.003188,10.455,1.019324
4039,peta,313.75,30.0,1.14,14.9,20.547249,41.33618,26.315789,1.477121,0.003187,10.458333,1.019462
4040,peta,314.35,29.0,1.14,14.9,20.547249,41.33618,25.438596,1.462398,0.003181,10.839655,1.035015
4041,peta,288.45,89.0,1.11,19.76,26.532153,49.775459,80.18018,1.94939,0.003467,3.241011,0.510681
4042,peta,288.55,90.0,1.11,19.76,26.532153,49.775459,81.081081,1.954243,0.003466,3.206111,0.505979
4043,peta,288.95,88.0,1.11,19.76,26.532153,49.775459,79.279279,1.944483,0.003461,3.283523,0.51634
4044,peta,289.45,85.0,1.11,19.76,26.532153,49.775459,76.576577,1.929419,0.003455,3.405294,0.532155
4045,peta,289.65,84.0,1.11,19.76,26.532153,49.775459,75.675676,1.924279,0.003452,3.448214,0.537594
4046,peta,289.75,83.309091,1.11,19.76,26.532153,49.775459,75.053235,1.920691,0.003451,3.478012,0.541331
4047,peta,289.95,82.090323,1.11,19.76,26.532153,49.775459,73.955246,1.914291,0.003449,3.532085,0.548031
4048,peta,290.05,81.546774,1.11,19.76,26.532153,49.775459,73.465562,1.911403,0.003448,3.556854,0.551066
4049,peta,290.15,80.839394,1.11,19.76,26.532153,49.775459,72.828283,1.907619,0.003446,3.589215,0.555
4050,peta,290.25,80.058228,1.11,19.76,26.532153,49.775459,72.12453,1.903405,0.003445,3.625486,0.559366
4051,peta,290.35,80.0,1.11,19.76,26.532153,49.775459,72.072072,1.90309,0.003444,3.629375,0.559832
4052,peta,290.45,79.55,1.11,19.76,26.532153,49.775459,71.666667,1.90064,0.003443,3.651163,0.562431
4053,peta,290.55,79.35,1.11,19.76,26.532153,49.775459,71.486486,1.899546,0.003442,3.661626,0.563674
4054,peta,290.65,78.654545,1.11,19.76,26.532153,49.775459,70.859951,1.895723,0.003441,3.695273,0.567647
4055,peta,290.75,78.422222,1.11,19.76,26.532153,49.775459,70.650651,1.894437,0.003439,3.707495,0.569081
4056,peta,290.95,77.3,1.11,19.76,26.532153,49.775459,69.63964,1.888176,0.003437,3.763907,0.575639
4057,peta,291.05,76.82381,1.11,19.76,26.532153,49.775459,69.210639,1.885496,0.003436,3.788539,0.578472
4058,peta,291.15,76.266667,1.11,19.76,26.532153,49.775459,68.708709,1.882333,0.003435,3.817526,0.581782
4059,peta,291.25,76.0,1.11,19.76,26.532153,49.775459,68.468468,1.880814,0.003433,3.832237,0.583452
4060,peta,291.35,75.114286,1.11,19.76,26.532153,49.775459,67.670528,1.875721,0.003432,3.878756,0.588692
4061,peta,291.45,74.985714,1.11,19.76,26.532153,49.775459,67.554698,1.874978,0.003431,3.88674,0.589586
4062,peta,291.55,74.088889,1.11,19.76,26.532153,49.775459,66.746747,1.869752,0.00343,3.935138,0.59496
4063,peta,291.65,73.955,1.11,19.76,26.532153,49.775459,66.626126,1.868962,0.003429,3.943614,0.595894
4064,peta,291.75,72.991304,1.11,19.76,26.532153,49.775459,65.757932,1.863269,0.003428,3.997051,0.60174
4065,peta,291.85,72.45,1.11,19.76,26.532153,49.775459,65.27027,1.86003,0.003426,4.028295,0.605121
4066,peta,291.95,71.231111,1.11,19.76,26.532153,49.775459,64.172172,1.852668,0.003425,4.09863,0.612639
4067,peta,292.05,70.742188,1.11,19.76,26.532153,49.775459,63.7317,1.849671,0.003424,4.128371,0.615779
4068,peta,292.15,70.325806,1.11,19.76,26.532153,49.775459,63.356582,1.847111,0.003423,4.154236,0.618491
4069,peta,292.25,70.062651,1.11,19.76,26.532153,49.775459,63.119505,1.845486,0.003422,4.171267,0.620268
4070,peta,292.35,69.733333,1.11,19.76,26.532153,49.775459,62.822823,1.84344,0.003421,4.1924,0.622463
4071,peta,292.45,69.1625,1.11,19.76,26.532153,49.775459,62.308559,1.839869,0.003419,4.228447,0.626181
4072,peta,292.55,69.052381,1.11,19.76,26.532153,49.775459,62.209352,1.839178,0.003418,4.236639,0.627021
4073,peta,292.65,68.139623,1.11,19.76,26.532153,49.775459,61.387047,1.833384,0.003417,4.294858,0.632949
4074,peta,292.75,67.795,1.11,19.76,26.532153,49.775459,61.076577,1.831185,0.003416,4.318165,0.635299
4075,peta,292.85,66.8,1.11,19.76,26.532153,49.775459,60.18018,1.824776,0.003415,4.383982,0.641869
4076,peta,292.95,66.016149,1.11,19.76,26.532153,49.775459,59.474008,1.819649,0.003414,4.437551,0.647143
4077,peta,293.05,65.635714,1.11,19.76,26.532153,49.775459,59.131274,1.817139,0.003412,4.464795,0.649802
4078,peta,293.15,65.276786,1.11,19.76,26.532153,49.775459,58.807915,1.814758,0.003411,4.490877,0.652331
4079,peta,293.25,64.762281,1.11,19.76,26.532153,49.775459,58.344397,1.81132,0.00341,4.528099,0.655916
4080,peta,293.35,64.488679,1.11,19.76,26.532153,49.775459,58.097909,1.809483,0.003409,4.54886,0.657903
4081,peta,293.45,64.1,1.11,19.76,26.532153,49.775459,57.747748,1.806858,0.003408,4.578003,0.660676
4082,peta,293.55,63.37037,1.11,19.76,26.532153,49.775459,57.090424,1.801881,0.003407,4.632291,0.665796
4083,peta,293.65,63.209375,1.11,19.76,26.532153,49.775459,56.945383,1.800777,0.003405,4.645672,0.667049
4084,peta,293.75,62.908,1.11,19.76,26.532153,49.775459,56.673874,1.798705,0.003404,4.669517,0.669272
4085,peta,293.85,62.4,1.11,19.76,26.532153,49.775459,56.216216,1.795182,0.003403,4.709135,0.672941
4086,peta,293.95,61.881065,1.11,19.76,26.532153,49.775459,55.748707,1.791556,0.003402,4.750241,0.676716
4087,peta,294.05,61.369375,1.11,19.76,26.532153,49.775459,55.287725,1.787949,0.003401,4.791478,0.680469
4088,peta,294.15,61.130435,1.11,19.76,26.532153,49.775459,55.072464,1.786257,0.0034,4.811842,0.682311
4089,peta,294.25,60.9,1.11,19.76,26.532153,49.775459,54.864865,1.784617,0.003398,4.831691,0.684099
4090,peta,294.35,60.2,1.11,19.76,26.532153,49.775459,54.234234,1.779594,0.003397,4.889535,0.689268
4091,peta,294.45,60.047059,1.11,19.76,26.532153,49.775459,54.096449,1.778491,0.003396,4.903654,0.69052
4092,peta,294.55,59.971429,1.11,19.76,26.532153,49.775459,54.028314,1.777944,0.003395,4.911505,0.691215
4093,peta,294.65,59.405882,1.11,19.76,26.532153,49.775459,53.518813,1.773827,0.003394,4.959947,0.695477
4094,peta,294.75,59.25,1.11,19.76,26.532153,49.775459,53.378378,1.772687,0.003393,4.974684,0.696765
4095,peta,294.85,59.1,1.11,19.76,26.532153,49.775459,53.243243,1.771587,0.003392,4.989002,0.698014
4096,peta,294.95,58.7,1.11,19.76,26.532153,49.775459,52.882883,1.768637,0.00339,5.024702,0.70111
4097,peta,295.05,58.052459,1.11,19.76,26.532153,49.775459,52.299513,1.763819,0.003389,5.082472,0.706075
4098,peta,295.15,57.438384,1.11,19.76,26.532153,49.775459,51.746292,1.759196,0.003388,5.13855,0.710841
4099,peta,295.25,57.022449,1.11,19.76,26.532153,49.775459,51.371576,1.756044,0.003387,5.177785,0.714144
4100,peta,295.35,56.766667,1.11,19.76,26.532153,49.775459,51.141141,1.754093,0.003386,5.202877,0.716244
4101,peta,295.45,56.45,1.11,19.76,26.532153,49.775459,50.855856,1.751664,0.003385,5.233835,0.71882
4102,peta,295.55,56.2,1.11,19.76,26.532153,49.775459,50.630631,1.749736,0.003384,5.258897,0.720895
4103,peta,295.65,56.55,1.11,19.76,26.532153,49.775459,50.945946,1.752424,0.003382,5.228117,0.718345
4104,peta,295.75,55.563158,1.11,19.76,26.532153,49.775459,50.056899,1.744787,0.003381,5.322772,0.726138
4105,peta,295.85,55.5,1.11,19.76,26.532153,49.775459,50.0,1.744292,0.00338,5.330631,0.726779
4106,peta,295.95,55.49,1.11,19.76,26.532153,49.775459,49.990991,1.744214,0.003379,5.333393,0.727004
4107,peta,296.05,54.56,1.11,19.76,26.532153,49.775459,49.153153,1.736853,0.003378,5.426136,0.734491
4108,peta,296.15,54.38125,1.11,19.76,26.532153,49.775459,48.992117,1.735445,0.003377,5.445811,0.736063
4109,peta,296.25,54.4125,1.11,19.76,26.532153,49.775459,49.02027,1.735696,0.003376,5.444521,0.73596
4110,peta,296.35,54.05,1.11,19.76,26.532153,49.775459,48.693694,1.732792,0.003374,5.482886,0.739009
4111,peta,296.45,53.441667,1.11,19.76,26.532153,49.775459,48.145646,1.727877,0.003373,5.54717,0.744071
4112,peta,296.55,53.361111,1.11,19.76,26.532153,49.775459,48.073073,1.727222,0.003372,5.557418,0.744873
4113,peta,296.65,53.033333,1.11,19.76,26.532153,49.775459,47.777778,1.724548,0.003371,5.593652,0.747695
4114,peta,296.75,52.465217,1.11,19.76,26.532153,49.775459,47.265962,1.71987,0.00337,5.656128,0.752519
4115,peta,296.85,52.416,1.11,19.76,26.532153,49.775459,47.221622,1.719462,0.003369,5.663347,0.753073
4116,peta,296.95,51.776923,1.11,19.76,26.532153,49.775459,46.645877,1.714135,0.003368,5.735181,0.758547
4117,peta,297.05,51.279545,1.11,19.76,26.532153,49.775459,46.197789,1.709938,0.003366,5.792758,0.762885
4118,peta,297.15,50.845161,1.11,19.76,26.532153,49.775459,45.806452,1.706249,0.003365,5.844214,0.766726
4119,peta,297.25,50.448101,1.11,19.76,26.532153,49.775459,45.44874,1.702844,0.003364,5.892194,0.770277
4120,peta,297.45,49.6,1.11,19.76,26.532153,49.775459,44.684685,1.695482,0.003362,5.996976,0.777932
4121,peta,297.55,49.4,1.11,19.76,26.532153,49.775459,44.504505,1.693727,0.003361,6.023279,0.779833
4122,peta,297.65,49.05,1.11,19.76,26.532153,49.775459,44.189189,1.690638,0.00336,6.068298,0.783067
4123,peta,297.75,48.98,1.11,19.76,26.532153,49.775459,44.126126,1.690019,0.003359,6.079012,0.783833
4124,peta,297.95,48.55,1.11,19.76,26.532153,49.775459,43.738739,1.686189,0.003356,6.136972,0.787954
4125,peta,298.05,48.127273,1.11,19.76,26.532153,49.775459,43.357903,1.68239,0.003355,6.192954,0.791898
4126,peta,298.15,48.05,1.11,19.76,26.532153,49.775459,43.288288,1.681693,0.003354,6.204995,0.792741
4127,peta,298.25,47.982353,1.11,19.76,26.532153,49.775459,43.227345,1.681081,0.003353,6.215827,0.793499
4128,peta,298.35,47.55,1.11,19.76,26.532153,49.775459,42.837838,1.67715,0.003352,6.274448,0.797576
4129,peta,298.45,47.1125,1.11,19.76,26.532153,49.775459,42.443694,1.673135,0.003351,6.334837,0.801735
4130,peta,298.55,47.07,1.11,19.76,26.532153,49.775459,42.405405,1.672743,0.00335,6.342681,0.802273
4131,peta,298.65,46.992308,1.11,19.76,26.532153,49.775459,42.335412,1.672025,0.003348,6.355295,0.803136
4132,peta,298.75,46.482143,1.11,19.76,26.532153,49.775459,41.875804,1.667282,0.003347,6.427199,0.808022
4133,peta,298.85,46.319048,1.11,19.76,26.532153,49.775459,41.728872,1.665757,0.003346,6.451989,0.809694
4134,peta,298.95,45.862222,1.11,19.76,26.532153,49.775459,41.317317,1.661451,0.003345,6.518437,0.814143
4135,peta,299.05,45.7,1.11,19.76,26.532153,49.775459,41.171171,1.659912,0.003344,6.543764,0.815828
4136,peta,299.15,45.25,1.11,19.76,26.532153,49.775459,40.765766,1.655618,0.003343,6.61105,0.82027
4137,peta,299.25,44.888889,1.11,19.76,26.532153,49.775459,40.44044,1.652139,0.003342,6.66646,0.823895
4138,peta,299.35,44.864286,1.11,19.76,26.532153,49.775459,40.418275,1.6519,0.003341,6.672345,0.824279
4139,peta,299.55,44.105263,1.11,19.76,26.532153,49.775459,39.734471,1.644488,0.003338,6.791706,0.831979
4140,peta,299.65,43.988235,1.11,19.76,26.532153,49.775459,39.629041,1.643332,0.003337,6.812049,0.833278
4141,peta,299.75,43.72,1.11,19.76,26.532153,49.775459,39.387387,1.640679,0.003336,6.85613,0.836079
4142,peta,299.95,42.911842,1.11,19.76,26.532153,49.775459,38.659317,1.632576,0.003334,6.989912,0.844472
4143,peta,300.05,42.561207,1.11,19.76,26.532153,49.775459,38.34343,1.629013,0.003333,7.049847,0.84818
4144,peta,300.15,42.445161,1.11,19.76,26.532153,49.775459,38.238884,1.627825,0.003332,7.071477,0.84951
4145,peta,300.25,42.2,1.11,19.76,26.532153,49.775459,38.018018,1.625312,0.003331,7.114929,0.852171
4146,peta,300.35,41.817647,1.11,19.76,26.532153,49.775459,37.673556,1.621359,0.003329,7.182374,0.856268
4147,peta,300.45,41.807692,1.11,19.76,26.532153,49.775459,37.664588,1.621256,0.003328,7.186477,0.856516
4148,peta,300.55,41.6,1.11,19.76,26.532153,49.775459,37.477477,1.619093,0.003327,7.22476,0.858823
4149,peta,300.65,41.316129,1.11,19.76,26.532153,49.775459,37.221738,1.616119,0.003326,7.276819,0.861942
4150,peta,300.75,41.21,1.11,19.76,26.532153,49.775459,37.126126,1.614998,0.003325,7.297986,0.863203
4151,peta,300.85,40.824561,1.11,19.76,26.532153,49.775459,36.778884,1.61092,0.003324,7.369338,0.867428
4152,peta,300.95,40.459259,1.11,19.76,26.532153,49.775459,36.449783,1.607015,0.003323,7.438347,0.871476
4153,peta,301.05,40.2,1.11,19.76,26.532153,49.775459,36.216216,1.604226,0.003322,7.488806,0.874413
4154,peta,301.15,40.0,1.11,19.76,26.532153,49.775459,36.036036,1.60206,0.003321,7.52875,0.876723
4155,peta,301.25,39.96,1.11,19.76,26.532153,49.775459,36.0,1.601625,0.00332,7.538789,0.877302
4156,peta,301.35,39.6,1.11,19.76,26.532153,49.775459,35.675676,1.597695,0.003318,7.609848,0.881376
4157,peta,301.55,39.001538,1.11,19.76,26.532153,49.775459,35.136521,1.591082,0.003316,7.731746,0.888278
4158,peta,301.65,38.886567,1.11,19.76,26.532153,49.775459,35.032943,1.589799,0.003315,7.757177,0.889704
4159,peta,301.75,38.692593,1.11,19.76,26.532153,49.775459,34.858192,1.587626,0.003314,7.79865,0.892019
4160,peta,301.85,38.566667,1.11,19.76,26.532153,49.775459,34.744745,1.586211,0.003313,7.826707,0.893579
4161,peta,302.05,38.0,1.11,19.76,26.532153,49.775459,34.234234,1.579784,0.003311,7.948684,0.900295
4162,peta,302.15,38.0,1.11,19.76,26.532153,49.775459,34.234234,1.579784,0.00331,7.951316,0.900439
4163,peta,302.25,37.9,1.11,19.76,26.532153,49.775459,34.144144,1.578639,0.003309,7.974934,0.901727
4164,peta,302.35,37.666667,1.11,19.76,26.532153,49.775459,33.933934,1.575955,0.003307,8.026991,0.904553
4165,peta,302.55,37.33,1.11,19.76,26.532153,49.775459,33.630631,1.572053,0.003305,8.104741,0.908739
4166,peta,302.65,37.34,1.11,19.76,26.532153,49.775459,33.63964,1.572172,0.003304,8.105249,0.908766
4167,peta,302.75,36.677778,1.11,19.76,26.532153,49.775459,33.043043,1.5644,0.003303,8.254317,0.916681
4168,peta,302.85,36.6,1.11,19.76,26.532153,49.775459,32.972973,1.563481,0.003302,8.27459,0.917746
4169,peta,302.95,36.38,1.11,19.76,26.532153,49.775459,32.774775,1.560852,0.003301,8.327378,0.920508
4170,peta,303.05,36.363636,1.11,19.76,26.532153,49.775459,32.760033,1.560658,0.0033,8.333875,0.920847
4171,peta,303.15,36.1,1.11,19.76,26.532153,49.775459,32.522523,1.557506,0.003299,8.397507,0.92415
4172,peta,303.25,35.823077,1.11,19.76,26.532153,49.775459,32.273042,1.554162,0.003298,8.465214,0.927638
4173,peta,303.35,35.816667,1.11,19.76,26.532153,49.775459,32.267267,1.554084,0.003297,8.469521,0.927859
4174,peta,303.45,35.67,1.11,19.76,26.532153,49.775459,32.135135,1.552293,0.003295,8.507149,0.929784
4175,peta,303.55,35.58,1.11,19.76,26.532153,49.775459,32.054054,1.551189,0.003294,8.531478,0.931024
4176,peta,303.65,35.0,1.11,19.76,26.532153,49.775459,31.531532,1.544068,0.003293,8.675714,0.938305
4177,peta,303.75,35.025,1.11,19.76,26.532153,49.775459,31.554054,1.544377,0.003292,8.672377,0.938138
4178,peta,303.95,34.152,1.11,19.76,26.532153,49.775459,30.767568,1.533398,0.00329,8.899918,0.949386
4179,peta,304.05,34.026087,1.11,19.76,26.532153,49.775459,30.654132,1.531809,0.003289,8.935791,0.951133
4180,peta,304.15,33.921348,1.11,19.76,26.532153,49.775459,30.559773,1.530471,0.003288,8.96633,0.952615
4181,peta,304.35,33.55,1.11,19.76,26.532153,49.775459,30.225225,1.525692,0.003286,9.071535,0.957681
4182,peta,304.45,33.025,1.11,19.76,26.532153,49.775459,29.752252,1.51884,0.003285,9.218774,0.964673
4183,peta,304.55,33.088889,1.11,19.76,26.532153,49.775459,29.80981,1.51967,0.003284,9.203996,0.963976
4184,peta,304.65,32.917647,1.11,19.76,26.532153,49.775459,29.655538,1.517428,0.003282,9.254914,0.966372
4185,peta,304.75,32.904167,1.11,19.76,26.532153,49.775459,29.643393,1.517251,0.003281,9.261745,0.966693
4186,peta,304.85,32.7,1.11,19.76,26.532153,49.775459,29.459459,1.514548,0.00328,9.32263,0.969538
4187,peta,304.95,32.510909,1.11,19.76,26.532153,49.775459,29.289107,1.512028,0.003279,9.379928,0.9722
4188,peta,305.05,32.251667,1.11,19.76,26.532153,49.775459,29.055556,1.50855,0.003278,9.458426,0.975819
4189,peta,305.15,31.986022,1.11,19.76,26.532153,49.775459,28.816236,1.504958,0.003277,9.540105,0.979553
4190,peta,305.35,31.6,1.11,19.76,26.532153,49.775459,28.468468,1.499687,0.003275,9.662975,0.985111
4191,peta,305.45,31.5,1.11,19.76,26.532153,49.775459,28.378378,1.498311,0.003274,9.696825,0.98663
4192,peta,305.55,31.131579,1.11,19.76,26.532153,49.775459,28.046468,1.49319,0.003273,9.814793,0.991881
4193,peta,305.65,31.0,1.11,19.76,26.532153,49.775459,27.927928,1.491362,0.003272,9.859677,0.993863
4194,peta,305.75,31.016667,1.11,19.76,26.532153,49.775459,27.942943,1.491594,0.003271,9.857603,0.993771
4195,peta,305.85,31.0,1.11,19.76,26.532153,49.775459,27.927928,1.491362,0.00327,9.866129,0.994147
4196,peta,305.95,31.0,1.11,19.76,26.532153,49.775459,27.927928,1.491362,0.003269,9.869355,0.994289
4197,peta,306.05,30.933333,1.11,19.76,26.532153,49.775459,27.867868,1.490425,0.003267,9.893858,0.995366
4198,peta,306.15,30.020833,1.11,19.76,26.532153,49.775459,27.045796,1.47742,0.003266,10.197918,1.008512
4199,peta,306.25,30.0,1.11,19.76,26.532153,49.775459,27.027027,1.477121,0.003265,10.208333,1.008955
4200,peta,306.35,30.0,1.11,19.76,26.532153,49.775459,27.027027,1.477121,0.003264,10.211667,1.009097
4201,peta,306.45,29.831818,1.11,19.76,26.532153,49.775459,26.875512,1.474679,0.003263,10.272589,1.01168
4202,peta,306.55,29.8,1.11,19.76,26.532153,49.775459,26.846847,1.474216,0.003262,10.286913,1.012285
4203,peta,306.65,29.6,1.11,19.76,26.532153,49.775459,26.666667,1.471292,0.003261,10.359797,1.015351
4204,peta,306.75,29.15,1.11,19.76,26.532153,49.775459,26.261261,1.464621,0.00326,10.523156,1.022146
4205,peta,306.85,29.0,1.11,19.76,26.532153,49.775459,26.126126,1.462398,0.003259,10.581034,1.024528
4206,peta,306.95,29.0,1.11,19.76,26.532153,49.775459,26.126126,1.462398,0.003258,10.584483,1.02467
4207,peta,307.05,29.0,1.11,19.76,26.532153,49.775459,26.126126,1.462398,0.003257,10.587931,1.024811
4208,peta,307.15,28.92,1.11,19.76,26.532153,49.775459,26.054054,1.461198,0.003256,10.620678,1.026152
4209,peta,307.25,28.92,1.11,19.76,26.532153,49.775459,26.054054,1.461198,0.003255,10.624136,1.026294
4210,peta,307.35,28.809091,1.11,19.76,26.532153,49.775459,25.954136,1.459512,0.003254,10.668507,1.028104
4211,peta,307.45,28.321739,1.11,19.76,26.532153,49.775459,25.51508,1.452087,0.003253,10.855619,1.035655
4212,peta,307.55,28.292857,1.11,19.76,26.532153,49.775459,25.48906,1.451666,0.003252,10.870235,1.036239
4213,peta,307.65,28.211765,1.11,19.76,26.532153,49.775459,25.416004,1.450419,0.00325,10.905025,1.037627
4214,peta,307.75,28.0,1.11,19.76,26.532153,49.775459,25.225225,1.447158,0.003249,10.991071,1.04104
4215,peta,307.85,28.0,1.11,19.76,26.532153,49.775459,25.225225,1.447158,0.003248,10.994643,1.041181
4216,peta,307.95,27.72549,1.11,19.76,26.532153,49.775459,24.977919,1.442878,0.003247,11.107107,1.045601
4217,peta,308.05,27.475,1.11,19.76,26.532153,49.775459,24.752252,1.438937,0.003246,11.212011,1.049684
4218,peta,308.15,27.324444,1.11,19.76,26.532153,49.775459,24.616617,1.43655,0.003245,11.277448,1.052211
4219,peta,308.25,27.15042,1.11,19.76,26.532153,49.775459,24.459838,1.433776,0.003244,11.353415,1.055127
4220,peta,308.35,27.071429,1.11,19.76,26.532153,49.775459,24.388674,1.43251,0.003243,11.390237,1.056533
4221,peta,308.45,26.95,1.11,19.76,26.532153,49.775459,24.279279,1.430558,0.003242,11.445269,1.058626
4222,peta,308.55,26.85,1.11,19.76,26.532153,49.775459,24.189189,1.428944,0.003241,11.49162,1.060381
4223,peta,308.65,26.533333,1.11,19.76,26.532153,49.775459,23.903904,1.423772,0.00324,11.632538,1.065674
4224,peta,308.75,26.57,1.11,19.76,26.532153,49.775459,23.936937,1.424379,0.003239,11.620248,1.065215
4225,peta,308.85,26.581818,1.11,19.76,26.532153,49.775459,23.947584,1.424584,0.003238,11.618844,1.065163
4226,peta,308.95,26.5,1.11,19.76,26.532153,49.775459,23.873874,1.423246,0.003237,11.658491,1.066642
4227,peta,309.05,26.065217,1.11,19.76,26.532153,49.775459,23.482178,1.416055,0.003236,11.856797,1.073967
4228,peta,309.15,26.06,1.11,19.76,26.532153,49.775459,23.477477,1.415972,0.003235,11.863008,1.074195
4229,peta,309.25,26.061538,1.11,19.76,26.532153,49.775459,23.478863,1.415997,0.003234,11.866145,1.07431
4230,peta,309.35,25.905,1.11,19.76,26.532153,49.775459,23.337838,1.413383,0.003233,11.94171,1.077067
4231,peta,309.55,25.346154,1.11,19.76,26.532153,49.775459,22.834373,1.403872,0.00323,12.212898,1.086819
4232,peta,309.65,25.453704,1.11,19.76,26.532153,49.775459,22.931265,1.405738,0.003229,12.165224,1.08512
4233,peta,309.75,25.2,1.11,19.76,26.532153,49.775459,22.702703,1.401387,0.003228,12.291667,1.089611
4234,peta,309.95,25.0,1.11,19.76,26.532153,49.775459,22.522523,1.39794,0.003226,12.398,1.093352
4235,peta,310.05,25.0,1.11,19.76,26.532153,49.775459,22.522523,1.39794,0.003225,12.402,1.093492
4236,peta,310.15,25.0,1.11,19.76,26.532153,49.775459,22.522523,1.39794,0.003224,12.406,1.093632
4237,peta,310.25,24.984615,1.11,19.76,26.532153,49.775459,22.508663,1.397672,0.003223,12.417642,1.094039
4238,peta,310.35,24.8,1.11,19.76,26.532153,49.775459,22.342342,1.394452,0.003222,12.514113,1.0974
4239,peta,310.45,24.291667,1.11,19.76,26.532153,49.775459,21.884384,1.385435,0.003221,12.780103,1.106534
4240,peta,310.55,24.4,1.11,19.76,26.532153,49.775459,21.981982,1.387375,0.00322,12.727459,1.104742
4241,peta,310.65,24.39,1.11,19.76,26.532153,49.775459,21.972973,1.387197,0.003219,12.736777,1.10506
4242,peta,310.75,24.061111,1.11,19.76,26.532153,49.775459,21.676677,1.381312,0.003218,12.915031,1.111095
4243,peta,310.85,24.082353,1.11,19.76,26.532153,49.775459,21.695813,1.381695,0.003217,12.907792,1.110852
4244,peta,310.95,24.0,1.11,19.76,26.532153,49.775459,21.621622,1.380211,0.003216,12.95625,1.112479
4245,peta,311.05,23.903125,1.11,19.76,26.532153,49.775459,21.534347,1.378454,0.003215,13.012943,1.114376
4246,peta,311.15,23.19,1.11,19.76,26.532153,49.775459,20.891892,1.365257,0.003214,13.417421,1.127669
4247,peta,311.25,23.461111,1.11,19.76,26.532153,49.775459,21.136136,1.370324,0.003213,13.266635,1.122761
4248,peta,311.35,23.5,1.11,19.76,26.532153,49.775459,21.171171,1.371068,0.003212,13.248936,1.122181
4249,peta,311.45,23.4,1.11,19.76,26.532153,49.775459,21.081081,1.369216,0.003211,13.309829,1.124172
4250,peta,311.55,23.0,1.11,19.76,26.532153,49.775459,20.720721,1.361728,0.00321,13.545652,1.1318
4251,peta,311.65,23.066667,1.11,19.76,26.532153,49.775459,20.780781,1.362981,0.003209,13.510838,1.130682
4252,peta,311.75,23.0,1.11,19.76,26.532153,49.775459,20.720721,1.361728,0.003208,13.554348,1.132079
4253,peta,311.95,22.8,1.11,19.76,26.532153,49.775459,20.540541,1.357935,0.003206,13.682018,1.13615
4254,peta,312.05,22.35,1.11,19.76,26.532153,49.775459,20.135135,1.349224,0.003205,13.961969,1.144947
4255,peta,312.35,22.3,1.11,19.76,26.532153,49.775459,20.09009,1.348305,0.003202,14.006726,1.146337
4256,peta,312.45,22.175,1.11,19.76,26.532153,49.775459,19.977477,1.345862,0.003201,14.090192,1.148917
4257,peta,312.55,21.992763,1.11,19.76,26.532153,49.775459,19.8133,1.342263,0.003199,14.211493,1.15264
4258,peta,312.65,21.664937,1.11,19.76,26.532153,49.775459,19.517961,1.33571,0.003198,14.431152,1.159301
4259,peta,312.75,21.665574,1.11,19.76,26.532153,49.775459,19.518535,1.335728,0.003197,14.435344,1.159427
4260,peta,312.85,21.233333,1.11,19.76,26.532153,49.775459,19.129129,1.326966,0.003196,14.733909,1.168318
4261,peta,312.95,21.0,1.11,19.76,26.532153,49.775459,18.918919,1.322219,0.003195,14.902381,1.173256
4262,peta,313.05,21.235294,1.11,19.76,26.532153,49.775459,19.130896,1.327028,0.003194,14.741967,1.168555
4263,peta,313.15,21.0,1.11,19.76,26.532153,49.775459,18.918919,1.322219,0.003193,14.911905,1.173533
4264,peta,313.25,21.0,1.11,19.76,26.532153,49.775459,18.918919,1.322219,0.003192,14.916667,1.173672
4265,peta,313.35,21.0,1.11,19.76,26.532153,49.775459,18.918919,1.322219,0.003191,14.921429,1.17381
4266,peta,313.45,21.0,1.11,19.76,26.532153,49.775459,18.918919,1.322219,0.00319,14.92619,1.173949
4267,peta,287.85,686.596341,1.18,5.8,8.278899,19.858185,581.861306,2.836701,0.003474,0.419242,-0.377535
4268,peta,287.95,681.633333,1.18,5.8,8.278899,19.858185,577.655367,2.833551,0.003473,0.422441,-0.374234
4269,peta,288.05,674.88,1.18,5.8,8.278899,19.858185,571.932203,2.829226,0.003472,0.426817,-0.369759
4270,peta,288.15,669.32,1.18,5.8,8.278899,19.858185,567.220339,2.825633,0.00347,0.430512,-0.366015
