,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D
985,dmeg,291.15,3.5475,1.02,19.82,24.454928,39.785874,3.477941,0.549922,0.003435,82.071882,1.914194
986,dmeg,291.25,3.55,1.02,19.82,24.454928,39.785874,3.480392,0.550228,0.003433,82.042254,1.914038
987,dmeg,291.35,3.545,1.02,19.82,24.454928,39.785874,3.47549,0.549616,0.003432,82.186178,1.914799
988,dmeg,291.45,3.540345,1.02,19.82,24.454928,39.785874,3.470926,0.549046,0.003431,82.32249,1.915518
989,dmeg,291.55,3.53122,1.02,19.82,24.454928,39.785874,3.46198,0.547923,0.00343,82.563545,1.916788
990,dmeg,291.65,3.523636,1.02,19.82,24.454928,39.785874,3.454545,0.54699,0.003429,82.769608,1.917871
991,dmeg,291.75,3.52,1.02,19.82,24.454928,39.785874,3.45098,0.546543,0.003428,82.883523,1.918468
992,dmeg,291.85,3.516667,1.02,19.82,24.454928,39.785874,3.447712,0.546131,0.003426,82.990521,1.919028
993,dmeg,291.95,3.510625,1.02,19.82,24.454928,39.785874,3.441789,0.545384,0.003425,83.16183,1.919924
994,dmeg,292.05,3.507241,1.02,19.82,24.454928,39.785874,3.438472,0.544965,0.003424,83.270573,1.920492
995,dmeg,292.15,3.49,1.02,19.82,24.454928,39.785874,3.421569,0.542825,0.003423,83.710602,1.92278
996,dmeg,292.25,3.49,1.02,19.82,24.454928,39.785874,3.421569,0.542825,0.003422,83.739255,1.922929
997,dmeg,292.35,3.488333,1.02,19.82,24.454928,39.785874,3.419935,0.542618,0.003421,83.807931,1.923285
998,dmeg,292.45,3.463077,1.02,19.82,24.454928,39.785874,3.395173,0.539461,0.003419,84.448023,1.926589
999,dmeg,292.55,3.459796,1.02,19.82,24.454928,39.785874,3.391957,0.53905,0.003418,84.557011,1.92715
1000,dmeg,292.65,3.456667,1.02,19.82,24.454928,39.785874,3.388889,0.538657,0.003417,84.662488,1.927691
1001,dmeg,292.75,3.4525,1.02,19.82,24.454928,39.785874,3.384804,0.538133,0.003416,84.793628,1.928363
1002,dmeg,292.85,3.45,1.02,19.82,24.454928,39.785874,3.382353,0.537819,0.003415,84.884058,1.928826
1003,dmeg,292.95,3.453333,1.02,19.82,24.454928,39.785874,3.385621,0.538238,0.003414,84.831081,1.928555
1004,dmeg,293.05,3.432,1.02,19.82,24.454928,39.785874,3.364706,0.535547,0.003412,85.387529,1.931394
1005,dmeg,293.15,3.431333,1.02,19.82,24.454928,39.785874,3.364052,0.535462,0.003411,85.433262,1.931627
1006,dmeg,293.25,3.425,1.02,19.82,24.454928,39.785874,3.357843,0.53466,0.00341,85.620438,1.932577
1007,dmeg,293.35,3.42,1.02,19.82,24.454928,39.785874,3.352941,0.534026,0.003409,85.774854,1.93336
1008,dmeg,293.45,3.42,1.02,19.82,24.454928,39.785874,3.352941,0.534026,0.003408,85.804094,1.933508
1009,dmeg,293.55,3.42,1.02,19.82,24.454928,39.785874,3.352941,0.534026,0.003407,85.833333,1.933656
1010,dmeg,293.65,3.371538,1.02,19.82,24.454928,39.785874,3.30543,0.527825,0.003405,87.096737,1.940002
1011,dmeg,293.75,3.368333,1.02,19.82,24.454928,39.785874,3.302288,0.527412,0.003404,87.209302,1.940563
1012,dmeg,293.85,3.374,1.02,19.82,24.454928,39.785874,3.307843,0.528143,0.003403,87.092472,1.939981
1013,dmeg,293.95,3.35,1.02,19.82,24.454928,39.785874,3.284314,0.525043,0.003402,87.746269,1.943229
1014,dmeg,294.05,3.35,1.02,19.82,24.454928,39.785874,3.284314,0.525043,0.003401,87.776119,1.943376
1015,dmeg,294.15,3.34,1.02,19.82,24.454928,39.785874,3.27451,0.523746,0.0034,88.068862,1.944822
1016,dmeg,294.25,3.34,1.02,19.82,24.454928,39.785874,3.27451,0.523746,0.003398,88.098802,1.94497
1017,dmeg,294.35,3.316,1.02,19.82,24.454928,39.785874,3.25098,0.520612,0.003397,88.766586,1.94825
1018,dmeg,294.45,3.312632,1.02,19.82,24.454928,39.785874,3.247678,0.520171,0.003396,88.887035,1.948838
1019,dmeg,294.55,3.316667,1.02,19.82,24.454928,39.785874,3.251634,0.520699,0.003395,88.809045,1.948457
1020,dmeg,294.65,3.315,1.02,19.82,24.454928,39.785874,3.25,0.520481,0.003394,88.883861,1.948823
1021,dmeg,294.75,3.3,1.02,19.82,24.454928,39.785874,3.235294,0.518514,0.003393,89.318182,1.95094
1022,dmeg,294.85,3.3,1.02,19.82,24.454928,39.785874,3.235294,0.518514,0.003392,89.348485,1.951087
1023,dmeg,294.95,3.3,1.02,19.82,24.454928,39.785874,3.235294,0.518514,0.00339,89.378788,1.951234
1024,dmeg,295.05,3.28,1.02,19.82,24.454928,39.785874,3.215686,0.515874,0.003389,89.954268,1.954022
1025,dmeg,295.15,3.28,1.02,19.82,24.454928,39.785874,3.215686,0.515874,0.003388,89.984756,1.954169
1026,dmeg,295.25,3.28,1.02,19.82,24.454928,39.785874,3.215686,0.515874,0.003387,90.015244,1.954316
1027,dmeg,295.35,3.252857,1.02,19.82,24.454928,39.785874,3.189076,0.512263,0.003386,90.797101,1.958072
1028,dmeg,295.45,3.2525,1.02,19.82,24.454928,39.785874,3.188725,0.512215,0.003385,90.837817,1.958267
1029,dmeg,295.55,3.25,1.02,19.82,24.454928,39.785874,3.186275,0.511882,0.003384,90.938462,1.958748
1030,dmeg,295.65,3.24,1.02,19.82,24.454928,39.785874,3.176471,0.510545,0.003382,91.25,1.960233
1031,dmeg,295.75,3.24,1.02,19.82,24.454928,39.785874,3.176471,0.510545,0.003381,91.280864,1.96038
1032,dmeg,295.85,3.216,1.02,19.82,24.454928,39.785874,3.152941,0.507316,0.00338,91.993159,1.963756
1033,dmeg,295.95,3.21,1.02,19.82,24.454928,39.785874,3.147059,0.506505,0.003379,92.196262,1.964713
1034,dmeg,296.05,3.2,1.02,19.82,24.454928,39.785874,3.137255,0.505148,0.003378,92.515625,1.966215
1035,dmeg,296.15,3.19,1.02,19.82,24.454928,39.785874,3.127451,0.503791,0.003377,92.836991,1.967721
1036,dmeg,296.25,3.19,1.02,19.82,24.454928,39.785874,3.127451,0.503791,0.003376,92.868339,1.967868
1037,dmeg,296.35,3.19,1.02,19.82,24.454928,39.785874,3.127451,0.503791,0.003374,92.899687,1.968014
1038,dmeg,296.45,3.166154,1.02,19.82,24.454928,39.785874,3.104072,0.50053,0.003373,93.630952,1.971419
1039,dmeg,296.55,3.155714,1.02,19.82,24.454928,39.785874,3.093838,0.499097,0.003372,93.972386,1.973
1040,dmeg,296.65,3.156,1.02,19.82,24.454928,39.785874,3.094118,0.499136,0.003371,93.995564,1.973107
1041,dmeg,296.75,3.15,1.02,19.82,24.454928,39.785874,3.088235,0.498311,0.00337,94.206349,1.97408
1042,dmeg,296.85,3.15,1.02,19.82,24.454928,39.785874,3.088235,0.498311,0.003369,94.238095,1.974226
1043,dmeg,296.95,3.15,1.02,19.82,24.454928,39.785874,3.088235,0.498311,0.003368,94.269841,1.974373
1044,dmeg,297.05,3.143333,1.02,19.82,24.454928,39.785874,3.081699,0.497388,0.003366,94.501591,1.975439
1045,dmeg,297.15,3.101053,1.02,19.82,24.454928,39.785874,3.040248,0.491509,0.003365,95.822301,1.981467
1046,dmeg,297.25,3.113333,1.02,19.82,24.454928,39.785874,3.052288,0.493222,0.003364,95.476445,1.979896
1047,dmeg,297.35,3.117143,1.02,19.82,24.454928,39.785874,3.056022,0.493754,0.003363,95.391842,1.979511
1048,dmeg,297.45,3.11,1.02,19.82,24.454928,39.785874,3.04902,0.492758,0.003362,95.643087,1.980654
1049,dmeg,297.55,3.09,1.02,19.82,24.454928,39.785874,3.029412,0.489958,0.003361,96.294498,1.983601
1050,dmeg,297.65,3.09,1.02,19.82,24.454928,39.785874,3.029412,0.489958,0.00336,96.326861,1.983747
1051,dmeg,297.75,3.06619,1.02,19.82,24.454928,39.785874,3.006069,0.486598,0.003359,97.10747,1.987253
1052,dmeg,297.85,3.073571,1.02,19.82,24.454928,39.785874,3.013305,0.487641,0.003357,96.906809,1.986354
1053,dmeg,297.95,3.078889,1.02,19.82,24.454928,39.785874,3.018519,0.488392,0.003356,96.771923,1.985749
1054,dmeg,298.05,3.06,1.02,19.82,24.454928,39.785874,3.0,0.485721,0.003355,97.401961,1.988568
1055,dmeg,298.15,3.039412,1.02,19.82,24.454928,39.785874,2.979815,0.482789,0.003354,98.094639,1.991645
1056,dmeg,298.25,3.045789,1.02,19.82,24.454928,39.785874,2.986068,0.483698,0.003353,97.922067,1.990881
1057,dmeg,298.35,3.04,1.02,19.82,24.454928,39.785874,2.980392,0.48287,0.003352,98.141447,1.991852
1058,dmeg,298.45,3.008857,1.02,19.82,24.454928,39.785874,2.94986,0.478401,0.003351,99.190485,1.99647
1059,dmeg,298.55,3.009167,1.02,19.82,24.454928,39.785874,2.950163,0.478446,0.00335,99.213514,1.996571
1060,dmeg,298.65,3.006,1.02,19.82,24.454928,39.785874,2.947059,0.477988,0.003348,99.351297,1.997174
1061,dmeg,298.75,3.0,1.02,19.82,24.454928,39.785874,2.941176,0.477121,0.003347,99.583333,1.998187
1062,dmeg,298.85,3.0,1.02,19.82,24.454928,39.785874,2.941176,0.477121,0.003346,99.616667,1.998332
1063,dmeg,298.95,3.0,1.02,19.82,24.454928,39.785874,2.941176,0.477121,0.003345,99.65,1.998477
1064,dmeg,299.05,2.974545,1.02,19.82,24.454928,39.785874,2.916221,0.473419,0.003344,100.536369,2.002323
1065,dmeg,299.15,2.97,1.02,19.82,24.454928,39.785874,2.911765,0.472756,0.003343,100.723906,2.003133
1066,dmeg,299.25,2.97,1.02,19.82,24.454928,39.785874,2.911765,0.472756,0.003342,100.757576,2.003278
1067,dmeg,299.45,2.941875,1.02,19.82,24.454928,39.785874,2.884191,0.468624,0.003339,101.788825,2.0077
1068,dmeg,299.55,2.942727,1.02,19.82,24.454928,39.785874,2.885027,0.468748,0.003338,101.793327,2.007719
1069,dmeg,299.65,2.941,1.02,19.82,24.454928,39.785874,2.883333,0.46849,0.003337,101.887113,2.008119
1070,dmeg,299.75,2.92,1.02,19.82,24.454928,39.785874,2.862745,0.465383,0.003336,102.65411,2.011376
1071,dmeg,299.85,2.915,1.02,19.82,24.454928,39.785874,2.857843,0.464638,0.003335,102.864494,2.012265
1072,dmeg,299.95,2.915,1.02,19.82,24.454928,39.785874,2.857843,0.464638,0.003334,102.898799,2.01241
1073,dmeg,300.05,2.91,1.02,19.82,24.454928,39.785874,2.852941,0.463893,0.003333,103.109966,2.013301
1074,dmeg,300.15,2.91,1.02,19.82,24.454928,39.785874,2.852941,0.463893,0.003332,103.14433,2.013445
1075,dmeg,300.25,2.898889,1.02,19.82,24.454928,39.785874,2.842048,0.462229,0.003331,103.574166,2.015251
1076,dmeg,300.35,2.898,1.02,19.82,24.454928,39.785874,2.841176,0.462096,0.003329,103.640442,2.015529
1077,dmeg,300.45,2.897273,1.02,19.82,24.454928,39.785874,2.840463,0.461987,0.003328,103.700973,2.015783
1078,dmeg,300.55,2.89,1.02,19.82,24.454928,39.785874,2.833333,0.460898,0.003327,103.99654,2.017019
1079,dmeg,300.65,2.89,1.02,19.82,24.454928,39.785874,2.833333,0.460898,0.003326,104.031142,2.017163
1080,dmeg,300.75,2.885,1.02,19.82,24.454928,39.785874,2.828431,0.460145,0.003325,104.246101,2.01806
1081,dmeg,300.85,2.860217,1.02,19.82,24.454928,39.785874,2.804135,0.456398,0.003324,105.184313,2.021951
1082,dmeg,300.95,2.855926,1.02,19.82,24.454928,39.785874,2.799927,0.455745,0.003323,105.377383,2.022747
1083,dmeg,301.05,2.866667,1.02,19.82,24.454928,39.785874,2.810458,0.457375,0.003322,105.017442,2.021261
1084,dmeg,301.15,2.857143,1.02,19.82,24.454928,39.785874,2.80112,0.455925,0.003321,105.4025,2.022851
1085,dmeg,301.45,2.8,1.02,19.82,24.454928,39.785874,2.745098,0.447158,0.003317,107.660714,2.032057
1086,dmeg,301.55,2.8,1.02,19.82,24.454928,39.785874,2.745098,0.447158,0.003316,107.696429,2.032201
1087,dmeg,301.65,2.798667,1.02,19.82,24.454928,39.785874,2.743791,0.446951,0.003315,107.783468,2.032552
1088,dmeg,301.75,2.798,1.02,19.82,24.454928,39.785874,2.743137,0.446847,0.003314,107.844889,2.0328
1089,dmeg,301.85,2.798462,1.02,19.82,24.454928,39.785874,2.74359,0.446919,0.003313,107.862837,2.032872
1090,dmeg,301.95,2.79,1.02,19.82,24.454928,39.785874,2.735294,0.445604,0.003312,108.225806,2.034331
1091,dmeg,302.05,2.79,1.02,19.82,24.454928,39.785874,2.735294,0.445604,0.003311,108.261649,2.034475
1092,dmeg,302.15,2.768,1.02,19.82,24.454928,39.785874,2.713725,0.442162,0.00331,109.158237,2.038057
1093,dmeg,302.25,2.77,1.02,19.82,24.454928,39.785874,2.715686,0.442478,0.003309,109.115523,2.037887
1094,dmeg,302.35,2.77,1.02,19.82,24.454928,39.785874,2.715686,0.442478,0.003307,109.151625,2.03803
1095,dmeg,302.45,2.768333,1.02,19.82,24.454928,39.785874,2.714052,0.442218,0.003306,109.253462,2.038435
1096,dmeg,302.55,2.74,1.02,19.82,24.454928,39.785874,2.686275,0.437751,0.003305,110.419708,2.043047
1097,dmeg,302.65,2.7325,1.02,19.82,24.454928,39.785874,2.678922,0.436559,0.003304,110.759378,2.044381
1098,dmeg,302.75,2.732,1.02,19.82,24.454928,39.785874,2.678431,0.43648,0.003303,110.816252,2.044603
1099,dmeg,302.85,2.731,1.02,19.82,24.454928,39.785874,2.677451,0.436321,0.003302,110.893446,2.044906
1100,dmeg,302.95,2.71,1.02,19.82,24.454928,39.785874,2.656863,0.432969,0.003301,111.789668,2.048402
1101,dmeg,303.05,2.71,1.02,19.82,24.454928,39.785874,2.656863,0.432969,0.0033,111.826568,2.048545
1102,dmeg,303.15,2.71,1.02,19.82,24.454928,39.785874,2.656863,0.432969,0.003299,111.863469,2.048688
1103,dmeg,303.25,2.708889,1.02,19.82,24.454928,39.785874,2.655773,0.432791,0.003298,111.946267,2.04901
1104,dmeg,303.35,2.708333,1.02,19.82,24.454928,39.785874,2.655229,0.432702,0.003297,112.006154,2.049242
1105,dmeg,303.45,2.705,1.02,19.82,24.454928,39.785874,2.651961,0.432167,0.003295,112.181146,2.04992
1106,dmeg,303.55,2.7,1.02,19.82,24.454928,39.785874,2.647059,0.431364,0.003294,112.425926,2.050866
1107,dmeg,303.65,2.695,1.02,19.82,24.454928,39.785874,2.642157,0.430557,0.003293,112.671614,2.051815
1108,dmeg,303.75,2.68,1.02,19.82,24.454928,39.785874,2.627451,0.428135,0.003292,113.339552,2.054381
1109,dmeg,303.85,2.675833,1.02,19.82,24.454928,39.785874,2.623366,0.427458,0.003291,113.55341,2.0552
1110,dmeg,303.95,2.675,1.02,19.82,24.454928,39.785874,2.622549,0.427323,0.00329,113.626168,2.055478
1111,dmeg,304.05,2.676667,1.02,19.82,24.454928,39.785874,2.624183,0.427594,0.003289,113.592777,2.055351
1112,dmeg,304.15,2.67,1.02,19.82,24.454928,39.785874,2.617647,0.426511,0.003288,113.913858,2.056577
1113,dmeg,304.25,2.663333,1.02,19.82,24.454928,39.785874,2.611111,0.425423,0.003287,114.236546,2.057805
1114,dmeg,304.35,2.641333,1.02,19.82,24.454928,39.785874,2.589542,0.421823,0.003286,115.225896,2.06155
1115,dmeg,304.45,2.641538,1.02,19.82,24.454928,39.785874,2.589744,0.421857,0.003285,115.254805,2.061659
1116,dmeg,304.55,2.637333,1.02,19.82,24.454928,39.785874,2.585621,0.421162,0.003284,115.476491,2.062494
1117,dmeg,304.65,2.62,1.02,19.82,24.454928,39.785874,2.568627,0.418301,0.003282,116.278626,2.0655
1118,dmeg,304.75,2.615,1.02,19.82,24.454928,39.785874,2.563725,0.417471,0.003281,116.539197,2.066472
1119,dmeg,304.85,2.62,1.02,19.82,24.454928,39.785874,2.568627,0.418301,0.00328,116.354962,2.065785
1120,dmeg,304.95,2.62,1.02,19.82,24.454928,39.785874,2.568627,0.418301,0.003279,116.39313,2.065927
1121,dmeg,305.05,2.611579,1.02,19.82,24.454928,39.785874,2.560372,0.416903,0.003278,116.806731,2.067468
1122,dmeg,305.15,2.607391,1.02,19.82,24.454928,39.785874,2.556266,0.416204,0.003277,117.032683,2.068307
1123,dmeg,305.25,2.61,1.02,19.82,24.454928,39.785874,2.558824,0.416641,0.003276,116.954023,2.068015
1124,dmeg,305.35,2.591429,1.02,19.82,24.454928,39.785874,2.540616,0.413538,0.003275,117.830761,2.071259
1125,dmeg,305.45,2.59,1.02,19.82,24.454928,39.785874,2.539216,0.4133,0.003274,117.934363,2.07164
1126,dmeg,305.55,2.59,1.02,19.82,24.454928,39.785874,2.539216,0.4133,0.003273,117.972973,2.071783
1127,dmeg,305.65,2.59,1.02,19.82,24.454928,39.785874,2.539216,0.4133,0.003272,118.011583,2.071925
1128,dmeg,305.75,2.562609,1.02,19.82,24.454928,39.785874,2.512361,0.408681,0.003271,119.312012,2.076684
1129,dmeg,305.85,2.568,1.02,19.82,24.454928,39.785874,2.517647,0.409592,0.00327,119.100467,2.075913
1130,dmeg,305.95,2.573333,1.02,19.82,24.454928,39.785874,2.522876,0.410493,0.003269,118.892487,2.075154
1131,dmeg,306.05,2.56,1.02,19.82,24.454928,39.785874,2.509804,0.40824,0.003267,119.550781,2.077552
1132,dmeg,306.15,2.555,1.02,19.82,24.454928,39.785874,2.504902,0.40739,0.003266,119.823875,2.078543
1133,dmeg,306.25,2.55,1.02,19.82,24.454928,39.785874,2.5,0.40654,0.003265,120.098039,2.079536
1134,dmeg,306.45,2.55,1.02,19.82,24.454928,39.785874,2.5,0.40654,0.003263,120.176471,2.079819
1135,dmeg,306.65,2.53,1.02,19.82,24.454928,39.785874,2.480392,0.403121,0.003261,121.205534,2.083522
1136,dmeg,307.15,2.52,1.02,19.82,24.454928,39.785874,2.470588,0.401401,0.003256,121.884921,2.08595
1137,dmeg,307.25,2.52,1.02,19.82,24.454928,39.785874,2.470588,0.401401,0.003255,121.924603,2.086091
1138,dmeg,307.35,2.49,1.02,19.82,24.454928,39.785874,2.441176,0.396199,0.003254,123.433735,2.091434
1139,dmeg,307.45,2.496364,1.02,19.82,24.454928,39.785874,2.447415,0.397307,0.003253,123.159141,2.090467
1140,dmeg,307.55,2.493636,1.02,19.82,24.454928,39.785874,2.444742,0.396832,0.003252,123.333941,2.091083
1141,dmeg,307.65,2.49,1.02,19.82,24.454928,39.785874,2.441176,0.396199,0.00325,123.554217,2.091858
1142,dmeg,307.75,2.49,1.02,19.82,24.454928,39.785874,2.441176,0.396199,0.003249,123.594378,2.091999
1143,dmeg,307.85,2.48,1.02,19.82,24.454928,39.785874,2.431373,0.394448,0.003248,124.133065,2.093887
1144,dmeg,307.95,2.471667,1.02,19.82,24.454928,39.785874,2.423203,0.392989,0.003247,124.592043,2.09549
1145,dmeg,308.05,2.471667,1.02,19.82,24.454928,39.785874,2.423203,0.392989,0.003246,124.632502,2.095631
1146,dmeg,308.15,2.4775,1.02,19.82,24.454928,39.785874,2.428922,0.39401,0.003245,124.379415,2.094749
1147,dmeg,308.25,2.47,1.02,19.82,24.454928,39.785874,2.421569,0.392697,0.003244,124.797571,2.096206
1148,dmeg,308.35,2.46,1.02,19.82,24.454928,39.785874,2.411765,0.390935,0.003243,125.345528,2.098109
1149,dmeg,308.45,2.46,1.02,19.82,24.454928,39.785874,2.411765,0.390935,0.003242,125.386179,2.09825
1150,dmeg,308.55,2.46,1.02,19.82,24.454928,39.785874,2.411765,0.390935,0.003241,125.426829,2.09839
1151,dmeg,308.65,2.44,1.02,19.82,24.454928,39.785874,2.392157,0.38739,0.00324,126.495902,2.102076
1152,dmeg,308.75,2.427692,1.02,19.82,24.454928,39.785874,2.38009,0.385191,0.003239,127.17839,2.104413
1153,dmeg,308.85,2.425385,1.02,19.82,24.454928,39.785874,2.377828,0.384778,0.003238,127.340628,2.104967
1154,dmeg,308.95,2.427778,1.02,19.82,24.454928,39.785874,2.380174,0.385207,0.003237,127.256293,2.104679
1155,dmeg,309.05,2.41,1.02,19.82,24.454928,39.785874,2.362745,0.382017,0.003236,128.236515,2.108012
1156,dmeg,309.15,2.41,1.02,19.82,24.454928,39.785874,2.362745,0.382017,0.003235,128.278008,2.108152
1157,dmeg,309.25,2.41,1.02,19.82,24.454928,39.785874,2.362745,0.382017,0.003234,128.319502,2.108293
1158,dmeg,309.35,2.4025,1.02,19.82,24.454928,39.785874,2.355392,0.380663,0.003233,128.761707,2.109787
1159,dmeg,309.45,2.4,1.02,19.82,24.454928,39.785874,2.352941,0.380211,0.003232,128.9375,2.110379
1160,dmeg,309.55,2.4,1.02,19.82,24.454928,39.785874,2.352941,0.380211,0.00323,128.979167,2.11052
1161,dmeg,309.65,2.393333,1.02,19.82,24.454928,39.785874,2.346405,0.379,0.003229,129.380223,2.111868
1162,dmeg,309.75,2.382222,1.02,19.82,24.454928,39.785874,2.335512,0.376981,0.003228,130.025653,2.114029
1163,dmeg,309.85,2.388,1.02,19.82,24.454928,39.785874,2.341176,0.378031,0.003227,129.752931,2.113117
1164,dmeg,309.95,2.38,1.02,19.82,24.454928,39.785874,2.333333,0.376577,0.003226,130.231092,2.114715
1165,dmeg,310.05,2.38,1.02,19.82,24.454928,39.785874,2.333333,0.376577,0.003225,130.273109,2.114855
1166,dmeg,310.15,2.38,1.02,19.82,24.454928,39.785874,2.333333,0.376577,0.003224,130.315126,2.114995
1167,dmeg,310.25,2.36875,1.02,19.82,24.454928,39.785874,2.322304,0.374514,0.003223,130.976253,2.117193
1168,dmeg,310.35,2.35,1.02,19.82,24.454928,39.785874,2.303922,0.371068,0.003222,132.06383,2.120784
1169,dmeg,310.45,2.35,1.02,19.82,24.454928,39.785874,2.303922,0.371068,0.003221,132.106383,2.120924
1170,dmeg,310.55,2.35,1.02,19.82,24.454928,39.785874,2.303922,0.371068,0.00322,132.148936,2.121064
1171,dmeg,310.65,2.36,1.02,19.82,24.454928,39.785874,2.313725,0.372912,0.003219,131.631356,2.119359
1172,dmeg,310.75,2.34,1.02,19.82,24.454928,39.785874,2.294118,0.369216,0.003218,132.799145,2.123195
1173,dmeg,310.85,2.34,1.02,19.82,24.454928,39.785874,2.294118,0.369216,0.003217,132.84188,2.123335
1174,dmeg,310.95,2.329524,1.02,19.82,24.454928,39.785874,2.283847,0.367263,0.003216,133.482216,2.125423
1175,dmeg,311.05,2.333846,1.02,19.82,24.454928,39.785874,2.288084,0.368069,0.003215,133.277851,2.124758
1176,dmeg,311.15,2.3325,1.02,19.82,24.454928,39.785874,2.286765,0.367815,0.003214,133.397642,2.125148
1177,dmeg,311.25,2.31,1.02,19.82,24.454928,39.785874,2.264706,0.363612,0.003213,134.74026,2.129497
1178,dmeg,311.35,2.315,1.02,19.82,24.454928,39.785874,2.269608,0.36455,0.003212,134.492441,2.128698
1179,dmeg,311.45,2.31,1.02,19.82,24.454928,39.785874,2.264706,0.363612,0.003211,134.82684,2.129776
1180,dmeg,311.55,2.31,1.02,19.82,24.454928,39.785874,2.264706,0.363612,0.00321,134.87013,2.129916
1181,dmeg,311.65,2.31,1.02,19.82,24.454928,39.785874,2.264706,0.363612,0.003209,134.91342,2.130055
1182,dmeg,311.75,2.296154,1.02,19.82,24.454928,39.785874,2.251131,0.360997,0.003208,135.770519,2.132805
1183,dmeg,311.85,2.301111,1.02,19.82,24.454928,39.785874,2.255991,0.361931,0.003207,135.521487,2.132008
1184,dmeg,311.95,2.305385,1.02,19.82,24.454928,39.785874,2.260181,0.362739,0.003206,135.313647,2.131342
1185,dmeg,312.05,2.28,1.02,19.82,24.454928,39.785874,2.235294,0.357935,0.003205,136.864035,2.136289
1186,dmeg,312.15,2.28,1.02,19.82,24.454928,39.785874,2.235294,0.357935,0.003204,136.907895,2.136428
1187,dmeg,312.25,2.28,1.02,19.82,24.454928,39.785874,2.235294,0.357935,0.003203,136.951754,2.136568
1188,dmeg,312.35,2.271111,1.02,19.82,24.454928,39.785874,2.22658,0.356234,0.003202,137.5318,2.138403
1189,dmeg,312.45,2.27375,1.02,19.82,24.454928,39.785874,2.229167,0.356739,0.003201,137.416163,2.138038
1190,dmeg,312.55,2.272308,1.02,19.82,24.454928,39.785874,2.227753,0.356463,0.003199,137.547393,2.138452
1191,dmeg,312.65,2.255,1.02,19.82,24.454928,39.785874,2.210784,0.353145,0.003198,138.64745,2.141912
1192,dmeg,312.75,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003197,139.0,2.143015
1193,dmeg,312.85,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003196,139.044444,2.143154
1194,dmeg,312.95,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003195,139.088889,2.143292
1195,dmeg,313.05,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003194,139.133333,2.143431
1196,dmeg,313.15,2.23,1.02,19.82,24.454928,39.785874,2.186275,0.348305,0.003193,140.426009,2.147448
1197,dmeg,313.25,2.23,1.02,19.82,24.454928,39.785874,2.186275,0.348305,0.003192,140.470852,2.147586
1198,dmeg,287.95,4.72,1.07,4.85,6.27752,11.99094,4.411215,0.673942,0.003473,61.006356,1.785375
1199,dmeg,288.05,4.72,1.07,4.85,6.27752,11.99094,4.411215,0.673942,0.003472,61.027542,1.785526
1200,dmeg,288.15,4.719583,1.07,4.85,6.27752,11.99094,4.410826,0.673904,0.00347,61.054118,1.785715
1201,dmeg,288.25,4.71,1.07,4.85,6.27752,11.99094,4.401869,0.673021,0.003469,61.199575,1.786748
1202,dmeg,288.35,4.71,1.07,4.85,6.27752,11.99094,4.401869,0.673021,0.003468,61.220807,1.786899
1203,dmeg,288.45,4.7075,1.07,4.85,6.27752,11.99094,4.399533,0.67279,0.003467,61.274562,1.78728
1204,dmeg,288.55,4.69,1.07,4.85,6.27752,11.99094,4.383178,0.671173,0.003466,61.52452,1.789048
1205,dmeg,288.65,4.68,1.07,4.85,6.27752,11.99094,4.373832,0.670246,0.003464,61.67735,1.790126
1206,dmeg,288.75,4.66,1.07,4.85,6.27752,11.99094,4.35514,0.668386,0.003463,61.963519,1.792136
1207,dmeg,288.85,4.658909,1.07,4.85,6.27752,11.99094,4.354121,0.668284,0.003462,61.999493,1.792388
1208,dmeg,288.95,4.643333,1.07,4.85,6.27752,11.99094,4.339564,0.666829,0.003461,62.229002,1.793993
1209,dmeg,289.05,4.63,1.07,4.85,6.27752,11.99094,4.327103,0.665581,0.00346,62.429806,1.795392
1210,dmeg,289.45,4.59,1.07,4.85,6.27752,11.99094,4.28972,0.661813,0.003455,63.061002,1.799761
1211,dmeg,289.65,4.57,1.07,4.85,6.27752,11.99094,4.271028,0.659916,0.003452,63.380744,1.801957
1212,dmeg,289.75,4.56,1.07,4.85,6.27752,11.99094,4.261682,0.658965,0.003451,63.541667,1.803059
1213,dmeg,289.85,4.54,1.07,4.85,6.27752,11.99094,4.242991,0.657056,0.00345,63.843612,1.805117
1214,dmeg,289.95,4.526667,1.07,4.85,6.27752,11.99094,4.23053,0.655778,0.003449,64.053756,1.806545
1215,dmeg,290.05,4.507537,1.07,4.85,6.27752,11.99094,4.212652,0.653939,0.003448,64.347776,1.808534
1216,dmeg,290.15,4.501429,1.07,4.85,6.27752,11.99094,4.206943,0.65335,0.003446,64.457315,1.809272
1217,dmeg,290.25,4.5,1.07,4.85,6.27752,11.99094,4.205607,0.653213,0.003445,64.5,1.80956
1218,dmeg,290.35,4.475,1.07,4.85,6.27752,11.99094,4.182243,0.650793,0.003444,64.882682,1.812129
1219,dmeg,290.45,4.469259,1.07,4.85,6.27752,11.99094,4.176878,0.65023,0.003443,64.988398,1.812836
