,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D,D_comp,D_but,ln_D_comp
0,butanol,286.15,3.72,0.82668,100.0,100.0,100.0,4.499927,1.313724,0.003495,76.922043,4.342792,3.6806892283252696e-06,-12.512410533014295,-12.512410533014295
1,butanol,286.35,3.7,0.82668,100.0,100.0,100.0,4.475734,1.308333,0.003492,77.391892,4.348882,3.7031713108085453e-06,-12.506320994394663,-12.506320994394663
2,butanol,286.45,3.7,0.82668,100.0,100.0,100.0,4.475734,1.308333,0.003491,77.418919,4.349231,3.7044645433249787e-06,-12.505971832379942,-12.505971832379942
3,butanol,286.55,3.7,0.82668,100.0,100.0,100.0,4.475734,1.308333,0.00349,77.445946,4.34958,3.705757775841413e-06,-12.505622792236784,-12.505622792236784
4,butanol,286.65,3.6975,0.82668,100.0,100.0,100.0,4.47271,1.307656,0.003489,77.525355,4.350605,3.709557466105215e-06,-12.504597969832776,-12.504597969832776
5,butanol,286.75,3.698947,0.82668,100.0,100.0,100.0,4.474461,1.308048,0.003487,77.522055,4.350562,3.709399916039575e-06,-12.504640442125728,-12.504640442125728
6,butanol,286.85,3.693571,0.82668,100.0,100.0,100.0,4.467958,1.306593,0.003486,77.661961,4.352366,3.7160944385651842e-06,-12.50283732329762,-12.50283732329762
7,butanol,286.95,3.69,0.82668,100.0,100.0,100.0,4.463638,1.305626,0.003485,77.764228,4.353682,3.7209874286873848e-06,-12.501521487082414,-12.501521487082414
8,butanol,287.05,3.69,0.82668,100.0,100.0,100.0,4.463638,1.305626,0.003484,77.791328,4.35403,3.7222841658989853e-06,-12.501173055023141,-12.501173055023141
9,butanol,287.15,3.67,0.82668,100.0,100.0,100.0,4.439445,1.300192,0.003483,78.242507,4.359813,3.7438728971329864e-06,-12.495389948340524,-12.495389948340524
10,butanol,287.25,3.67,0.82668,100.0,100.0,100.0,4.439445,1.300192,0.003481,78.269755,4.360161,3.7451767010323887e-06,-12.495041758921964,-12.495041758921964
11,butanol,287.35,3.67,0.82668,100.0,100.0,100.0,4.439445,1.300192,0.00348,78.297003,4.360509,3.7464805049317913e-06,-12.494693690697078,-12.494693690697078
12,butanol,287.45,3.664,0.82668,100.0,100.0,100.0,4.432187,1.298555,0.003479,78.452511,4.362493,3.7539215102102828e-06,-12.492709528326934,-12.492709528326934
13,butanol,287.55,3.660435,0.82668,100.0,100.0,100.0,4.427874,1.297582,0.003478,78.556242,4.363815,3.7588847701765726e-06,-12.491388248234484,-12.491388248234484
14,butanol,287.65,3.66,0.82668,100.0,100.0,100.0,4.427348,1.297463,0.003476,78.592896,4.364281,3.7606388890798053e-06,-12.490921697688323,-12.490921697688323
15,butanol,287.75,3.644324,0.82668,100.0,100.0,100.0,4.408386,1.293168,0.003475,78.958395,4.368921,3.7781282054896583e-06,-12.486281854709626,-12.486281854709626
16,butanol,287.85,3.6325,0.82668,100.0,100.0,100.0,4.394082,1.28992,0.003474,79.242946,4.372518,3.7917434974958575e-06,-12.482684618924832,-12.482684618924832
17,butanol,287.95,3.631071,0.82668,100.0,100.0,100.0,4.392354,1.289526,0.003473,79.301662,4.373259,3.794553511887954e-06,-12.48194380571461,-12.48194380571461
18,butanol,288.05,3.606827,0.82668,100.0,100.0,100.0,4.363027,1.282828,0.003472,79.86244,4.380306,3.821385992528977e-06,-12.474897375881596,-12.474897375881596
19,butanol,288.15,3.6,0.82668,100.0,100.0,100.0,4.354768,1.280934,0.00347,80.041667,4.382547,3.829961982107254e-06,-12.47265568116374,-12.47265568116374
20,butanol,288.25,3.6,0.82668,100.0,100.0,100.0,4.354768,1.280934,0.003469,80.069444,4.382894,3.831291137749145e-06,-12.472308699897246,-12.472308699897246
21,butanol,288.35,3.578,0.82668,100.0,100.0,100.0,4.328156,1.274799,0.003468,80.589715,4.389371,3.8561858737305e-06,-12.465831978609456,-12.465831978609456
22,butanol,288.45,3.571333,0.82668,100.0,100.0,100.0,4.320092,1.272939,0.003467,80.768154,4.391583,3.864724464651863e-06,-12.463620168336284,-12.463620168336284
23,butanol,288.55,3.575,0.82668,100.0,100.0,100.0,4.324527,1.273964,0.003466,80.713287,4.390903,3.862098734777437e-06,-12.464299808573346,-12.464299808573346
24,butanol,288.65,3.551935,0.82668,100.0,100.0,100.0,4.296627,1.267491,0.003464,81.265553,4.397722,3.888524969387149e-06,-12.457480657490343,-12.457480657490343
25,butanol,288.75,3.55,0.82668,100.0,100.0,100.0,4.294286,1.266948,0.003463,81.338028,4.398614,3.891992365479141e-06,-12.456589355235671,-12.456589355235671
26,butanol,288.85,3.541525,0.82668,100.0,100.0,100.0,4.284034,1.264556,0.003462,81.5609,4.40135,3.9026571484774936e-06,-12.453852916699425,-12.453852916699425
27,butanol,288.95,3.529111,0.82668,100.0,100.0,100.0,4.269017,1.261042,0.003461,81.876141,4.405208,3.917740988615139e-06,-12.449995348688635,-12.449995348688635
28,butanol,289.05,3.517222,0.82668,100.0,100.0,100.0,4.254636,1.25767,0.00346,82.18133,4.408928,3.9323442701038965e-06,-12.446274803534562,-12.446274803534562
29,butanol,289.15,3.51,0.82668,100.0,100.0,100.0,4.245899,1.255616,0.003458,82.378917,4.41133,3.941798501052471e-06,-12.443873466457898,-12.443873466457898
30,butanol,289.25,3.51,0.82668,100.0,100.0,100.0,4.245899,1.255616,0.003457,82.407407,4.411675,3.943161737608256e-06,-12.44352768498834,-12.44352768498834
31,butanol,289.35,3.51,0.82668,100.0,100.0,100.0,4.245899,1.255616,0.003456,82.435897,4.412021,3.944524974164041e-06,-12.443182023042278,-12.443182023042278
32,butanol,289.55,3.49,0.82668,100.0,100.0,100.0,4.221706,1.249902,0.003454,82.965616,4.418426,3.9698717994089955e-06,-12.436776756126887,-12.436776756126887
33,butanol,289.65,3.477333,0.82668,100.0,100.0,100.0,4.206384,1.246262,0.003452,83.296587,4.422408,3.985709030526613e-06,-12.432795336699005,-12.432795336699005
34,butanol,289.75,3.47625,0.82668,100.0,100.0,100.0,4.205073,1.24595,0.003451,83.351312,4.423064,3.988327220585115e-06,-12.432138657930526,-12.432138657930526
35,butanol,289.85,3.476667,0.82668,100.0,100.0,100.0,4.205577,1.246068,0.00345,83.370086,4.42329,3.9892251575632095e-06,-12.431913542020453,-12.431913542020453
36,butanol,289.95,3.47,0.82668,100.0,100.0,100.0,4.197513,1.244146,0.003449,83.559078,4.425554,3.998268709273953e-06,-12.429649113220668,-12.429649113220668
37,butanol,290.05,3.45,0.82668,100.0,100.0,100.0,4.17332,1.238374,0.003448,84.072464,4.431679,4.022834023620702e-06,-12.423523922715546,-12.423523922715546
38,butanol,290.15,3.436667,0.82668,100.0,100.0,100.0,4.157191,1.234498,0.003446,84.42774,4.435896,4.039833461258314e-06,-12.419307089301698,-12.419307089301698
39,butanol,290.25,3.432353,0.82668,100.0,100.0,100.0,4.151973,1.233244,0.003445,84.562982,4.437497,4.046305057234216e-06,-12.41770642482066,-12.41770642482066
40,butanol,290.35,3.436667,0.82668,100.0,100.0,100.0,4.157191,1.234498,0.003444,84.485936,4.436585,4.042618112963473e-06,-12.418618028120257,-12.418618028120257
41,butanol,290.45,3.43,0.82668,100.0,100.0,100.0,4.149127,1.23256,0.003443,84.6793,4.438871,4.051870910418263e-06,-12.416331830323658,-12.416331830323658
42,butanol,290.55,3.425,0.82668,100.0,100.0,100.0,4.143078,1.2311,0.003442,84.832117,4.440674,4.059183119137358e-06,-12.414528806777424,-12.414528806777424
43,butanol,290.65,3.403333,0.82668,100.0,100.0,100.0,4.116869,1.224752,0.003441,85.401567,4.447364,4.08643149035262e-06,-12.407838465002257,-12.407838465002257
44,butanol,290.75,3.395833,0.82668,100.0,100.0,100.0,4.107797,1.222548,0.003439,85.619632,4.449915,4.096865806907189e-06,-12.405288313924935,-12.405288313924935
45,butanol,290.85,3.398,0.82668,100.0,100.0,100.0,4.110418,1.223186,0.003438,85.594467,4.449621,4.095661290164175e-06,-12.40558236647732,-12.40558236647732
46,butanol,290.95,3.397778,0.82668,100.0,100.0,100.0,4.110149,1.223121,0.003437,85.629496,4.45003,4.09733714924538e-06,-12.40517327104859,-12.40517327104859
47,butanol,291.05,3.36619,0.82668,100.0,100.0,100.0,4.071939,1.213778,0.003436,86.462725,4.459713,4.1372076396755615e-06,-12.395489480863311,-12.395489480863311
48,butanol,291.15,3.367273,0.82668,100.0,100.0,100.0,4.073248,1.214102,0.003435,86.464633,4.459735,4.1372980286749195e-06,-12.395467633274347,-12.395467633274347
49,butanol,291.25,3.366667,0.82668,100.0,100.0,100.0,4.072515,1.213922,0.003433,86.509901,4.460259,4.13946401744547e-06,-12.39494424289344,-12.39494424289344
50,butanol,291.35,3.338864,0.82668,100.0,100.0,100.0,4.038883,1.205628,0.003432,87.260227,4.468895,4.1753667910798085e-06,-12.386308349369553,-12.386308349369553
51,butanol,291.45,3.336667,0.82668,100.0,100.0,100.0,4.036225,1.204971,0.003431,87.347652,4.469896,4.179550079718084e-06,-12.385306953651906,-12.385306953651906
52,butanol,291.55,3.31,0.82668,100.0,100.0,100.0,4.003968,1.196948,0.00343,88.081571,4.478263,4.2146682133394276e-06,-12.376939685305157,-12.376939685305157
53,butanol,291.65,3.31,0.82668,100.0,100.0,100.0,4.003968,1.196948,0.003429,88.111782,4.478606,4.2161138206840815e-06,-12.376596749773675,-12.376596749773675
54,butanol,291.75,3.301333,0.82668,100.0,100.0,100.0,3.993484,1.194326,0.003428,88.373384,4.481571,4.228631800177418e-06,-12.373632068722506,-12.373632068722506
55,butanol,291.85,3.300714,0.82668,100.0,100.0,100.0,3.992735,1.194139,0.003426,88.420255,4.482101,4.230874491726917e-06,-12.373101850640113,-12.373101850640113
56,butanol,291.95,3.301818,0.82668,100.0,100.0,100.0,3.99407,1.194473,0.003425,88.42098,4.482109,4.2309090408365105e-06,-12.373093684723445,-12.373093684723445
57,butanol,292.05,3.286667,0.82668,100.0,100.0,100.0,3.975742,1.18987,0.003424,88.859026,4.487051,4.251868713108913e-06,-12.36815197446434,-12.36815197446434
58,butanol,292.15,3.267333,0.82668,100.0,100.0,100.0,3.952356,1.183963,0.003423,89.415425,4.493293,4.2784930547386316e-06,-12.36190970038315,-12.36190970038315
59,butanol,292.25,3.271875,0.82668,100.0,100.0,100.0,3.957849,1.185363,0.003422,89.321872,4.492246,4.274016124799738e-06,-12.362956628308938,-12.362956628308938
60,butanol,292.35,3.277778,0.82668,100.0,100.0,100.0,3.96499,1.187165,0.003421,89.191525,4.490786,4.267778802786506e-06,-12.364417052768834,-12.364417052768834
61,butanol,292.45,3.252,0.82668,100.0,100.0,100.0,3.933808,1.179268,0.003419,89.929274,4.499024,4.303080082703184e-06,-12.35617949338088,-12.35617949338088
62,butanol,292.55,3.253125,0.82668,100.0,100.0,100.0,3.935168,1.179613,0.003418,89.928915,4.49902,4.3030628670160416e-06,-12.356183494171303,-12.356183494171303
63,butanol,292.65,3.236604,0.82668,100.0,100.0,100.0,3.915183,1.174519,0.003417,90.418853,4.504453,4.326505914709481e-06,-12.350750289811801,-12.350750289811801
64,butanol,292.75,3.216567,0.82668,100.0,100.0,100.0,3.890946,1.168314,0.003416,91.013178,4.511004,4.354944669233743e-06,-12.344198652853322,-12.344198652853322
65,butanol,292.85,3.21,0.82668,100.0,100.0,100.0,3.883002,1.166271,0.003415,91.23053,4.51339,4.365344632459183e-06,-12.341813418190483,-12.341813418190483
66,butanol,292.95,3.21,0.82668,100.0,100.0,100.0,3.883002,1.166271,0.003414,91.261682,4.513731,4.366835274300555e-06,-12.341472004735477,-12.341472004735477
67,butanol,293.05,3.21,0.82668,100.0,100.0,100.0,3.883002,1.166271,0.003412,91.292835,4.514072,4.368325916141928e-06,-12.341130707803837,-12.341130707803837
68,butanol,293.15,3.18,0.82668,100.0,100.0,100.0,3.846712,1.156881,0.003411,92.185535,4.523803,4.411041242492576e-06,-12.331399786966212,-12.331399786966212
69,butanol,293.25,3.181,0.82668,100.0,100.0,100.0,3.847922,1.157195,0.00341,92.187991,4.52383,4.411158790140585e-06,-12.331373138817773,-12.331373138817773
70,butanol,293.35,3.182857,0.82668,100.0,100.0,100.0,3.850168,1.157778,0.003409,92.165619,4.523587,4.410088505939163e-06,-12.331615799332948,-12.331615799332948
71,butanol,293.55,3.16,0.82668,100.0,100.0,100.0,3.822519,1.150572,0.003407,92.89557,4.531476,4.445016136825827e-06,-12.323727058672976,-12.323727058672976
72,butanol,293.65,3.16,0.82668,100.0,100.0,100.0,3.822519,1.150572,0.003405,92.927215,4.531817,4.446530364772284e-06,-12.323386459214642,-12.323386459214642
73,butanol,293.75,3.145,0.82668,100.0,100.0,100.0,3.804374,1.145803,0.003404,93.402226,4.536915,4.469259431793712e-06,-12.318287838278385,-12.318287838278385
74,butanol,293.85,3.155,0.82668,100.0,100.0,100.0,3.816471,1.148987,0.003403,93.137876,4.534081,4.456610419430121e-06,-12.321122076518867,-12.321122076518867
75,butanol,293.95,3.146667,0.82668,100.0,100.0,100.0,3.80639,1.146341,0.003402,93.416314,4.537066,4.469933054121341e-06,-12.318137126157584,-12.318137126157584
76,butanol,294.05,3.138,0.82668,100.0,100.0,100.0,3.795907,1.143575,0.003401,93.706182,4.540164,4.4838036309508106e-06,-12.315038846989227,-12.315038846989227
77,butanol,294.15,3.12,0.82668,100.0,100.0,100.0,3.774133,1.137833,0.0034,94.278846,4.546257,4.511205369946938e-06,-12.308946174095276,-12.308946174095276
78,butanol,294.25,3.1,0.82668,100.0,100.0,100.0,3.74994,1.131399,0.003398,94.919355,4.553028,4.54185345630492e-06,-12.302175378935065,-12.302175378935065
79,butanol,294.35,3.102727,0.82668,100.0,100.0,100.0,3.753239,1.132278,0.003397,94.868151,4.552488,4.539403780885673e-06,-12.302714880331113,-12.302714880331113
80,butanol,294.45,3.102857,0.82668,100.0,100.0,100.0,3.753396,1.132316,0.003396,94.896409,4.552786,4.540755708421903e-06,-12.302417104163675,-12.302417104163675
81,butanol,294.55,3.0975,0.82668,100.0,100.0,100.0,3.746915,1.130594,0.003395,95.092817,4.554853,4.55015354171999e-06,-12.300349580137814,-12.300349580137814
82,butanol,294.65,3.071579,0.82668,100.0,100.0,100.0,3.71556,1.122189,0.003394,95.927862,4.563596,4.590110023472773e-06,-12.291606563923596,-12.291606563923596
83,butanol,294.75,3.070714,0.82668,100.0,100.0,100.0,3.714514,1.121906,0.003393,95.987439,4.564217,4.592961283955223e-06,-12.290985582014903,-12.290985582014903
84,butanol,294.85,3.055,0.82668,100.0,100.0,100.0,3.695505,1.116769,0.003392,96.513912,4.569687,4.6181523654370165e-06,-12.285515853761396,-12.285515853761396
85,butanol,294.95,3.051765,0.82668,100.0,100.0,100.0,3.691591,1.115715,0.00339,96.648998,4.571086,4.624615734409724e-06,-12.284117274903542,-12.284117274903542
86,butanol,295.05,3.033879,0.82668,100.0,100.0,100.0,3.669956,1.109839,0.003389,97.251726,4.577303,4.653456976046736e-06,-12.277900178867473,-12.277900178867473
87,butanol,295.15,3.03,0.82668,100.0,100.0,100.0,3.665263,1.108563,0.003388,97.409241,4.578921,4.660993517274753e-06,-12.27628193141893,-12.27628193141893
88,butanol,295.25,3.023333,0.82668,100.0,100.0,100.0,3.657199,1.106355,0.003387,97.657111,4.581462,4.672854534268408e-06,-12.273740423712225,-12.273740423712225
89,butanol,295.35,3.01,0.82668,100.0,100.0,100.0,3.64107,1.10194,0.003386,98.122924,4.586221,4.695142949489739e-06,-12.26898199859189,-12.26898199859189
90,butanol,295.45,3.006667,0.82668,100.0,100.0,100.0,3.637038,1.100831,0.003385,98.264967,4.587668,4.701939136683549e-06,-12.267535552063828,-12.267535552063828
91,butanol,295.55,3.000556,0.82668,100.0,100.0,100.0,3.629646,1.098797,0.003384,98.498426,4.590041,4.713109903159856e-06,-12.265162591143314,-12.265162591143314
92,butanol,295.65,3.002857,0.82668,100.0,100.0,100.0,3.63243,1.099563,0.003382,98.456232,4.589612,4.711091856487515e-06,-12.265590860137262,-12.265590860137262
93,butanol,295.75,3.0,0.82668,100.0,100.0,100.0,3.628974,1.098612,0.003381,98.583333,4.590902,4.717173373069112e-06,-12.264300799393963,-12.264300799393963
94,butanol,295.85,2.99,0.82668,100.0,100.0,100.0,3.616877,1.095268,0.00338,98.946488,4.594579,4.734550193818776e-06,-12.260623831864242,-12.260623831864242
95,butanol,295.95,2.966471,0.82668,100.0,100.0,100.0,3.588415,1.087368,0.003379,99.765021,4.602818,4.77371598772715e-06,-12.252385523286291,-12.252385523286291
96,butanol,296.05,2.965,0.82668,100.0,100.0,100.0,3.586636,1.086871,0.003378,99.848229,4.603651,4.777698145072429e-06,-12.251551687056255,-12.251551687056255
97,butanol,296.15,2.97,0.82668,100.0,100.0,100.0,3.592684,1.088557,0.003377,99.713805,4.602304,4.771265979949682e-06,-12.252898883675984,-12.252898883675984
98,butanol,296.25,2.946923,0.82668,100.0,100.0,100.0,3.564769,1.080752,0.003376,100.528583,4.610442,4.810252904728547e-06,-12.244760896283184,-12.244760896283184
99,butanol,296.35,2.941111,0.82668,100.0,100.0,100.0,3.557738,1.078787,0.003374,100.761239,4.612754,4.821385483605403e-06,-12.242449226474676,-12.242449226474676
100,butanol,296.45,2.92,0.82668,100.0,100.0,100.0,3.532201,1.071584,0.003373,101.523973,4.620295,4.857881794994169e-06,-12.234908059711165,-12.234908059711165
101,butanol,296.55,2.937143,0.82668,100.0,100.0,100.0,3.552938,1.077434,0.003372,100.965467,4.614779,4.8311572850534626e-06,-12.240424515469396,-12.240424515469396
102,butanol,296.65,2.92,0.82668,100.0,100.0,100.0,3.532201,1.071584,0.003371,101.592466,4.620969,4.861159165070063e-06,-12.234233637159889,-12.234233637159889
103,butanol,296.75,2.92,0.82668,100.0,100.0,100.0,3.532201,1.071584,0.00337,101.626712,4.621306,4.862797850108011e-06,-12.233896596374763,-12.233896596374763
104,butanol,296.95,2.893571,0.82668,100.0,100.0,100.0,3.500232,1.062487,0.003368,102.624043,4.631072,4.91052047554285e-06,-12.224130618610234,-12.224130618610234
105,butanol,297.05,2.892857,0.82668,100.0,100.0,100.0,3.499368,1.062242,0.003366,102.683951,4.631656,4.913386525240553e-06,-12.223547133897117,-12.223547133897117
106,butanol,297.15,2.895385,0.82668,100.0,100.0,100.0,3.502425,1.063112,0.003365,102.628852,4.631119,4.91074919693188e-06,-12.224084041864721,-12.224084041864721
107,butanol,297.25,2.885,0.82668,100.0,100.0,100.0,3.489863,1.059523,0.003364,103.032929,4.635049,4.930084756973802e-06,-12.220154377973522,-12.220154377973522
108,butanol,297.35,2.88,0.82668,100.0,100.0,100.0,3.483815,1.05779,0.003363,103.246528,4.63712,4.940305376451468e-06,-12.218083411579602,-12.218083411579602
109,butanol,297.45,2.862222,0.82668,100.0,100.0,100.0,3.46231,1.051596,0.003362,103.922748,4.643648,4.972662653173314e-06,-12.211555116210615,-12.211555116210615
110,butanol,297.55,2.8675,0.82668,100.0,100.0,100.0,3.468694,1.053435,0.003361,103.766347,4.642142,4.965178519547283e-06,-12.213061305514879,-12.213061305514879
111,butanol,297.65,2.869091,0.82668,100.0,100.0,100.0,3.470619,1.053989,0.00336,103.743663,4.641923,4.964092935746074e-06,-12.213279968849932,-12.213279968849932
112,butanol,297.75,2.86,0.82668,100.0,100.0,100.0,3.459622,1.050822,0.003359,104.108392,4.645433,4.981545218679527e-06,-12.209770430180702,-12.209770430180702
113,butanol,297.85,2.8465,0.82668,100.0,100.0,100.0,3.443291,1.046086,0.003357,104.637274,4.6505,5.006852023795628e-06,-12.204703178918653,-12.204703178918653
114,butanol,297.95,2.849091,0.82668,100.0,100.0,100.0,3.446425,1.046997,0.003356,104.577218,4.649926,5.003978197272413e-06,-12.205277322428971,-12.205277322428971
115,butanol,298.05,2.845333,0.82668,100.0,100.0,100.0,3.44188,1.045675,0.003355,104.750469,4.651581,5.012268935254981e-06,-12.20362186409886,-12.20362186409886
116,butanol,298.15,2.820625,0.82668,100.0,100.0,100.0,3.411991,1.036958,0.003354,105.703523,4.660638,5.057871630105621e-06,-12.194564789614365,-12.194564789614365
117,butanol,298.25,2.820476,0.82668,100.0,100.0,100.0,3.411811,1.036902,0.003353,105.744555,4.661026,5.0598353352332985e-06,-12.194176617638428,-12.194176617638428
118,butanol,298.35,2.8,0.82668,100.0,100.0,100.0,3.387042,1.029619,0.003352,106.553571,4.668648,5.098546102602958e-06,-12.186555136797418,-12.186555136797418
119,butanol,298.45,2.79,0.82668,100.0,100.0,100.0,3.374946,1.026042,0.003351,106.971326,4.672561,5.118535500931572e-06,-12.182642194802966,-12.182642194802966
120,butanol,298.55,2.792,0.82668,100.0,100.0,100.0,3.377365,1.026757,0.00335,106.930516,4.672179,5.1165827392227405e-06,-12.183023775491474,-12.183023775491474
121,butanol,298.65,2.778519,0.82668,100.0,100.0,100.0,3.361057,1.021912,0.003348,107.485337,4.677354,5.143129835794066e-06,-12.177848746342557,-12.177848746342557
122,butanol,298.75,2.77,0.82668,100.0,100.0,100.0,3.350752,1.018847,0.003347,107.851986,4.68076,5.160674703440975e-06,-12.174443230537877,-12.174443230537877
123,butanol,298.85,2.764808,0.82668,100.0,100.0,100.0,3.344471,1.016969,0.003346,108.0907,4.682971,5.172096539377168e-06,-12.172232431456019,-12.172232431456019
124,butanol,298.95,2.76,0.82668,100.0,100.0,100.0,3.338656,1.015231,0.003345,108.315217,4.685046,5.182840162736635e-06,-12.170157357986495,-12.170157357986495
125,butanol,299.05,2.76,0.82668,100.0,100.0,100.0,3.338656,1.015231,0.003344,108.351449,4.68538,5.184573844008667e-06,-12.169822909822843,-12.169822909822843
126,butanol,299.15,2.74,0.82668,100.0,100.0,100.0,3.314463,1.007958,0.003343,109.178832,4.692987,5.2241637845893145e-06,-12.162215814148288,-12.162215814148288
127,butanol,299.25,2.74,0.82668,100.0,100.0,100.0,3.314463,1.007958,0.003342,109.215328,4.693321,5.225910120469171e-06,-12.161881589546248,-12.161881589546248
128,butanol,299.35,2.74,0.82668,100.0,100.0,100.0,3.314463,1.007958,0.003341,109.251825,4.693656,5.227656456349027e-06,-12.161547476612968,-12.161547476612968
129,butanol,299.55,2.7375,0.82668,100.0,100.0,100.0,3.311439,1.007044,0.003338,109.424658,4.695236,5.235926433248565e-06,-12.159966760197035,-12.159966760197035
130,butanol,299.65,2.7375,0.82668,100.0,100.0,100.0,3.311439,1.007044,0.003337,109.461187,4.69557,5.237674363955708e-06,-12.159632981822776,-12.159632981822776
131,butanol,299.75,2.73625,0.82668,100.0,100.0,100.0,3.309926,1.006582,0.003336,109.547739,4.69636,5.241815817867357e-06,-12.158842589531663,-12.158842589531663
132,butanol,299.85,2.73,0.82668,100.0,100.0,100.0,3.302366,1.004302,0.003335,109.835165,4.698981,5.255569044670463e-06,-12.1562222731667,-12.1562222731667
133,butanol,299.95,2.706667,0.82668,100.0,100.0,100.0,3.274141,0.995716,0.003334,110.818966,4.707898,5.302642863810423e-06,-12.147305208143427,-12.147305208143427
134,butanol,300.05,2.697273,0.82668,100.0,100.0,100.0,3.262777,0.992232,0.003333,111.241995,4.711708,5.322884784955759e-06,-12.143495148765417,-12.143495148765417
135,butanol,300.15,2.704167,0.82668,100.0,100.0,100.0,3.271117,0.994792,0.003332,110.995378,4.709489,5.3110841057089955e-06,-12.145714580515154,-12.145714580515154
136,butanol,300.25,2.68,0.82668,100.0,100.0,100.0,3.241883,0.985817,0.003331,112.033582,4.718799,5.3607624377588e-06,-12.136404347147023,-12.136404347147023
137,butanol,300.35,2.673125,0.82668,100.0,100.0,100.0,3.233567,0.983244,0.003329,112.35913,4.7217,5.376339787142162e-06,-12.133502752287216,-12.133502752287216
138,butanol,300.45,2.664,0.82668,100.0,100.0,100.0,3.222529,0.979813,0.003328,112.781532,4.725453,5.3965515217024e-06,-12.129750415482556,-12.129750415482556
139,butanol,300.55,2.670833,0.82668,100.0,100.0,100.0,3.230795,0.982376,0.003327,112.530421,4.723224,5.384536664825544e-06,-12.131979292872858,-12.131979292872858
140,butanol,300.65,2.653714,0.82668,100.0,100.0,100.0,3.210086,0.975953,0.003326,113.294035,4.729987,5.421075207967704e-06,-12.125216384333184,-12.125216384333184
141,butanol,300.75,2.637,0.82668,100.0,100.0,100.0,3.189868,0.969636,0.003325,114.050057,4.736637,5.457249956294127e-06,-12.118565566100711,-12.118565566100711
142,butanol,300.85,2.64,0.82668,100.0,100.0,100.0,3.193497,0.970775,0.003324,113.958333,4.735833,5.452861020855461e-06,-12.119370129076215,-12.119370129076215
143,butanol,300.95,2.64,0.82668,100.0,100.0,100.0,3.193497,0.970779,0.003323,113.996212,4.736165,5.454673505821675e-06,-12.119037792748795,-12.119037792748795
144,butanol,301.05,2.64,0.82668,100.0,100.0,100.0,3.193497,0.970779,0.003322,114.034091,4.736497,5.45648599078789e-06,-12.118705566832118,-12.118705566832118
145,butanol,301.15,2.62,0.82668,100.0,100.0,100.0,3.169304,0.963174,0.003321,114.942748,4.744434,5.499964876332379e-06,-12.110768851867626,-12.110768851867626
146,butanol,301.25,2.615789,0.82668,100.0,100.0,100.0,3.16421,0.961564,0.00332,115.165996,4.746375,5.510648196892655e-06,-12.108828301629092,-12.108828301629092
147,butanol,301.35,2.60875,0.82668,100.0,100.0,100.0,3.155695,0.958867,0.003318,115.515093,4.749401,5.527351373881148e-06,-12.10580181306457,-12.10580181306457
148,butanol,301.45,2.608333,0.82668,100.0,100.0,100.0,3.155191,0.958706,0.003317,115.571885,4.749893,5.530069533653583e-06,-12.105310168611508,-12.105310168611508
149,butanol,301.55,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003316,115.536398,4.749586,5.528370811200789e-06,-12.105617395021957,-12.105617395021957
150,butanol,301.65,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003315,115.574713,4.749917,5.530204129327533e-06,-12.105285830032182,-12.105285830032182
151,butanol,301.75,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003314,115.613027,4.750249,5.53203744745428e-06,-12.104954374941311,-12.104954374941311
152,butanol,301.85,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003313,115.651341,4.75058,5.533870765581025e-06,-12.104623029676517,-12.104623029676517
153,butanol,301.95,2.6,0.82668,100.0,100.0,100.0,3.145111,0.955504,0.003312,116.134615,4.75475,5.556995253260491e-06,-12.100453017857877,-12.100453017857877
154,butanol,302.05,2.582632,0.82668,100.0,100.0,100.0,3.124101,0.948807,0.003311,116.954351,4.761784,5.596218361264046e-06,-12.093419480967361,-12.093419480967361
155,butanol,302.15,2.584167,0.82668,100.0,100.0,100.0,3.125958,0.949401,0.00331,116.923573,4.76152,5.5947458423154885e-06,-12.09368264309178,-12.09368264309178
156,butanol,302.25,2.58625,0.82668,100.0,100.0,100.0,3.128478,0.950207,0.003309,116.868052,4.761046,5.592089913739853e-06,-12.094157474167064,-12.094157474167064
157,butanol,302.35,2.559375,0.82668,100.0,100.0,100.0,3.095968,0.93976,0.003307,118.13431,4.771822,5.652679853370647e-06,-12.083380814924425,-12.083380814924425
158,butanol,302.45,2.55,0.82668,100.0,100.0,100.0,3.084628,0.936093,0.003306,118.607843,4.775823,5.675338219620121e-06,-12.079380398201762,-12.079380398201762
159,butanol,302.55,2.549762,0.82668,100.0,100.0,100.0,3.08434,0.935999,0.003305,118.658138,4.776247,5.677744597473063e-06,-12.078956481997194,-12.078956481997194
160,butanol,302.65,2.541892,0.82668,100.0,100.0,100.0,3.07482,0.932901,0.003304,119.064859,4.779668,5.6972060105830296e-06,-12.075534676880038,-12.075534676880038
161,butanol,302.75,2.53,0.82668,100.0,100.0,100.0,3.060435,0.928218,0.003303,119.664032,4.784688,5.725876419353251e-06,-12.070514933890577,-12.070514933890577
