,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D,D_comp,D_but,ln_D_comp
3847,peta,292.75,112.983333,1.14,14.9,20.547249,41.33618,99.108187,4.727231,0.003416,2.59109,0.952079,2.3569762710741807e-05,-15.9031243233651,-10.655545908494073
3848,peta,292.85,112.066667,1.14,14.9,20.547249,41.33618,98.304094,4.719061,0.003415,2.613177,0.960567,2.377067210943274e-05,-15.894636416329385,-10.647058001458356
3849,peta,292.95,111.105,1.14,14.9,20.547249,41.33618,97.460526,4.710473,0.003414,2.636695,0.969526,2.3984605933389567e-05,-15.885676767726915,-10.638098352855886
3850,peta,293.05,109.970588,1.14,14.9,20.547249,41.33618,96.465428,4.700203,0.003412,2.664803,0.98013,2.4240293130055007e-05,-15.875072718883255,-10.627494304012227
3851,peta,293.15,108.82381,1.14,14.9,20.547249,41.33618,95.459482,4.689728,0.003411,2.693804,0.990954,2.4504094603743162e-05,-15.864248742565335,-10.616670327694306
3852,peta,293.25,108.325,1.14,14.9,20.547249,41.33618,95.02193,4.685133,0.00341,2.707131,0.99589,2.4625327320148005e-05,-15.859313493676739,-10.61173507880571
3853,peta,293.35,107.6,1.14,14.9,20.547249,41.33618,94.385965,4.67842,0.003409,2.726301,1.002946,2.4799704726117984e-05,-15.852257225940166,-10.604678811069137
3854,peta,293.45,106.751515,1.14,14.9,20.547249,41.33618,93.64168,4.670502,0.003408,2.748907,1.011203,2.5005339503664716e-05,-15.843999590625506,-10.596421175754477
3855,peta,293.55,106.027273,1.14,14.9,20.547249,41.33618,93.00638,4.663691,0.003407,2.768627,1.018352,2.518472319551988e-05,-15.836851384545026,-10.589272969673997
3856,peta,293.65,104.823333,1.14,14.9,20.547249,41.33618,91.950292,4.652269,0.003405,2.80138,1.030112,2.5482658219387846e-05,-15.825090821851232,-10.577512406980203
3857,peta,293.75,104.17931,1.14,14.9,20.547249,41.33618,91.38536,4.646111,0.003404,2.819658,1.036616,2.564892025903552e-05,-15.818587497268858,-10.571009082397829
3858,peta,293.85,103.184524,1.14,14.9,20.547249,41.33618,90.51274,4.636515,0.003403,2.847811,1.046551,2.5905013249919178e-05,-15.808652461087531,-10.561074046216504
3859,peta,293.95,102.384211,1.14,14.9,20.547249,41.33618,89.810711,4.628716,0.003402,2.871048,1.054677,2.6116391207838336e-05,-15.800525839999953,-10.552947425128925
3860,peta,294.05,101.435526,1.14,14.9,20.547249,41.33618,88.978532,4.619419,0.003401,2.898886,1.064326,2.636961486804068e-05,-15.790876577505061,-10.543298162634034
3861,peta,294.15,100.703509,1.14,14.9,20.547249,41.33618,88.336411,4.612178,0.0034,2.920951,1.071909,2.6570329352995917e-05,-15.78329381746875,-10.53571540259772
3862,peta,294.25,100.125,1.14,14.9,20.547249,41.33618,87.828947,4.606419,0.003398,2.938826,1.07801,2.6732934309190017e-05,-15.777192672832488,-10.529614257961459
3863,peta,294.35,99.55,1.14,14.9,20.547249,41.33618,87.324561,4.600659,0.003397,2.956806,1.08411,2.689648110781429e-05,-15.771093508620286,-10.523515093749257
3864,peta,294.45,98.867857,1.14,14.9,20.547249,41.33618,86.72619,4.593783,0.003396,2.978218,1.091325,2.7091255157459047e-05,-15.763877984941237,-10.516299570070208
3865,peta,294.55,98.693333,1.14,14.9,20.547249,41.33618,86.573099,4.592016,0.003395,2.984497,1.093431,2.714837878089937e-05,-15.761771641648979,-10.514193226777952
3866,peta,294.65,97.675,1.14,14.9,20.547249,41.33618,85.679825,4.581644,0.003394,3.016637,1.104143,2.7440733391437903e-05,-15.751060443241562,-10.503482028370534
3867,peta,294.75,97.093333,1.14,14.9,20.547249,41.33618,85.169591,4.575662,0.003393,3.035739,1.110455,2.7614494195847195e-05,-15.744748185932815,-10.497169771061786
3868,peta,294.85,96.281132,1.14,14.9,20.547249,41.33618,84.457133,4.567264,0.003392,3.062386,1.119194,2.7856890248851883e-05,-15.736008631357915,-10.488430216486888
3869,peta,294.95,95.56,1.14,14.9,20.547249,41.33618,83.824561,4.559751,0.00339,3.086542,1.127052,2.80766280214994e-05,-15.728151485592875,-10.480573070721846
3870,peta,295.05,94.744872,1.14,14.9,20.547249,41.33618,83.109537,4.551185,0.003389,3.114153,1.135957,2.8327783484785796e-05,-15.719245901207062,-10.471667486336035
3871,peta,295.15,94.166667,1.14,14.9,20.547249,41.33618,82.602339,4.545065,0.003388,3.134336,1.142417,2.851138255626065e-05,-15.712785577355861,-10.465207162484832
3872,peta,295.25,93.546341,1.14,14.9,20.547249,41.33618,82.058194,4.538456,0.003387,3.15619,1.149366,2.8710171715431047e-05,-15.705837497688135,-10.458259082817106
3873,peta,295.35,92.642857,1.14,14.9,20.547249,41.33618,81.265664,4.528749,0.003386,3.188049,1.159409,2.8999981725903914e-05,-15.695793772990271,-10.448215358119244
3874,peta,295.45,92.0575,1.14,14.9,20.547249,41.33618,80.752193,4.522406,0.003385,3.209407,1.166086,2.9194262353537636e-05,-15.689116777610549,-10.441538362739522
3875,peta,295.55,91.389286,1.14,14.9,20.547249,41.33618,80.16604,4.515127,0.003384,3.233968,1.17371,2.9417676522673053e-05,-15.681493236896593,-10.433914822025564
3876,peta,295.65,90.814286,1.14,14.9,20.547249,41.33618,79.661654,4.508815,0.003382,3.255545,1.18036,2.9613954127892548e-05,-15.6748432993507,-10.427264884479671
3877,peta,295.75,90.633333,1.14,14.9,20.547249,41.33618,79.502924,4.506817,0.003381,3.263148,1.182692,2.968311610405607e-05,-15.672510570018346,-10.424932155147319
3878,peta,295.85,89.694444,1.14,14.9,20.547249,41.33618,78.679337,4.496407,0.00338,3.298421,1.193444,3.0003969843570667e-05,-15.661759271808718,-10.41418085693769
3879,peta,295.95,89.772727,1.14,14.9,20.547249,41.33618,78.748006,4.497256,0.003379,3.296658,1.192909,2.9987938758807e-05,-15.662293713386548,-10.41471529851552
3880,peta,296.05,88.966667,1.14,14.9,20.547249,41.33618,78.040936,4.48826,0.003378,3.327651,1.202267,3.0269861475898177e-05,-15.652936426095655,-10.405358011224628
3881,peta,296.15,88.058333,1.14,14.9,20.547249,41.33618,77.244152,4.477994,0.003377,3.363112,1.212867,3.0592429368809687e-05,-15.642336400734992,-10.394757985863963
3882,peta,296.25,87.8625,1.14,14.9,20.547249,41.33618,77.072368,4.47577,0.003376,3.371746,1.215431,3.067096860677633e-05,-15.639772413637033,-10.392193998766004
3883,peta,296.35,87.64,1.14,14.9,20.547249,41.33618,76.877193,4.473233,0.003374,3.381447,1.218304,3.075921526458406e-05,-15.636899340077768,-10.389320925206741
3884,peta,296.45,86.578125,1.14,14.9,20.547249,41.33618,75.945724,4.461045,0.003373,3.424075,1.230831,3.1146981669600815e-05,-15.624371628938652,-10.376793214067623
3885,peta,296.55,85.911111,1.14,14.9,20.547249,41.33618,75.360624,4.453297,0.003372,3.451824,1.238903,3.13993951136154e-05,-15.616300344004244,-10.368721929133217
3886,peta,296.65,85.140984,1.14,14.9,20.547249,41.33618,74.685073,4.444303,0.003371,3.484221,1.248244,3.1694096529515465e-05,-15.606958538647731,-10.359380123776702
3887,peta,296.75,84.157692,1.14,14.9,20.547249,41.33618,73.822537,4.432688,0.00337,3.526119,1.260198,3.2075216750112325e-05,-15.595005304753556,-10.347426889882527
3888,peta,296.85,83.779221,1.14,14.9,20.547249,41.33618,73.490545,4.428182,0.003369,3.543241,1.265042,3.223097358072183e-05,-15.590161070181473,-10.342582655310446
3889,peta,296.95,83.068085,1.14,14.9,20.547249,41.33618,72.866741,4.419658,0.003368,3.574778,1.273903,3.251784972820448e-05,-15.581299811860744,-10.333721396989716
3890,peta,297.15,81.642105,1.14,14.9,20.547249,41.33618,71.615882,4.402345,0.003365,3.639666,1.291892,3.310809781778949e-05,-15.563311073310372,-10.315732658439343
3891,peta,297.25,81.110448,1.14,14.9,20.547249,41.33618,71.149516,4.395811,0.003364,3.664756,1.298762,3.333632733683707e-05,-15.556441259443792,-10.308862844572765
3892,peta,297.35,80.592105,1.14,14.9,20.547249,41.33618,70.694829,4.3894,0.003363,3.689567,1.305509,3.356202312299405e-05,-15.549693809293037,-10.30211539442201
3893,peta,297.45,80.064063,1.14,14.9,20.547249,41.33618,70.231634,4.382824,0.003362,3.71515,1.312419,3.379473432563653e-05,-15.542783971665076,-10.295205556794047
3894,peta,297.55,79.5,1.14,14.9,20.547249,41.33618,69.736842,4.375757,0.003361,3.742767,1.319825,3.404595452441871e-05,-15.535377757153775,-10.287799342282748
3895,peta,297.65,78.95,1.14,14.9,20.547249,41.33618,69.254386,4.368815,0.00336,3.770108,1.327104,3.429465524086826e-05,-15.528099454686602,-10.280521039815573
3896,peta,297.75,78.5,1.14,14.9,20.547249,41.33618,68.859649,4.363098,0.003359,3.792994,1.333156,3.450283666040523e-05,-15.522047430137304,-10.274469015266275
3897,peta,297.85,78.052381,1.14,14.9,20.547249,41.33618,68.467001,4.357378,0.003357,3.816027,1.33921,3.47123596962029e-05,-15.515993162091636,-10.268414747220607
3898,peta,297.95,78.04375,1.14,14.9,20.547249,41.33618,68.45943,4.357252,0.003356,3.81773,1.339656,3.472785419706683e-05,-15.515546893272681,-10.267968478401652
3899,peta,298.05,77.04375,1.14,14.9,20.547249,41.33618,67.582237,4.344369,0.003355,3.868581,1.352888,3.519041606317964e-05,-15.502315198236108,-10.254736783365079
3900,peta,298.15,76.93125,1.14,14.9,20.547249,41.33618,67.483553,4.342911,0.003354,3.875538,1.354685,3.5253700728154784e-05,-15.500518463891705,-10.252940049020676
3901,peta,298.25,76.350877,1.14,14.9,20.547249,41.33618,66.974454,4.335332,0.003353,3.906307,1.362593,3.553359198111267e-05,-15.49261047077998,-10.24503205590895
3902,peta,298.35,75.65,1.14,14.9,20.547249,41.33618,66.359649,4.326117,0.003352,3.94382,1.37215,3.58748256086369e-05,-15.483053159850625,-10.235474744979596
3903,peta,298.45,75.4,1.14,14.9,20.547249,41.33618,66.140351,4.322807,0.003351,3.958223,1.375795,3.6005838247594734e-05,-15.479407873983602,-10.231829459112573
3904,peta,298.55,75.0,1.14,14.9,20.547249,41.33618,65.789474,4.317488,0.00335,3.980667,1.381449,3.620999800591873e-05,-15.47375370412766,-10.22617528925663
3905,peta,298.65,74.9,1.14,14.9,20.547249,41.33618,65.701754,4.316153,0.003348,3.987316,1.383118,3.627048727662438e-05,-15.47208458492921,-10.22450617005818
3906,peta,298.75,74.45,1.14,14.9,20.547249,41.33618,65.307018,4.310128,0.003347,4.01276,1.389479,3.650193611275256e-05,-15.465723669468648,-10.21814525459762
3907,peta,298.85,73.416667,1.14,14.9,20.547249,41.33618,64.400585,4.296133,0.003346,4.070602,1.403791,3.702808777970934e-05,-15.451412219002561,-10.203833804131532
3908,peta,298.95,73.29,1.14,14.9,20.547249,41.33618,64.289474,4.294413,0.003345,4.079001,1.405852,3.7104494975371145e-05,-15.449350852195195,-10.201772437324168
3909,peta,299.05,73.15,1.14,14.9,20.547249,41.33618,64.166667,4.292508,0.003344,4.088175,1.408099,3.7187943722764365e-05,-15.447104357559917,-10.19952594268889
3910,peta,299.15,73.06,1.14,14.9,20.547249,41.33618,64.087719,4.291275,0.003343,4.09458,1.409664,3.724620489865145e-05,-15.445538915115446,-10.197960500244418
3911,peta,299.35,71.4,1.14,14.9,20.547249,41.33618,62.631579,4.268288,0.003341,4.192577,1.433316,3.813763337599438e-05,-15.421887425558529,-10.1743090106875
3912,peta,299.45,71.183333,1.14,14.9,20.547249,41.33618,62.44152,4.265259,0.003339,4.206743,1.436689,3.8266495186749125e-05,-15.4185142588105,-10.170935843939473
3913,peta,299.55,71.1375,1.14,14.9,20.547249,41.33618,62.401316,4.264606,0.003338,4.210859,1.437667,3.830393696990367e-05,-15.417536288983658,-10.16995787411263
3914,peta,299.65,71.05,1.14,14.9,20.547249,41.33618,62.324561,4.263372,0.003337,4.217452,1.439231,3.8363912213536715e-05,-15.415971741223267,-10.168393326352238
3915,peta,299.75,70.0,1.14,14.9,20.547249,41.33618,61.403509,4.248495,0.003336,4.282143,1.454454,3.8952365847814936e-05,-15.400749461726086,-10.153171046855057
3916,peta,299.85,69.7,1.14,14.9,20.547249,41.33618,61.140351,4.244173,0.003335,4.302009,1.459082,3.913307397306036e-05,-15.39612098173631,-10.148542566865281
3917,peta,299.95,69.066667,1.14,14.9,20.547249,41.33618,60.584795,4.235065,0.003334,4.342905,1.468544,3.950509009646534e-05,-15.386659446028721,-10.139081031157692
3918,peta,300.05,68.916667,1.14,14.9,20.547249,41.33618,60.453216,4.232892,0.003333,4.353809,1.471051,3.9604273797408555e-05,-15.38415193622128,-10.13657352135025
3919,peta,300.15,68.866667,1.14,14.9,20.547249,41.33618,60.409357,4.232166,0.003332,4.358422,1.47211,3.964623691818993e-05,-15.383092936744198,-10.13551452187317
3920,peta,300.25,67.595652,1.14,14.9,20.547249,41.33618,59.294432,4.213495,0.003331,4.441854,1.491072,4.040517047196104e-05,-15.36413121407796,-10.11655279920693
3921,peta,300.35,67.242857,1.14,14.9,20.547249,41.33618,58.984962,4.208304,0.003329,4.466645,1.496638,4.063068719401105e-05,-15.358565349515468,-10.110986934644439
3922,peta,300.45,66.916667,1.14,14.9,20.547249,41.33618,58.69883,4.203432,0.003328,4.489913,1.501833,4.0842338058676436e-05,-15.353369731944495,-10.105791317073466
3923,peta,300.55,66.2,1.14,14.9,20.547249,41.33618,58.070175,4.192676,0.003327,4.54003,1.512934,4.129822933457915e-05,-15.342269347042143,-10.094690932171114
3924,peta,300.65,65.933333,1.14,14.9,20.547249,41.33618,57.836257,4.188643,0.003326,4.559909,1.517303,4.147905625405591e-05,-15.337900341563664,-10.090321926692635
3925,peta,300.75,65.141667,1.14,14.9,20.547249,41.33618,57.141813,4.176555,0.003325,4.616861,1.529715,4.19971149203115e-05,-15.3254880492849,-10.07790963441387
3926,peta,300.85,65.086667,1.14,14.9,20.547249,41.33618,57.093567,4.175713,0.003324,4.622298,1.530892,4.204657955023146e-05,-15.324310932168782,-10.076732517297753
3927,peta,300.95,64.97,1.14,14.9,20.547249,41.33618,56.991228,4.173919,0.003323,4.632138,1.533019,4.2136083857937295e-05,-15.32218450048301,-10.074606085611983
3928,peta,301.05,64.25,1.14,14.9,20.547249,41.33618,56.359649,4.162781,0.003322,4.685603,1.544495,4.2622428246310476e-05,-15.310708373449224,-10.063129958578195
3929,peta,301.15,63.561905,1.14,14.9,20.547249,41.33618,55.756057,4.152009,0.003321,4.737901,1.555594,4.309815228792638e-05,-15.299608846994296,-10.052030432123267
3930,peta,301.25,63.4375,1.14,14.9,20.547249,41.33618,55.64693,4.150049,0.00332,4.748768,1.557885,4.319700978090202e-05,-15.297317698015592,-10.049739283144564
3931,peta,301.35,62.886207,1.14,14.9,20.547249,41.33618,55.163339,4.141298,0.003318,4.791989,1.566946,4.359016206131233e-05,-15.288257488736617,-10.040679073865588
3932,peta,301.45,62.314286,1.14,14.9,20.547249,41.33618,54.661654,4.132158,0.003317,4.837575,1.576413,4.40048306278675e-05,-15.278789557946205,-10.031211143075176
3933,peta,301.55,61.411579,1.14,14.9,20.547249,41.33618,53.869806,4.11759,0.003316,4.910312,1.591337,4.4666482972238126e-05,-15.26386557412279,-10.016287159251762
3934,peta,301.65,60.95,1.14,14.9,20.547249,41.33618,53.464912,4.110054,0.003315,4.949139,1.599214,4.501967012759669e-05,-15.25598946462486,-10.008411049753832
3935,peta,301.75,60.75,1.14,14.9,20.547249,41.33618,53.289474,4.106767,0.003314,4.967078,1.602832,4.5182856639543706e-05,-15.252371235827367,-10.00479282095634
3936,peta,301.85,60.218519,1.14,14.9,20.547249,41.33618,52.823262,4.097969,0.003313,5.012578,1.61195,4.5596740554638054e-05,-15.243252737934666,-9.99567432306364
3937,peta,301.95,60.117647,1.14,14.9,20.547249,41.33618,52.734778,4.096286,0.003312,5.022652,1.613958,4.568837888819574e-05,-15.2412449985594,-9.993666583688372
3938,peta,302.05,59.4125,1.14,14.9,20.547249,41.33618,52.116228,4.084498,0.003311,5.083947,1.626088,4.62459495994625e-05,-15.229115088939729,-9.9815366740687
3939,peta,302.15,59.305882,1.14,14.9,20.547249,41.33618,52.022704,4.082706,0.00331,5.094773,1.628215,4.63444271371485e-05,-15.226987922417898,-9.979409507546869
3940,peta,302.25,58.983333,1.14,14.9,20.547249,41.33618,51.739766,4.077245,0.003309,5.124329,1.634,4.661328266628454e-05,-15.221203436561497,-9.973625021690468
3941,peta,302.35,58.535526,1.14,14.9,20.547249,41.33618,51.346953,4.069621,0.003307,5.165239,1.641951,4.698542249887446e-05,-15.213251578833097,-9.965673163962068
3942,peta,302.45,57.796296,1.14,14.9,20.547249,41.33618,50.698506,4.05692,0.003306,5.233034,1.654991,4.760211738965266e-05,-15.20021172961137,-9.952633314740341
3943,peta,302.55,57.366667,1.14,14.9,20.547249,41.33618,50.321637,4.049457,0.003305,5.273969,1.662783,4.7974474679771345e-05,-15.19241988087598,-9.94484146600495
3944,peta,302.65,57.2,1.14,14.9,20.547249,41.33618,50.175439,4.046551,0.003304,5.291084,1.666023,4.813016363688174e-05,-15.189179889632406,-9.941601474761377
3945,peta,302.75,57.0,1.14,14.9,20.547249,41.33618,50.0,4.043051,0.003303,5.311404,1.669856,4.83150001158754e-05,-15.1853468989857,-9.93776848411467
3946,peta,302.85,56.457143,1.14,14.9,20.547249,41.33618,49.52381,4.033476,0.003302,5.364246,1.679756,4.879567946221011e-05,-15.175447199506158,-9.92786878463513
3947,peta,302.95,56.408333,1.14,14.9,20.547249,41.33618,49.480994,4.032614,0.003301,5.37066,1.680951,4.885402835349559e-05,-15.174252134010622,-9.926673719139593
3948,peta,303.05,56.246154,1.14,14.9,20.547249,41.33618,49.338731,4.029733,0.0033,5.387924,1.68416,4.9011065651363166e-05,-15.17104287060069,-9.923464455729661
3949,peta,303.15,55.75,1.14,14.9,20.547249,41.33618,48.903509,4.020874,0.003299,5.437668,1.69335,4.946356220459093e-05,-15.161852691406839,-9.91427427653581
3950,peta,303.25,55.6,1.14,14.9,20.547249,41.33618,48.77193,4.018183,0.003298,5.454137,1.696374,4.961336761656846e-05,-15.158828667016728,-9.911250252145699
3951,peta,303.35,55.021053,1.14,14.9,20.547249,41.33618,48.264081,4.00771,0.003297,5.513344,1.707171,5.015194612971999e-05,-15.148031653004425,-9.900453238133398
3952,peta,303.45,54.925,1.14,14.9,20.547249,41.33618,48.179825,4.005967,0.003295,5.524807,1.709248,5.025621361186581e-05,-15.14595477957316,-9.898376364702132
3953,peta,303.55,54.875,1.14,14.9,20.547249,41.33618,48.135965,4.005053,0.003294,5.531663,1.710488,5.031858185343037e-05,-15.144714543403243,-9.897136128532214
3954,peta,303.65,54.833333,1.14,14.9,20.547249,41.33618,48.099415,4.004292,0.003293,5.53769,1.711577,5.037340746334447e-05,-15.143625566699056,-9.896047151828027
3955,peta,303.75,53.621429,1.14,14.9,20.547249,41.33618,47.036341,3.981928,0.003292,5.664713,1.734256,5.152886679609965e-05,-15.12094680188583,-9.873368387014802
3956,peta,303.85,53.536364,1.14,14.9,20.547249,41.33618,46.961722,3.980351,0.003291,5.675582,1.736173,5.162773323441945e-05,-15.119029978947465,-9.871451564076438
3957,peta,303.95,53.415385,1.14,14.9,20.547249,41.33618,46.855601,3.978082,0.00329,5.690308,1.738764,5.176169310598507e-05,-15.116438612474683,-9.868860197603656
3958,peta,304.05,53.192857,1.14,14.9,20.547249,41.33618,46.660401,3.973892,0.003289,5.715993,1.743268,5.1995334863914165e-05,-15.111934972433927,-9.8643565575629
3959,peta,304.15,52.714286,1.14,14.9,20.547249,41.33618,46.240602,3.964884,0.003288,5.769783,1.752635,5.2484634974635935e-05,-15.102568513222904,-9.854990098351877
3960,peta,304.25,52.642857,1.14,14.9,20.547249,41.33618,46.177945,3.963524,0.003287,5.779512,1.754319,5.257312887166864e-05,-15.100883841577087,-9.85330542670606
3961,peta,304.35,52.05641,1.14,14.9,20.547249,41.33618,45.663518,3.952319,0.003286,5.846542,1.76585,5.3182871270014306e-05,-15.089352596939477,-9.84177418206845
3962,peta,304.45,52.0,1.14,14.9,20.547249,41.33618,45.614035,3.951238,0.003285,5.854808,1.767263,5.325805766123744e-05,-15.087939862111195,-9.840361447240166
3963,peta,304.55,51.5,1.14,14.9,20.547249,41.33618,45.175439,3.941578,0.003284,5.913592,1.777253,5.379278922251668e-05,-15.077949543971547,-9.830371129100518
3964,peta,304.65,51.3,1.14,14.9,20.547249,41.33618,45.0,3.937691,0.003282,5.938596,1.781473,5.4020239601069604e-05,-15.073730189066572,-9.826151774195543
3965,peta,304.75,50.815789,1.14,14.9,20.547249,41.33618,44.575254,3.928203,0.003281,5.997152,1.791285,5.455288587785446e-05,-15.063918358603503,-9.816339943732475
3966,peta,304.85,50.745455,1.14,14.9,20.547249,41.33618,44.513557,3.926816,0.00328,6.007435,1.792998,5.464642271283988e-05,-15.062205218491739,-9.814626803620712
3967,peta,304.95,50.721429,1.14,14.9,20.547249,41.33618,44.492481,3.926346,0.003279,6.012252,1.793799,5.4690242091969755e-05,-15.06140366886419,-9.81382525399316
3968,peta,305.05,49.925,1.14,14.9,20.547249,41.33618,43.79386,3.910516,0.003278,6.110165,1.809954,5.55809089200985e-05,-15.045249195288367,-9.79767078041734
3969,peta,305.15,49.866667,1.14,14.9,20.547249,41.33618,43.74269,3.909349,0.003277,6.119318,1.811451,5.566416789819097e-05,-15.043752338150606,-9.796173923279577
3970,peta,305.25,49.791667,1.14,14.9,20.547249,41.33618,43.676901,3.907844,0.003276,6.130544,1.813283,5.57662825586145e-05,-15.041919541305763,-9.794341126434734
3971,peta,305.35,49.6375,1.14,14.9,20.547249,41.33618,43.541667,3.904735,0.003275,6.151599,1.816712,5.595781047719371e-05,-15.038490950372577,-9.790912535501548
3972,peta,305.45,49.225,1.14,14.9,20.547249,41.33618,43.179825,3.896401,0.003274,6.20518,1.825384,5.644521003833345e-05,-15.029818539013764,-9.782240124142735
3973,peta,305.55,48.690909,1.14,14.9,20.547249,41.33618,42.711324,3.885482,0.003273,6.275299,1.836621,5.7083040095066334e-05,-15.018581921395008,-9.771003506523979
3974,peta,305.65,48.623077,1.14,14.9,20.547249,41.33618,42.651822,3.884095,0.003272,6.28611,1.838342,5.7181382356519466e-05,-15.01686061070836,-9.769282195837333
3975,peta,305.75,48.538462,1.14,14.9,20.547249,41.33618,42.577598,3.882353,0.003271,6.299128,1.840411,5.7299804923006206e-05,-15.014791753605461,-9.767213338734432
3976,peta,305.85,48.0,1.14,14.9,20.547249,41.33618,42.105263,3.871201,0.00327,6.371875,1.851894,5.7961542717458576e-05,-15.003309238803668,-9.75573082393264
3977,peta,305.95,47.8,1.14,14.9,20.547249,41.33618,41.929825,3.867026,0.003269,6.400628,1.856396,5.8223089895675174e-05,-14.99880696317321,-9.751228548302183
3978,peta,306.05,47.307692,1.14,14.9,20.547249,41.33618,41.497976,3.856668,0.003267,6.46935,1.867076,5.8848217401697274e-05,-14.988127430128188,-9.740549015257159
3979,peta,306.15,47.241176,1.14,14.9,20.547249,41.33618,41.439628,3.855259,0.003266,6.480575,1.868809,5.895033159555122e-05,-14.986393720837189,-9.73881530596616
3980,peta,306.25,47.1,1.14,14.9,20.547249,41.33618,41.315789,3.852268,0.003265,6.502123,1.872129,5.914634048278255e-05,-14.983074252747786,-9.735495837876757
3981,peta,306.35,46.2,1.14,14.9,20.547249,41.33618,40.526316,3.832967,0.003264,6.630952,1.891748,6.0318231240569696e-05,-14.96345457250038,-9.715876157629351
3982,peta,306.45,46.192857,1.14,14.9,20.547249,41.33618,40.52005,3.832817,0.003263,6.634143,1.892229,6.0347250872349855e-05,-14.962973579397275,-9.715395164526246
3983,peta,306.55,46.242857,1.14,14.9,20.547249,41.33618,40.56391,3.833898,0.003262,6.629132,1.891474,6.0301671595784916e-05,-14.963729148163258,-9.71615073329223
3984,peta,306.65,45.462963,1.14,14.9,20.547249,41.33618,39.879792,3.816887,0.003261,6.745051,1.908809,6.135612461158998e-05,-14.946393975991368,-9.69881556112034
3985,peta,306.75,45.228,1.14,14.9,20.547249,41.33618,39.673684,3.811694,0.00326,6.782303,1.914317,6.169498694647932e-05,-14.940886294066328,-9.6933078791953
3986,peta,306.85,44.792857,1.14,14.9,20.547249,41.33618,39.29198,3.802022,0.003259,6.850423,1.92431,6.2314634589855e-05,-14.930892669493677,-9.68331425462265
3987,peta,306.95,44.412698,1.14,14.9,20.547249,41.33618,38.958507,3.79352,0.003258,6.911312,1.933159,6.2868510324815e-05,-14.922043565252388,-9.674465150381359
3988,peta,307.05,44.15,1.14,14.9,20.547249,41.33618,38.72807,3.787592,0.003257,6.9547,1.939418,6.326318933955045e-05,-14.91578533985891,-9.668206924987883
3989,peta,307.15,44.0,1.14,14.9,20.547249,41.33618,38.596491,3.784187,0.003256,6.980682,1.943147,6.34995330890094e-05,-14.912056419892675,-9.664478005021646
3990,peta,307.25,43.8,1.14,14.9,20.547249,41.33618,38.421053,3.779634,0.003255,7.01484,1.948028,6.381025348154511e-05,-14.907175082520606,-9.659596667649579
3991,peta,307.35,43.75,1.14,14.9,20.547249,41.33618,38.377193,3.778486,0.003254,7.025143,1.949496,6.390397140724429e-05,-14.905707463034956,-9.658129048163927
3992,peta,307.45,43.21,1.14,14.9,20.547249,41.33618,37.903509,3.766065,0.003253,7.115251,1.962241,6.472363794589676e-05,-14.892962491128714,-9.645384076257685
3993,peta,307.55,43.205882,1.14,14.9,20.547249,41.33618,37.899897,3.765972,0.003252,7.118244,1.962661,6.47508605938761e-05,-14.892541981318866,-9.644963566447839
3994,peta,307.65,43.071429,1.14,14.9,20.547249,41.33618,37.781955,3.762856,0.00325,7.142786,1.966103,6.497410821435068e-05,-14.889100117460027,-9.641521702588998
3995,peta,307.75,42.7,1.14,14.9,20.547249,41.33618,37.45614,3.754199,0.003249,7.20726,1.975089,6.556059333414483e-05,-14.880114168754366,-9.632535753883339
3996,peta,307.85,42.55,1.14,14.9,20.547249,41.33618,37.324561,3.750674,0.003248,7.235018,1.978933,6.58130900574206e-05,-14.876270217246514,-9.628691802375485
3997,peta,307.95,42.12,1.14,14.9,20.547249,41.33618,36.947368,3.740506,0.003247,7.311254,1.989415,6.650656762864454e-05,-14.865788268717074,-9.618209853846045
3998,peta,308.05,41.941176,1.14,14.9,20.547249,41.33618,36.790506,3.736261,0.003246,7.344811,1.993994,6.68118193703908e-05,-14.861208971261654,-9.613630556390627
3999,peta,308.15,41.872727,1.14,14.9,20.547249,41.33618,36.730463,3.734626,0.003245,7.359205,1.995952,6.694276018060709e-05,-14.859251044251069,-9.61167262938004
4000,peta,308.35,41.428571,1.14,14.9,20.547249,41.33618,36.340852,3.723933,0.003243,7.442931,2.007265,6.770436795465514e-05,-14.847938275727227,-9.600359860856198
4001,peta,308.45,41.1,1.14,14.9,20.547249,41.33618,36.052632,3.716,0.003242,7.504866,2.015552,6.826775818478872e-05,-14.839651379430892,-9.592072964559863
4002,peta,308.55,41.072727,1.14,14.9,20.547249,41.33618,36.028708,3.715339,0.003241,7.512284,2.01654,6.833523637157276e-05,-14.8386634334127,-9.591085018541673
4003,peta,308.65,40.464286,1.14,14.9,20.547249,41.33618,35.494987,3.700368,0.00324,7.627714,2.031788,6.938523898692639e-05,-14.823414822658147,-9.57583640778712
4004,peta,308.75,40.193333,1.14,14.9,20.547249,41.33618,35.25731,3.693687,0.003239,7.681622,2.038831,6.987561347849907e-05,-14.816372261742064,-9.568793846871035
4005,peta,308.85,40.178571,1.14,14.9,20.547249,41.33618,35.244361,3.693325,0.003238,7.686933,2.039522,6.992392655517449e-05,-14.815681085239092,-9.568102670368063
4006,peta,308.95,39.51875,1.14,14.9,20.547249,41.33618,34.66557,3.676718,0.003237,7.817808,2.056404,7.111442275555591e-05,-14.798798804902148,-9.55122039003112
