,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D,D_comp,ln_D_comp,D_but,ln_D_but
3184,ocm,309.45,36.529032,1.57,4.98,9.457831,22.830534,23.2669,1.562637,0.003232,8.471344,0.927952,5.824012782212169e-12,-11.234777680529133,2.0845289232969722e-11,-10.680992074564488
3185,ocm,309.55,36.328,1.57,4.98,9.457831,22.830534,23.138854,1.56024,0.00323,8.520976,0.930489,5.8581341901956845e-12,-11.232240684311295,2.09674164749677e-11,-10.678455078346648
3186,ocm,309.65,36.137037,1.57,4.98,9.457831,22.830534,23.017221,1.557952,0.003229,8.568771,0.932919,5.890993454527562e-12,-11.229811459807571,2.1085026256160594e-11,-10.676025853842926
3187,ocm,309.75,36.03,1.57,4.98,9.457831,22.830534,22.949045,1.556649,0.003228,8.597002,0.934347,5.910402387027805e-12,-11.228382950841775,2.1154494649654928e-11,-10.67459734487713
3188,ocm,309.85,35.659091,1.57,4.98,9.457831,22.830534,22.712797,1.552162,0.003227,8.689229,0.938981,5.973807564982611e-12,-11.223748771489548,2.1381434274061764e-11,-10.669963165524901
3189,ocm,309.95,35.571429,1.57,4.98,9.457831,22.830534,22.656961,1.551101,0.003226,8.713454,0.94019,5.990462096639265e-12,-11.222539675393659,2.1441044124246665e-11,-10.668754069429013
3190,ocm,310.05,35.4,1.57,4.98,9.457831,22.830534,22.547771,1.548999,0.003225,8.758475,0.942428,6.021413749135205e-12,-11.220301530110126,2.1551826186828467e-11,-10.66651592414548
3191,ocm,310.15,35.194444,1.57,4.98,9.457831,22.830534,22.416844,1.546473,0.003224,8.81247,0.945098,6.0585357248711675e-12,-11.217632326898094,2.1684693052004113e-11,-10.66384672093345
3192,ocm,310.25,34.980952,1.57,4.98,9.457831,22.830534,22.280861,1.543831,0.003223,8.869112,0.94788,6.0974768743449055e-12,-11.214849838142309,2.1824071098412873e-11,-10.661064232177662
3193,ocm,310.35,34.815,1.57,4.98,9.457831,22.830534,22.175159,1.541765,0.003222,8.914261,0.950085,6.128516312915717e-12,-11.212644653557492,2.193516736465283e-11,-10.658859047592845
3194,ocm,310.45,34.675,1.57,4.98,9.457831,22.830534,22.085987,1.540015,0.003221,8.953136,0.951975,6.1552428264095795e-12,-11.210754809330629,2.2030826822281428e-11,-10.656969203365982
3195,ocm,310.55,34.538889,1.57,4.98,9.457831,22.830534,21.999292,1.538304,0.00322,8.991314,0.953823,6.181489930881786e-12,-11.208906833847708,2.2124770380565186e-11,-10.655121227883061
3196,ocm,310.65,34.318182,1.57,4.98,9.457831,22.830534,21.858715,1.535519,0.003219,9.052053,0.956747,6.223247611104082e-12,-11.205982918926054,2.227422934545451e-11,-10.652197312961409
3197,ocm,310.75,34.0875,1.57,4.98,9.457831,22.830534,21.711783,1.532594,0.003218,9.116245,0.959816,6.267379353737488e-12,-11.202914017403312,2.243218554746664e-11,-10.649128411438666
3198,ocm,310.95,33.764706,1.57,4.98,9.457831,22.830534,21.506182,1.528463,0.003216,9.209321,0.964228,6.331368407700916e-12,-11.198502415150687,2.2661214979147442e-11,-10.644716809186042
3199,ocm,311.05,33.605,1.57,4.98,9.457831,22.830534,21.404459,1.526403,0.003215,9.256063,0.966426,6.363503717759294e-12,-11.196303697825417,2.277623358535723e-11,-10.642518091860772
3200,ocm,311.15,33.44,1.57,4.98,9.457831,22.830534,21.299363,1.524266,0.003214,9.304725,0.968704,6.396958493029083e-12,-11.194026467213797,2.2895974817528402e-11,-10.640240861249152
3201,ocm,311.25,33.3,1.57,4.98,9.457831,22.830534,21.210191,1.522443,0.003213,9.346847,0.970665,6.42591716451904e-12,-11.192064877169836,2.2999623608419523e-11,-10.638279271205189
3202,ocm,311.35,33.157143,1.57,4.98,9.457831,22.830534,21.119199,1.520577,0.003212,9.390134,0.972672,6.4556765686981995e-12,-11.190058236022702,2.3106138379370935e-11,-10.636272630058057
3203,ocm,311.45,33.046154,1.57,4.98,9.457831,22.830534,21.048506,1.51912,0.003211,9.424697,0.974267,6.479439051263483e-12,-11.188462590963667,2.3191188986313212e-11,-10.63467698499902
3204,ocm,311.55,32.884615,1.57,4.98,9.457831,22.830534,20.945615,1.516993,0.00321,9.474035,0.976535,6.5133586114132245e-12,-11.186195009854416,2.331259377514472e-11,-10.632409403889769
3205,ocm,311.65,32.793333,1.57,4.98,9.457831,22.830534,20.887473,1.515785,0.003209,9.503456,0.977882,6.53358534385175e-12,-11.184848431628481,2.3384989235746512e-11,-10.631062825663836
3206,ocm,311.75,32.64,1.57,4.98,9.457831,22.830534,20.789809,1.513749,0.003208,9.551164,0.980056,6.566384480283131e-12,-11.182673691698552,2.3502383807336733e-11,-10.628888085733905
3207,ocm,311.85,32.55,1.57,4.98,9.457831,22.830534,20.732484,1.51255,0.003207,9.580645,0.981395,6.586652504087033e-12,-11.181335248284368,2.35749270578707e-11,-10.627549642319723
3208,ocm,311.95,32.4,1.57,4.98,9.457831,22.830534,20.636943,1.510545,0.003206,9.628086,0.98354,6.619268166037789e-12,-11.179190024007537,2.3691664938145414e-11,-10.625404418042892
3209,ocm,287.85,111.1,1.55,7.6,14.24977,31.707944,71.677419,2.045714,0.003474,2.590909,0.413452,1.7812389003247301e-12,-11.749277828917023,6.375404975705162e-12,-11.195492222952376
3210,ocm,287.95,110.46,1.55,7.6,14.24977,31.707944,71.264516,2.043205,0.003473,2.606826,0.416112,1.792181707384293e-12,-11.746617959789042,6.414571438195398e-12,-11.192832353824395
3211,ocm,288.05,109.594444,1.55,7.6,14.24977,31.707944,70.706093,2.039788,0.003472,2.628327,0.419679,1.8069633253421176e-12,-11.743050661917861,6.46747776123837e-12,-11.189265055953214
3212,ocm,288.15,108.822222,1.55,7.6,14.24977,31.707944,70.207885,2.036717,0.00347,2.647897,0.422901,1.8204176215116423e-12,-11.73982896920595,6.515633338083319e-12,-11.186043363241303
3213,ocm,288.25,108.044444,1.55,7.6,14.24977,31.707944,69.706093,2.033601,0.003469,2.667884,0.426167,1.8341585441676524e-12,-11.73656312674606,6.564814807596439e-12,-11.182777520781414
3214,ocm,288.35,107.177273,1.55,7.6,14.24977,31.707944,69.146628,2.030101,0.003468,2.690402,0.429817,1.8496401721663037e-12,-11.732912750754867,6.620226604496128e-12,-11.17912714479022
3215,ocm,288.45,106.266667,1.55,7.6,14.24977,31.707944,68.55914,2.026395,0.003467,2.714398,0.433673,1.8661368127375856e-12,-11.729056519839839,6.679271331377737e-12,-11.175270913875192
3216,ocm,288.55,105.375,1.55,7.6,14.24977,31.707944,67.983871,2.022736,0.003466,2.738316,0.437483,1.8825802023935266e-12,-11.725246512755426,6.738125462741493e-12,-11.171460906790779
3217,ocm,288.65,104.536364,1.55,7.6,14.24977,31.707944,67.442815,2.019266,0.003464,2.76124,0.441104,1.8983407381455254e-12,-11.72162583225917,6.794535525442658e-12,-11.167840226294523
3218,ocm,288.75,103.615385,1.55,7.6,14.24977,31.707944,66.848635,2.015424,0.003463,2.786748,0.445098,1.9158775308358003e-12,-11.717632255895337,6.857303161695777e-12,-11.16384664993069
3219,ocm,288.85,102.86875,1.55,7.6,14.24977,31.707944,66.366935,2.012282,0.003462,2.807947,0.448389,1.930451546674693e-12,-11.714341094467745,6.909466435851951e-12,-11.1605554885031
3220,ocm,288.95,102.116667,1.55,7.6,14.24977,31.707944,65.88172,2.009096,0.003461,2.829607,0.451726,1.9453424494708957e-12,-11.711003936330858,6.962763910863498e-12,-11.157218330366213
3221,ocm,289.05,101.430769,1.55,7.6,14.24977,31.707944,65.439206,2.006168,0.00346,2.849727,0.454803,1.9591750969094522e-12,-11.70792674816894,7.012273681445576e-12,-11.154141142204294
3222,ocm,289.15,100.744444,1.55,7.6,14.24977,31.707944,64.996416,2.00322,0.003458,2.870133,0.457902,1.9732044603548233e-12,-11.704827911502367,7.062487537374329e-12,-11.15104230553772
3223,ocm,289.25,100.09,1.55,7.6,14.24977,31.707944,64.574194,2.000387,0.003457,2.889899,0.460883,1.986793244363655e-12,-11.701847325393432,7.111124472693837e-12,-11.148061719428785
3224,ocm,289.35,99.514286,1.55,7.6,14.24977,31.707944,64.202765,1.997885,0.003456,2.907623,0.463538,1.998978170832173e-12,-11.6991919484226,7.154736725279287e-12,-11.145406342457955
3225,ocm,289.45,99.122222,1.55,7.6,14.24977,31.707944,63.949821,1.99617,0.003455,2.920132,0.465403,2.00757843152004e-12,-11.697327478820897,7.1855187527612795e-12,-11.14354187285625
3226,ocm,289.55,98.177711,1.55,7.6,14.24977,31.707944,63.340459,1.992005,0.003454,2.949244,0.469711,2.0275924394197037e-12,-11.69301933686293,7.257152830326089e-12,-11.139233730898285
3227,ocm,289.65,95.911111,1.55,7.6,14.24977,31.707944,61.878136,1.981865,0.003452,3.019984,0.480005,2.076225914166755e-12,-11.68272539266464,7.431221618533925e-12,-11.128939786699995
3228,ocm,289.75,94.690909,1.55,7.6,14.24977,31.707944,61.090909,1.976306,0.003451,3.059956,0.485715,2.103706530965033e-12,-11.677014844780617,7.529580160467433e-12,-11.123229238815972
3229,ocm,289.85,93.68,1.55,7.6,14.24977,31.707944,60.43871,1.971644,0.00345,3.094044,0.490526,2.1271416872107933e-12,-11.672203581124824,7.613459202020146e-12,-11.11841797516018
3230,ocm,289.95,92.84,1.55,7.6,14.24977,31.707944,59.896774,1.967733,0.003449,3.123115,0.494588,2.1471282079868437e-12,-11.668142022466954,7.684994897753852e-12,-11.114356416502307
3231,ocm,290.05,92.1,1.55,7.6,14.24977,31.707944,59.419355,1.964257,0.003448,3.149294,0.498213,2.1651263018576558e-12,-11.664516764160542,7.749413621820714e-12,-11.110731158195895
3232,ocm,290.15,91.36,1.55,7.6,14.24977,31.707944,58.941935,1.960754,0.003446,3.175898,0.501866,2.1834159585451135e-12,-11.660863519768531,7.814875906653983e-12,-11.107077913803886
3233,ocm,290.25,90.566667,1.55,7.6,14.24977,31.707944,58.430108,1.956966,0.003445,3.204821,0.505804,2.203301039490313e-12,-11.65692616065336,7.886048529246728e-12,-11.103140554688713
3234,ocm,290.35,89.825,1.55,7.6,14.24977,31.707944,57.951613,1.953396,0.003444,3.232396,0.509525,2.2222586263942617e-12,-11.653205399274652,7.953901467924837e-12,-11.099419793310005
3235,ocm,290.45,89.275,1.55,7.6,14.24977,31.707944,57.596774,1.950728,0.003443,3.25343,0.512342,2.2367194700359113e-12,-11.65038848181988,8.005659676489146e-12,-11.096602875855234
3236,ocm,290.55,88.6,1.55,7.6,14.24977,31.707944,57.16129,1.947434,0.003442,3.279345,0.515787,2.254535894571642e-12,-11.646942845879567,8.069428170212063e-12,-11.093157239914921
3237,ocm,290.65,88.075,1.55,7.6,14.24977,31.707944,56.822581,1.944851,0.003441,3.300028,0.518518,2.268755377015486e-12,-11.644212328328182,8.12032249949485e-12,-11.090426722363535
3238,ocm,290.75,87.5,1.55,7.6,14.24977,31.707944,56.451613,1.942006,0.003439,3.322857,0.521512,2.284450050311205e-12,-11.641218333389135,8.176496827488333e-12,-11.08743272742449
3239,ocm,290.85,86.88,1.55,7.6,14.24977,31.707944,56.051613,1.938919,0.003438,3.347721,0.524749,2.3015438417797183e-12,-11.637980747877693,8.237678875085745e-12,-11.084195141913048
3240,ocm,290.95,86.2,1.55,7.6,14.24977,31.707944,55.612903,1.935507,0.003437,3.37529,0.528311,2.3204974309212692e-12,-11.63441890806259,8.305517504984565e-12,-11.080633302097946
3241,ocm,291.05,85.7,1.55,7.6,14.24977,31.707944,55.290323,1.932981,0.003436,3.396149,0.530987,2.334838134387455e-12,-11.631743222069607,8.356845708190079e-12,-11.07795761610496
3242,ocm,291.15,85.4,1.55,7.6,14.24977,31.707944,55.096774,1.931457,0.003435,3.409251,0.532659,2.343845171997615e-12,-11.63007108001227,8.389083670422833e-12,-11.076285474047623
3243,ocm,291.25,84.733333,1.55,7.6,14.24977,31.707944,54.666667,1.928053,0.003433,3.437254,0.536212,2.3630974985981943e-12,-11.626518359523084,8.457991540546742e-12,-11.072732753558439
3244,ocm,291.35,84.4,1.55,7.6,14.24977,31.707944,54.451613,1.926342,0.003432,3.452014,0.538073,2.373244986158523e-12,-11.624657427966794,8.494311397850122e-12,-11.070871822002148
3245,ocm,291.45,83.9,1.55,7.6,14.24977,31.707944,54.129032,1.923762,0.003431,3.473778,0.540802,2.388207704450188e-12,-11.621927904940545,8.547865914669494e-12,-11.068142298975898
3246,ocm,291.55,83.6,1.55,7.6,14.24977,31.707944,53.935484,1.922205,0.00343,3.48744,0.542507,2.397600191088066e-12,-11.620223235449261,8.581483474916158e-12,-11.066437629484616
3247,ocm,291.65,83.133333,1.55,7.6,14.24977,31.707944,53.634409,1.919773,0.003429,3.50822,0.545087,2.4118860427086904e-12,-11.617643215682778,8.632615352559135e-12,-11.063857609718132
3248,ocm,291.75,82.8,1.55,7.6,14.24977,31.707944,53.419355,1.91803,0.003428,3.523551,0.546981,2.4224260279969234e-12,-11.61574947583478,8.670340036563178e-12,-11.061963869870134
3249,ocm,291.85,82.3,1.55,7.6,14.24977,31.707944,53.096774,1.9154,0.003426,3.546173,0.54976,2.4379784287938853e-12,-11.612970141333399,8.726005143252143e-12,-11.059184535368754
3250,ocm,291.95,81.9,1.55,7.6,14.24977,31.707944,52.83871,1.913284,0.003425,3.564713,0.552025,2.4507249604557777e-12,-11.61070542594042,8.771627491475842e-12,-11.056919819975775
3251,ocm,292.05,81.566667,1.55,7.6,14.24977,31.707944,52.623656,1.911511,0.003424,3.580507,0.553944,2.4615830365229917e-12,-11.608785509598526,8.810490685050204e-12,-11.05499990363388
3252,ocm,292.15,81.3,1.55,7.6,14.24977,31.707944,52.451613,1.910088,0.003423,3.593481,0.555515,2.4705027479029667e-12,-11.60721465871509,8.842416089499531e-12,-11.053429052750444
3253,ocm,292.25,80.866667,1.55,7.6,14.24977,31.707944,52.172043,1.907767,0.003422,3.613974,0.557985,2.4845913703368363e-12,-11.60474502753449,8.892842045023719e-12,-11.050959421569843
3254,ocm,292.35,80.5,1.55,7.6,14.24977,31.707944,51.935484,1.905795,0.003421,3.631677,0.560107,2.4967623918968217e-12,-11.602622785961874,8.936404529201893e-12,-11.048837179997228
3255,ocm,292.45,79.757241,1.55,7.6,14.24977,31.707944,51.456285,1.901761,0.003419,3.666752,0.564282,2.520876093485802e-12,-11.598448500312388,9.022712218229471e-12,-11.044662894347743
3256,ocm,292.55,78.15,1.55,7.6,14.24977,31.707944,50.419355,1.892923,0.003418,3.743442,0.573271,2.5736004055134626e-12,-11.589458883675777,9.211422919068365e-12,-11.035673277711131
3257,ocm,292.65,76.88,1.55,7.6,14.24977,31.707944,49.6,1.885799,0.003417,3.806582,0.580535,2.6170086012287796e-12,-11.582194849977597,9.366789404102666e-12,-11.028409244012952
3258,ocm,292.75,75.99,1.55,7.6,14.24977,31.707944,49.025806,1.880737,0.003416,3.852481,0.58574,2.648563900961443e-12,-11.576989544533118,9.479732039079262e-12,-11.023203938568471
3259,ocm,292.85,75.225,1.55,7.6,14.24977,31.707944,48.532258,1.876359,0.003415,3.892988,0.590283,2.6764123683037763e-12,-11.572446971815447,9.579407190586287e-12,-11.018661365850802
3260,ocm,298.65,52.1,1.55,7.6,14.24977,31.707944,33.612903,1.716838,0.003348,5.732246,0.758325,3.940894348521255e-12,-11.404405207983743,1.4105237334368998e-11,-10.850619602019096
3261,ocm,298.75,51.8,1.55,7.6,14.24977,31.707944,33.419355,1.71433,0.003347,5.767375,0.760978,3.965045272771215e-12,-11.401751849556348,1.4191678250634075e-11,-10.847966243591701
3262,ocm,298.85,51.6,1.55,7.6,14.24977,31.707944,33.290323,1.71265,0.003346,5.791667,0.762804,3.98174602133993e-12,-11.39992644522482,1.4251453520253204e-11,-10.846140839260173
3263,ocm,298.95,51.5,1.55,7.6,14.24977,31.707944,33.225806,1.711807,0.003345,5.804854,0.763791,3.990812510150133e-12,-11.39893867505233,1.4283904270044378e-11,-10.845153069087685
3264,ocm,299.05,51.2,1.55,7.6,14.24977,31.707944,33.032258,1.70927,0.003344,5.84082,0.766474,4.01553894227194e-12,-11.396256157995014,1.4372405042373157e-11,-10.842470552030367
3265,ocm,299.25,51.0,1.55,7.6,14.24977,31.707944,32.903226,1.70757,0.003342,5.867647,0.768464,4.0339822154413e-12,-11.394266020786796,1.4438417150861688e-11,-10.840480414822151
3266,ocm,299.35,50.8,1.55,7.6,14.24977,31.707944,32.774194,1.705864,0.003341,5.892717,0.770316,4.051217373210587e-12,-11.392414453569524,1.4500105176302486e-11,-10.838628847604879
3267,ocm,299.45,50.5,1.55,7.6,14.24977,31.707944,32.580645,1.703291,0.003339,5.929703,0.773033,4.07664538872652e-12,-11.389697064465741,1.4591117053829434e-11,-10.835911458501096
3268,ocm,299.55,50.233333,1.55,7.6,14.24977,31.707944,32.408602,1.700991,0.003338,5.963172,0.775477,4.099655137402106e-12,-11.387252674554047,1.467347347787189e-11,-10.8334670685894
3269,ocm,299.65,49.9375,1.55,7.6,14.24977,31.707944,32.217742,1.698425,0.003337,6.000501,0.778187,4.1253184735694064e-12,-11.384542518392871,1.4765327614374504e-11,-10.830756912428225
3270,ocm,299.75,49.457895,1.55,7.6,14.24977,31.707944,31.908319,1.694235,0.003336,6.060711,0.782524,4.166712733032081e-12,-11.380206440209756,1.491348582476159e-11,-10.826420834245111
3271,ocm,299.85,49.133333,1.55,7.6,14.24977,31.707944,31.698925,1.691375,0.003335,6.102782,0.785528,4.195636197061071e-12,-11.377202176450513,1.5017008601213098e-11,-10.823416570485866
3272,ocm,299.95,48.85,1.55,7.6,14.24977,31.707944,31.516129,1.688864,0.003334,6.140225,0.788184,4.221378505397065e-12,-11.374545705548627,1.510914539466709e-11,-10.82076009958398
3273,ocm,300.05,48.552632,1.55,7.6,14.24977,31.707944,31.324278,1.686212,0.003333,6.179892,0.790981,4.248648962228004e-12,-11.371749150309702,1.5206751732670387e-11,-10.817963544345055
3274,ocm,300.15,48.246667,1.55,7.6,14.24977,31.707944,31.126882,1.683467,0.003332,6.221155,0.793871,4.277017501163959e-12,-11.368858972646303,1.530828832287892e-11,-10.815073366681656
3275,ocm,300.25,47.95,1.55,7.6,14.24977,31.707944,30.935484,1.680788,0.003331,6.261731,0.796694,4.304913215921191e-12,-11.366035599199048,1.540813258219287e-11,-10.812249993234401
3276,ocm,300.35,47.664286,1.55,7.6,14.24977,31.707944,30.751152,1.678192,0.003329,6.301364,0.799435,4.332160525283283e-12,-11.363295459259762,1.5505656070844497e-11,-10.809509853295115
3277,ocm,300.45,47.372222,1.55,7.6,14.24977,31.707944,30.562724,1.675521,0.003328,6.342324,0.802248,4.360320861592772e-12,-11.360481551260778,1.5606447462831456e-11,-10.80669594529613
3278,ocm,300.55,47.07,1.55,7.6,14.24977,31.707944,30.367742,1.672744,0.003327,6.385171,0.805173,4.389777722927461e-12,-11.357557469769272,1.571187937333352e-11,-10.803771863804625
3279,ocm,300.65,46.96875,1.55,7.6,14.24977,31.707944,30.302419,1.671794,0.003326,6.401065,0.806252,4.400704446888346e-12,-11.356477797852792,1.575098827124479e-11,-10.802692191888147
3280,ocm,300.75,46.59,1.55,7.6,14.24977,31.707944,30.058065,1.668291,0.003325,6.455248,0.809913,4.4379552814204446e-12,-11.352817078203646,1.5884316347440415e-11,-10.799031472239001
3281,ocm,300.85,46.338462,1.55,7.6,14.24977,31.707944,29.895782,1.665941,0.003324,6.492447,0.812408,4.463529370762673e-12,-11.350321603151084,1.5975851051972105e-11,-10.796535997186437
3282,ocm,300.95,46.1,1.55,7.6,14.24977,31.707944,29.741935,1.6637,0.003323,6.5282,0.814793,4.488109234372266e-12,-11.347936581496148,1.6063827226717775e-11,-10.794150975531501
3283,ocm,301.05,45.876923,1.55,7.6,14.24977,31.707944,29.598015,1.661593,0.003322,6.562123,0.817044,4.511431276159323e-12,-11.345685653970069,1.6147301409336233e-11,-10.791900048005422
3284,ocm,301.15,45.665217,1.55,7.6,14.24977,31.707944,29.461431,1.659585,0.003321,6.594735,0.819197,4.533851987339607e-12,-11.34353266200635,1.6227549552126947e-11,-10.789747056041705
3285,ocm,301.25,45.378125,1.55,7.6,14.24977,31.707944,29.27621,1.656845,0.00332,6.638661,0.822081,4.564051168252015e-12,-11.340649495286923,1.6335638370654367e-11,-10.786863889322277
3286,ocm,301.35,45.13,1.55,7.6,14.24977,31.707944,29.116129,1.654465,0.003318,6.677376,0.824606,4.590667715287556e-12,-11.338124141483524,1.6430904236662315e-11,-10.784338535518877
3287,ocm,301.45,44.837931,1.55,7.6,14.24977,31.707944,28.927697,1.651644,0.003317,6.723102,0.82757,4.6221040743944874e-12,-11.335160279881062,1.654342115970495e-11,-10.781374673916417
3288,ocm,301.55,44.563158,1.55,7.6,14.24977,31.707944,28.750424,1.648975,0.003316,6.766801,0.830383,4.652146356730606e-12,-11.332346630805015,1.6650948407314642e-11,-10.778561024840368
3289,ocm,301.65,44.304167,1.55,7.6,14.24977,31.707944,28.583333,1.646444,0.003315,6.808615,0.833059,4.6808933955513e-12,-11.329671249547843,1.6753839723185198e-11,-10.775885643583198
3290,ocm,301.75,44.01,1.55,7.6,14.24977,31.707944,28.393548,1.643551,0.003314,6.856396,0.836096,4.713743064696509e-12,-11.326634093560866,1.68714151613145e-11,-10.772848487596221
3291,ocm,301.85,43.742857,1.55,7.6,14.24977,31.707944,28.221198,1.640906,0.003313,6.900555,0.838884,4.7441021478977665e-12,-11.323845968507467,1.698007630163872e-11,-10.77006036254282
3292,ocm,301.95,43.473333,1.55,7.6,14.24977,31.707944,28.047312,1.638222,0.003312,6.945637,0.841712,4.7750958368081944e-12,-11.321017907644782,1.709100882083027e-11,-10.767232301680137
3293,ocm,302.05,43.2,1.55,7.6,14.24977,31.707944,27.870968,1.635482,0.003311,6.991898,0.844595,4.806900022964532e-12,-11.318134910516735,1.7204842269354438e-11,-10.76434930455209
3294,ocm,302.15,42.933333,1.55,7.6,14.24977,31.707944,27.698925,1.632794,0.00331,7.037655,0.847428,4.838357892308506e-12,-11.315302010115113,1.731743618177354e-11,-10.761516404150466
3295,ocm,302.25,42.688889,1.55,7.6,14.24977,31.707944,27.541219,1.630314,0.003309,7.080297,0.850051,4.86767365005097e-12,-11.312678546451234,1.742236305471787e-11,-10.75889294048659
3296,ocm,302.35,42.433333,1.55,7.6,14.24977,31.707944,27.376344,1.627707,0.003307,7.125295,0.852803,4.898609536678211e-12,-11.309927176347758,1.75330886881493e-11,-10.756141570383113
3297,ocm,302.45,42.166667,1.55,7.6,14.24977,31.707944,27.204301,1.624969,0.003306,7.172727,0.855684,4.931219232443335e-12,-11.307045689149271,1.7649805214270138e-11,-10.753260083184625
3298,ocm,302.55,41.764706,1.55,7.6,14.24977,31.707944,26.944972,1.620806,0.003305,7.244155,0.859988,4.9803254654785605e-12,-11.302742275063027,1.7825566097537303e-11,-10.748956669098382
3299,ocm,302.65,41.56875,1.55,7.6,14.24977,31.707944,26.818548,1.618763,0.003304,7.28071,0.862174,5.005456705376434e-12,-11.300556290696964,1.7915515756654525e-11,-10.746770684732317
3300,ocm,302.75,41.133333,1.55,7.6,14.24977,31.707944,26.537634,1.614193,0.003303,7.360211,0.86689,5.060113363369025e-12,-11.295839753410375,1.811114270442546e-11,-10.742054147445728
3301,ocm,302.85,40.9,1.55,7.6,14.24977,31.707944,26.387097,1.611723,0.003302,7.404645,0.869504,5.0906620431491355e-12,-11.29322573377533,1.822048244826096e-11,-10.739440127810683
3302,ocm,302.95,40.781818,1.55,7.6,14.24977,31.707944,26.31085,1.610444,0.003301,7.428556,0.870904,5.107100108592292e-12,-11.291825629087262,1.8279317523218153e-11,-10.738040023122617
3303,ocm,303.05,40.56,1.55,7.6,14.24977,31.707944,26.167742,1.608095,0.0033,7.471647,0.873416,5.136725264003515e-12,-11.28931366174656,1.838535179137854e-11,-10.735528055781913
3304,ocm,303.15,40.281818,1.55,7.6,14.24977,31.707944,25.98827,1.605104,0.003299,7.525728,0.876549,5.1739056633336175e-12,-11.286181494109455,1.8518427766108615e-11,-10.73239588814481
3305,ocm,303.25,40.02,1.55,7.6,14.24977,31.707944,25.819355,1.602277,0.003298,7.577461,0.879524,5.209472160199039e-12,-11.28320627852889,1.8645727265935882e-11,-10.729420672564244
3306,ocm,303.35,39.8625,1.55,7.6,14.24977,31.707944,25.717742,1.600564,0.003297,7.609909,0.881379,5.231779878902654e-12,-11.281350536738257,1.8725570986390076e-11,-10.72756493077361
3307,ocm,303.45,39.75,1.55,7.6,14.24977,31.707944,25.645161,1.599337,0.003295,7.633962,0.88275,5.2483163520590815e-12,-11.279979994933312,1.8784758281942e-11,-10.726194388968665
3308,ocm,303.55,39.4,1.55,7.6,14.24977,31.707944,25.419355,1.59549,0.003294,7.704315,0.886734,5.2966833646177665e-12,-11.275995988383915,1.8957873349477532e-11,-10.722210382419268
3309,ocm,303.65,39.3375,1.55,7.6,14.24977,31.707944,25.379032,1.594806,0.003293,7.719098,0.887567,5.306846498570866e-12,-11.275163474230002,1.8994249208303395e-11,-10.721377868265357
3310,ocm,303.75,39.147059,1.55,7.6,14.24977,31.707944,25.256167,1.592698,0.003292,7.759204,0.889817,5.334419214202603e-12,-11.27291285755111,1.9092937390107774e-11,-10.719127251586464
3311,ocm,303.85,38.914286,1.55,7.6,14.24977,31.707944,25.105991,1.590108,0.003291,7.808186,0.89255,5.368094721838516e-12,-11.270179829499115,1.9213468666907454e-11,-10.71639422353447
3312,ocm,303.95,38.715,1.55,7.6,14.24977,31.707944,24.977419,1.587878,0.00329,7.850962,0.894923,5.397502850375975e-12,-11.267807119646399,1.9318726153126575e-11,-10.714021513681752
3313,ocm,304.05,38.508333,1.55,7.6,14.24977,31.707944,24.844086,1.585554,0.003289,7.895694,0.89739,5.428255552477367e-12,-11.265339714730386,1.9428796133047766e-11,-10.71155410876574
3314,ocm,304.15,38.272222,1.55,7.6,14.24977,31.707944,24.691756,1.582883,0.003288,7.947017,0.900204,5.463540162248454e-12,-11.262525860095538,1.955508670342516e-11,-10.708740254130893
3315,ocm,304.25,38.071429,1.55,7.6,14.24977,31.707944,24.562212,1.580598,0.003287,7.991557,0.902631,5.4941612926344405e-12,-11.260098595102408,1.966468576225379e-11,-10.706312989137762
3316,ocm,304.35,37.85,1.55,7.6,14.24977,31.707944,24.419355,1.578065,0.003286,8.040951,0.905307,5.528119448842056e-12,-11.257422581514373,1.978622869398088e-11,-10.703636975549726
3317,ocm,304.45,37.630769,1.55,7.6,14.24977,31.707944,24.277916,1.575543,0.003285,8.090454,0.907973,5.562152362877923e-12,-11.254757118770884,1.9908039198704562e-11,-10.700971512806237
3318,ocm,304.55,37.411765,1.55,7.6,14.24977,31.707944,24.136622,1.573007,0.003284,8.140487,0.91065,5.596550183661605e-12,-11.252079597614273,2.0031155776575007e-11,-10.698293991649626
3319,ocm,304.65,37.208333,1.55,7.6,14.24977,31.707944,24.005376,1.570639,0.003282,8.187682,0.913161,5.628996328683853e-12,-11.249569034593105,2.0147286922363245e-11,-10.69578342862846
3320,ocm,304.75,37.0,1.55,7.6,14.24977,31.707944,23.870968,1.568201,0.003281,8.236486,0.915742,5.662549173649669e-12,-11.246988013543884,2.026737916529884e-11,-10.693202407579237
3321,ocm,304.85,36.8,1.55,7.6,14.24977,31.707944,23.741935,1.565847,0.00328,8.283967,0.918238,5.695192092299708e-12,-11.244491623082887,2.038421460267058e-11,-10.690706017118242
3322,ocm,304.95,36.578571,1.55,7.6,14.24977,31.707944,23.599078,1.563226,0.003279,8.336848,0.921002,5.731547538262791e-12,-11.241728101141351,2.0514337906762336e-11,-10.687942495176706
3323,ocm,305.05,36.444444,1.55,7.6,14.24977,31.707944,23.512545,1.561631,0.003278,8.370274,0.92274,5.754527854501285e-12,-11.239990303414983,2.059658898631346e-11,-10.686204697450336
