,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D,D_comp,ln_D_comp,D_but,ln_D_but
0,butanol,286.15,3.72,0.82668,100.0,100.0,100.0,4.499927,0.570543,0.003495,76.922043,1.886051,1.892807345008333e-10,-9.722893587440153,1.892807345008333e-10,-9.722893587440153
1,butanol,286.35,3.7,0.82668,100.0,100.0,100.0,4.475734,0.568202,0.003492,77.391892,1.888695,1.9043688347771364e-10,-9.72024893442031,1.9043688347771364e-10,-9.72024893442031
2,butanol,286.45,3.7,0.82668,100.0,100.0,100.0,4.475734,0.568202,0.003491,77.418919,1.888847,1.9050338841344879e-10,-9.720097295284026,1.9050338841344879e-10,-9.720097295284026
3,butanol,286.55,3.7,0.82668,100.0,100.0,100.0,4.475734,0.568202,0.00349,77.445946,1.888999,1.9056989334918399e-10,-9.719945709075889,1.9056989334918399e-10,-9.719945709075889
4,butanol,286.65,3.6975,0.82668,100.0,100.0,100.0,4.47271,0.567908,0.003489,77.525355,1.889444,1.9076529375367165e-10,-9.719500634360898,1.9076529375367165e-10,-9.719500634360898
5,butanol,286.75,3.698947,0.82668,100.0,100.0,100.0,4.474461,0.568078,0.003487,77.522055,1.889425,1.9075719168628832e-10,-9.71951907984336,1.9075719168628832e-10,-9.71951907984336
6,butanol,286.85,3.693571,0.82668,100.0,100.0,100.0,4.467958,0.567446,0.003486,77.661961,1.890208,1.9110145985514871e-10,-9.718735995286098,1.9110145985514871e-10,-9.718735995286098
7,butanol,286.95,3.69,0.82668,100.0,100.0,100.0,4.463638,0.567026,0.003485,77.764228,1.89078,1.9135308358830935e-10,-9.718164534878746,1.9135308358830935e-10,-9.718164534878746
8,butanol,287.05,3.69,0.82668,100.0,100.0,100.0,4.463638,0.567026,0.003484,77.791328,1.890931,1.9141976875422273e-10,-9.718013212758084,1.9141976875422273e-10,-9.718013212758084
9,butanol,287.15,3.67,0.82668,100.0,100.0,100.0,4.439445,0.564666,0.003483,78.242507,1.893443,1.9252997682978253e-10,-9.715501641437566,1.9252997682978253e-10,-9.715501641437566
10,butanol,287.25,3.67,0.82668,100.0,100.0,100.0,4.439445,0.564666,0.003481,78.269755,1.893594,1.9259702540259461e-10,-9.715350424694428,1.9259702540259461e-10,-9.715350424694428
11,butanol,287.35,3.67,0.82668,100.0,100.0,100.0,4.439445,0.564666,0.00348,78.297003,1.893745,1.9266407397540668e-10,-9.715199260585035,1.9266407397540668e-10,-9.715199260585035
12,butanol,287.45,3.664,0.82668,100.0,100.0,100.0,4.432187,0.563955,0.003479,78.452511,1.894607,1.9304673028164914e-10,-9.71433754981648,1.9304673028164914e-10,-9.71433754981648
13,butanol,287.55,3.660435,0.82668,100.0,100.0,100.0,4.427874,0.563533,0.003478,78.556242,1.895181,1.93301967666188e-10,-9.713763725163282,1.93301967666188e-10,-9.713763725163282
14,butanol,287.65,3.66,0.82668,100.0,100.0,100.0,4.427348,0.563481,0.003476,78.592896,1.895383,1.9339217384601171e-10,-9.713561104835556,1.9339217384601171e-10,-9.713561104835556
15,butanol,287.75,3.644324,0.82668,100.0,100.0,100.0,4.408386,0.561616,0.003475,78.958395,1.897398,1.9429156807644525e-10,-9.711546046633009,1.9429156807644525e-10,-9.711546046633009
16,butanol,287.85,3.6325,0.82668,100.0,100.0,100.0,4.394082,0.560205,0.003474,79.242946,1.898961,1.9499173924317783e-10,-9.709983786981569,1.9499173924317783e-10,-9.709983786981569
17,butanol,287.95,3.631071,0.82668,100.0,100.0,100.0,4.392354,0.560034,0.003473,79.301662,1.899282,1.951362452188524e-10,-9.709662055892249,1.951362452188524e-10,-9.709662055892249
18,butanol,288.05,3.606827,0.82668,100.0,100.0,100.0,4.363027,0.557125,0.003472,79.86244,1.902343,1.965161149468172e-10,-9.706601830298652,1.965161149468172e-10,-9.706601830298652
19,butanol,288.15,3.6,0.82668,100.0,100.0,100.0,4.354768,0.556303,0.00347,80.041667,1.903316,1.969571382187511e-10,-9.705628274652575,1.969571382187511e-10,-9.705628274652575
20,butanol,288.25,3.6,0.82668,100.0,100.0,100.0,4.354768,0.556303,0.003469,80.069444,1.903467,1.9702549051381227e-10,-9.705477582603212,1.9702549051381227e-10,-9.705477582603212
21,butanol,288.35,3.578,0.82668,100.0,100.0,100.0,4.328156,0.553638,0.003468,80.589715,1.90628,1.9830571104302528e-10,-9.702664778287101,1.9830571104302528e-10,-9.702664778287101
22,butanol,288.45,3.571333,0.82668,100.0,100.0,100.0,4.320092,0.55283,0.003467,80.768154,1.90724,1.9874481107591046e-10,-9.701704201290445,1.9874481107591046e-10,-9.701704201290445
23,butanol,288.55,3.575,0.82668,100.0,100.0,100.0,4.324527,0.553276,0.003466,80.713287,1.906945,1.9860978199619155e-10,-9.70199936529508,1.9860978199619155e-10,-9.70199936529508
24,butanol,288.65,3.551935,0.82668,100.0,100.0,100.0,4.296627,0.550464,0.003464,81.265553,1.909906,1.9996876037951286e-10,-9.699037845608467,1.9996876037951286e-10,-9.699037845608467
25,butanol,288.75,3.55,0.82668,100.0,100.0,100.0,4.294286,0.550228,0.003463,81.338028,1.910294,2.0014707243966908e-10,-9.698650757957555,2.0014707243966908e-10,-9.698650757957555
26,butanol,288.85,3.541525,0.82668,100.0,100.0,100.0,4.284034,0.54919,0.003462,81.5609,1.911482,2.0069551264583632e-10,-9.697462337801197,2.0069551264583632e-10,-9.697462337801197
27,butanol,288.95,3.529111,0.82668,100.0,100.0,100.0,4.269017,0.547663,0.003461,81.876141,1.913157,2.0147120441529484e-10,-9.695787017300544,2.0147120441529484e-10,-9.695787017300544
28,butanol,289.05,3.517222,0.82668,100.0,100.0,100.0,4.254636,0.546199,0.00346,82.18133,1.914773,2.0222218328768724e-10,-9.694171205070457,2.0222218328768724e-10,-9.694171205070457
29,butanol,289.15,3.51,0.82668,100.0,100.0,100.0,4.245899,0.545307,0.003458,82.378917,1.915816,2.0270837043011566e-10,-9.693128317628872,2.0270837043011566e-10,-9.693128317628872
30,butanol,289.25,3.51,0.82668,100.0,100.0,100.0,4.245899,0.545307,0.003457,82.407407,1.915966,2.0277847534812713e-10,-9.692978146644698,2.0277847534812713e-10,-9.692978146644698
31,butanol,289.35,3.51,0.82668,100.0,100.0,100.0,4.245899,0.545307,0.003456,82.435897,1.916116,2.028485802661386e-10,-9.69282802756892,2.028485802661386e-10,-9.69282802756892
32,butanol,289.55,3.49,0.82668,100.0,100.0,100.0,4.221706,0.542825,0.003454,82.965616,1.918898,2.041520496442942e-10,-9.69004625549245,2.041520496442942e-10,-9.69004625549245
33,butanol,289.65,3.477333,0.82668,100.0,100.0,100.0,4.206384,0.541245,0.003452,83.296587,1.920627,2.049664848091359e-10,-9.688317147004778,2.049664848091359e-10,-9.688317147004778
34,butanol,289.75,3.47625,0.82668,100.0,100.0,100.0,4.205073,0.541109,0.003451,83.351312,1.920912,2.0510112615117647e-10,-9.688031955039245,2.0510112615117647e-10,-9.688031955039245
35,butanol,289.85,3.476667,0.82668,100.0,100.0,100.0,4.205577,0.54116,0.00345,83.370086,1.92101,2.0514730287520992e-10,-9.68793418844171,2.0514730287520992e-10,-9.68793418844171
36,butanol,289.95,3.47,0.82668,100.0,100.0,100.0,4.197513,0.540326,0.003449,83.559078,1.921994,2.0561237069379468e-10,-9.686950759509301,2.0561237069379468e-10,-9.686950759509301
37,butanol,290.05,3.45,0.82668,100.0,100.0,100.0,4.17332,0.537819,0.003448,84.072464,1.924654,2.068756505999095e-10,-9.68429062307232,2.068756505999095e-10,-9.68429062307232
38,butanol,290.15,3.436667,0.82668,100.0,100.0,100.0,4.157191,0.536136,0.003446,84.42774,1.926485,2.0774985264266453e-10,-9.682459275589581,2.0774985264266453e-10,-9.682459275589581
39,butanol,290.25,3.432353,0.82668,100.0,100.0,100.0,4.151973,0.535591,0.003445,84.562982,1.92718,2.0808265673551882e-10,-9.681764115838087,2.0808265673551882e-10,-9.681764115838087
40,butanol,290.35,3.436667,0.82668,100.0,100.0,100.0,4.157191,0.536136,0.003444,84.485936,1.926784,2.078930543332678e-10,-9.682160020120786,2.078930543332678e-10,-9.682160020120786
41,butanol,290.45,3.43,0.82668,100.0,100.0,100.0,4.149127,0.535294,0.003443,84.6793,1.927777,2.083688826876293e-10,-9.681167137033185,2.083688826876293e-10,-9.681167137033185
42,butanol,290.55,3.425,0.82668,100.0,100.0,100.0,4.143078,0.53466,0.003442,84.832117,1.92856,2.0874491558563177e-10,-9.680384093856315,2.0874491558563177e-10,-9.680384093856315
43,butanol,290.65,3.403333,0.82668,100.0,100.0,100.0,4.116869,0.531903,0.003441,85.401567,1.931466,2.1014617263224284e-10,-9.677478515341313,2.1014617263224284e-10,-9.677478515341313
44,butanol,290.75,3.395833,0.82668,100.0,100.0,100.0,4.107797,0.530946,0.003439,85.619632,1.932573,2.106827610207066e-10,-9.676370998800412,2.106827610207066e-10,-9.676370998800412
45,butanol,290.85,3.398,0.82668,100.0,100.0,100.0,4.110418,0.531223,0.003438,85.594467,1.932446,2.1062081832473496e-10,-9.676498704201302,2.1062081832473496e-10,-9.676498704201302
46,butanol,290.95,3.397778,0.82668,100.0,100.0,100.0,4.110149,0.531195,0.003437,85.629496,1.932623,2.1070699996576278e-10,-9.676321036314032,2.1070699996576278e-10,-9.676321036314032
47,butanol,291.05,3.36619,0.82668,100.0,100.0,100.0,4.071939,0.527137,0.003436,86.462725,1.936829,2.127573539199777e-10,-9.672115419672657,2.127573539199777e-10,-9.672115419672657
48,butanol,291.15,3.367273,0.82668,100.0,100.0,100.0,4.073248,0.527278,0.003435,86.464633,1.936839,2.1276200220597198e-10,-9.672105931385328,2.1276200220597198e-10,-9.672105931385328
49,butanol,291.25,3.366667,0.82668,100.0,100.0,100.0,4.072515,0.5272,0.003433,86.509901,1.937066,2.1287338893817835e-10,-9.671878625831019,2.1287338893817835e-10,-9.671878625831019
50,butanol,291.35,3.338864,0.82668,100.0,100.0,100.0,4.038883,0.523598,0.003432,87.260227,1.940816,2.1471970166456327e-10,-9.66812810492729,2.1471970166456327e-10,-9.66812810492729
51,butanol,291.45,3.336667,0.82668,100.0,100.0,100.0,4.036225,0.523312,0.003431,87.347652,1.941251,2.149348287499983e-10,-9.667693204292915,2.149348287499983e-10,-9.667693204292915
52,butanol,291.55,3.31,0.82668,100.0,100.0,100.0,4.003968,0.519828,0.00343,88.081571,1.944885,2.1674079108851685e-10,-9.664059345821318,2.1674079108851685e-10,-9.664059345821318
53,butanol,291.65,3.31,0.82668,100.0,100.0,100.0,4.003968,0.519828,0.003429,88.111782,1.945034,2.1681513195323593e-10,-9.663910410812347,2.1681513195323593e-10,-9.663910410812347
54,butanol,291.75,3.301333,0.82668,100.0,100.0,100.0,3.993484,0.518689,0.003428,88.373384,1.946321,2.1745887343913236e-10,-9.66262286619122,2.1745887343913236e-10,-9.66262286619122
55,butanol,291.85,3.300714,0.82668,100.0,100.0,100.0,3.992735,0.518608,0.003426,88.420255,1.946552,2.175742046386483e-10,-9.662392595403832,2.175742046386483e-10,-9.662392595403832
56,butanol,291.95,3.301818,0.82668,100.0,100.0,100.0,3.99407,0.518753,0.003425,88.42098,1.946555,2.175759813387266e-10,-9.662389048991283,2.175759813387266e-10,-9.662389048991283
57,butanol,292.05,3.286667,0.82668,100.0,100.0,100.0,3.975742,0.516754,0.003424,88.859026,1.948702,2.1865383983655532e-10,-9.660242891494589,2.1865383983655532e-10,-9.660242891494589
58,butanol,292.15,3.267333,0.82668,100.0,100.0,100.0,3.952356,0.514188,0.003423,89.415425,1.951412,2.2002300594286286e-10,-9.6575319063066,2.2002300594286286e-10,-9.6575319063066
59,butanol,292.25,3.271875,0.82668,100.0,100.0,100.0,3.957849,0.514796,0.003422,89.321872,1.950958,2.1979277825055423e-10,-9.657986581327721,2.1979277825055423e-10,-9.657986581327721
60,butanol,292.35,3.277778,0.82668,100.0,100.0,100.0,3.96499,0.515579,0.003421,89.191525,1.950324,2.1947202177839755e-10,-9.65862083561189,2.1947202177839755e-10,-9.65862083561189
61,butanol,292.45,3.252,0.82668,100.0,100.0,100.0,3.933808,0.51215,0.003419,89.929274,1.953901,2.2128740247938886e-10,-9.655043309025352,2.2128740247938886e-10,-9.655043309025352
62,butanol,292.55,3.253125,0.82668,100.0,100.0,100.0,3.935168,0.512299,0.003418,89.928915,1.953899,2.2128651715663946e-10,-9.655045046546554,2.2128651715663946e-10,-9.655045046546554
63,butanol,292.65,3.236604,0.82668,100.0,100.0,100.0,3.915183,0.510087,0.003417,90.418853,1.956259,2.224920841064934e-10,-9.652685435874172,2.224920841064934e-10,-9.652685435874172
64,butanol,292.75,3.216567,0.82668,100.0,100.0,100.0,3.890946,0.507392,0.003416,91.013178,1.959104,2.2395455703227483e-10,-9.649840096095671,2.2395455703227483e-10,-9.649840096095671
65,butanol,292.85,3.21,0.82668,100.0,100.0,100.0,3.883002,0.506505,0.003415,91.23053,1.96014,2.2448937878873937e-10,-9.648804201843555,2.2448937878873937e-10,-9.648804201843555
66,butanol,292.95,3.21,0.82668,100.0,100.0,100.0,3.883002,0.506505,0.003414,91.261682,1.960288,2.245660355682472e-10,-9.648655927863999,2.245660355682472e-10,-9.648655927863999
67,butanol,293.05,3.21,0.82668,100.0,100.0,100.0,3.883002,0.506505,0.003412,91.292835,1.960437,2.2464269234775507e-10,-9.648507704489896,2.2464269234775507e-10,-9.648507704489896
68,butanol,293.15,3.18,0.82668,100.0,100.0,100.0,3.846712,0.502427,0.003411,92.185535,1.964663,2.2683934298695405e-10,-9.644281619266279,2.2683934298695405e-10,-9.644281619266279
69,butanol,293.25,3.181,0.82668,100.0,100.0,100.0,3.847922,0.502563,0.00341,92.187991,1.964674,2.2684538791598055e-10,-9.64427004612246,2.2684538791598055e-10,-9.64427004612246
70,butanol,293.35,3.182857,0.82668,100.0,100.0,100.0,3.850168,0.502817,0.003409,92.165619,1.964569,2.2679034817553992e-10,-9.644375432245175,2.2679034817553992e-10,-9.644375432245175
71,butanol,293.55,3.16,0.82668,100.0,100.0,100.0,3.822519,0.499687,0.003407,92.89557,1.967995,2.2858651384411226e-10,-9.640949395707384,2.2858651384411226e-10,-9.640949395707384
72,butanol,293.65,3.16,0.82668,100.0,100.0,100.0,3.822519,0.499687,0.003405,92.927215,1.968143,2.2866438354734646e-10,-9.64080147524209,2.2866438354734646e-10,-9.64080147524209
73,butanol,293.75,3.145,0.82668,100.0,100.0,100.0,3.804374,0.497616,0.003404,93.402226,1.970357,2.2983323379072658e-10,-9.638587172304158,2.2983323379072658e-10,-9.638587172304158
74,butanol,293.85,3.155,0.82668,100.0,100.0,100.0,3.816471,0.498999,0.003403,93.137876,1.969126,2.2918275389351996e-10,-9.639818066332397,2.2918275389351996e-10,-9.639818066332397
75,butanol,293.95,3.146667,0.82668,100.0,100.0,100.0,3.80639,0.49785,0.003402,93.416314,1.970423,2.2986787505518553e-10,-9.638521718861737,2.2986787505518553e-10,-9.638521718861737
76,butanol,294.05,3.138,0.82668,100.0,100.0,100.0,3.795907,0.496648,0.003401,93.706182,1.971768,2.3058117433349134e-10,-9.637176153315524,2.3058117433349134e-10,-9.637176153315524
77,butanol,294.15,3.12,0.82668,100.0,100.0,100.0,3.774133,0.494155,0.0034,94.278846,1.974414,2.319903183720243e-10,-9.63453013909764,2.319903183720243e-10,-9.63453013909764
78,butanol,294.25,3.1,0.82668,100.0,100.0,100.0,3.74994,0.49136,0.003398,94.919355,1.977355,2.3356640696223745e-10,-9.631589620121463,2.3356640696223745e-10,-9.631589620121463
79,butanol,294.35,3.102727,0.82668,100.0,100.0,100.0,3.753239,0.491742,0.003397,94.868151,1.97712,2.3344043154462396e-10,-9.631823922600745,2.3344043154462396e-10,-9.631823922600745
80,butanol,294.45,3.102857,0.82668,100.0,100.0,100.0,3.753396,0.491759,0.003396,94.896409,1.97725,2.3350995489233837e-10,-9.631694600054384,2.3350995489233837e-10,-9.631694600054384
81,butanol,294.55,3.0975,0.82668,100.0,100.0,100.0,3.746915,0.491011,0.003395,95.092817,1.978148,2.339932417658101e-10,-9.630796685778751,2.339932417658101e-10,-9.630796685778751
82,butanol,294.65,3.071579,0.82668,100.0,100.0,100.0,3.71556,0.487361,0.003394,95.927862,1.981945,2.360480178539497e-10,-9.626999642081726,2.360480178539497e-10,-9.626999642081726
83,butanol,294.75,3.070714,0.82668,100.0,100.0,100.0,3.714514,0.487238,0.003393,95.987439,1.982214,2.36194644924287e-10,-9.626729953065418,2.36194644924287e-10,-9.626729953065418
84,butanol,294.85,3.055,0.82668,100.0,100.0,100.0,3.695505,0.485006,0.003392,96.513912,1.98459,2.3749010512479785e-10,-9.62435448026741,2.3749010512479785e-10,-9.62435448026741
85,butanol,294.95,3.051765,0.82668,100.0,100.0,100.0,3.691591,0.484549,0.00339,96.648998,1.985197,2.3782248614112736e-10,-9.623747085186936,2.3782248614112736e-10,-9.623747085186936
86,butanol,295.05,3.033879,0.82668,100.0,100.0,100.0,3.669956,0.481997,0.003389,97.251726,1.987897,2.3930565710784697e-10,-9.62104703468501,2.3930565710784697e-10,-9.62104703468501
87,butanol,295.15,3.03,0.82668,100.0,100.0,100.0,3.665263,0.481443,0.003388,97.409241,1.9886,2.396932263838013e-10,-9.620344238747753,2.396932263838013e-10,-9.620344238747753
88,butanol,295.25,3.023333,0.82668,100.0,100.0,100.0,3.657199,0.480484,0.003387,97.657111,1.989704,2.4030318334273404e-10,-9.619240475975017,2.4030318334273404e-10,-9.619240475975017
89,butanol,295.35,3.01,0.82668,100.0,100.0,100.0,3.64107,0.478566,0.003386,98.122924,1.99177,2.4144937291274366e-10,-9.617173918202706,2.4144937291274366e-10,-9.617173918202706
90,butanol,295.45,3.006667,0.82668,100.0,100.0,100.0,3.637038,0.478085,0.003385,98.264967,1.992399,2.417988692228233e-10,-9.616545734457201,2.417988692228233e-10,-9.616545734457201
91,butanol,295.55,3.000556,0.82668,100.0,100.0,100.0,3.629646,0.477202,0.003384,98.498426,1.993429,2.423733298068087e-10,-9.615515170623649,2.423733298068087e-10,-9.615515170623649
92,butanol,295.65,3.002857,0.82668,100.0,100.0,100.0,3.63243,0.477534,0.003382,98.456232,1.993243,2.4226955104889076e-10,-9.615701165484491,2.4226955104889076e-10,-9.615701165484491
93,butanol,295.75,3.0,0.82668,100.0,100.0,100.0,3.628974,0.477121,0.003381,98.583333,1.993803,2.425822951720797e-10,-9.615140899222357,2.425822951720797e-10,-9.615140899222357
94,butanol,295.85,2.99,0.82668,100.0,100.0,100.0,3.616877,0.475669,0.00338,98.946488,1.9954,2.4347590427373225e-10,-9.613544012514062,2.4347590427373225e-10,-9.613544012514062
95,butanol,295.95,2.966471,0.82668,100.0,100.0,100.0,3.588415,0.472238,0.003379,99.765021,1.998978,2.454900189621539e-10,-9.609966160558441,2.454900189621539e-10,-9.609966160558441
96,butanol,296.05,2.965,0.82668,100.0,100.0,100.0,3.586636,0.472022,0.003378,99.848229,1.99934,2.4569480280030347e-10,-9.609604030084924,2.4569480280030347e-10,-9.609604030084924
97,butanol,296.15,2.97,0.82668,100.0,100.0,100.0,3.592684,0.472754,0.003377,99.713805,1.998755,2.4536402645290233e-10,-9.610189110142912,2.4536402645290233e-10,-9.610189110142912
98,butanol,296.25,2.946923,0.82668,100.0,100.0,100.0,3.564769,0.469365,0.003376,100.528583,2.00229,2.4736894273360386e-10,-9.606654827124421,2.4736894273360386e-10,-9.606654827124421
99,butanol,296.35,2.941111,0.82668,100.0,100.0,100.0,3.557738,0.468511,0.003374,100.761239,2.003293,2.47941439506894e-10,-9.605650881682603,2.47941439506894e-10,-9.605650881682603
100,butanol,296.45,2.92,0.82668,100.0,100.0,100.0,3.532201,0.465383,0.003373,101.523973,2.006569,2.498182751204728e-10,-9.602375794570097,2.498182751204728e-10,-9.602375794570097
101,butanol,296.55,2.937143,0.82668,100.0,100.0,100.0,3.552938,0.467924,0.003372,100.965467,2.004173,2.4844395782364043e-10,-9.604771560865561,2.4844395782364043e-10,-9.604771560865561
102,butanol,296.65,2.92,0.82668,100.0,100.0,100.0,3.532201,0.465383,0.003371,101.592466,2.006862,2.4998681502610304e-10,-9.602082896577608,2.4998681502610304e-10,-9.602082896577608
103,butanol,296.75,2.92,0.82668,100.0,100.0,100.0,3.532201,0.465383,0.00337,101.626712,2.007008,2.500710849789182e-10,-9.601936521624452,2.500710849789182e-10,-9.601936521624452
104,butanol,296.95,2.893571,0.82668,100.0,100.0,100.0,3.500232,0.461432,0.003368,102.624043,2.011249,2.5252523772974e-10,-9.597695211370926,2.5252523772974e-10,-9.597695211370926
105,butanol,297.05,2.892857,0.82668,100.0,100.0,100.0,3.499368,0.461326,0.003366,102.683951,2.011503,2.5267262534065865e-10,-9.597441807179745,2.5267262534065865e-10,-9.597441807179745
106,butanol,297.15,2.895385,0.82668,100.0,100.0,100.0,3.502425,0.461704,0.003365,102.628852,2.011269,2.525369998073907e-10,-9.597674983347366,2.525369998073907e-10,-9.597674983347366
107,butanol,297.25,2.885,0.82668,100.0,100.0,100.0,3.489863,0.460145,0.003364,103.032929,2.012976,2.535313377641394e-10,-9.595968352003684,2.535313377641394e-10,-9.595968352003684
108,butanol,297.35,2.88,0.82668,100.0,100.0,100.0,3.483815,0.459392,0.003363,103.246528,2.013875,2.5405693670547307e-10,-9.595068942726597,2.5405693670547307e-10,-9.595068942726597
109,butanol,297.45,2.862222,0.82668,100.0,100.0,100.0,3.46231,0.456702,0.003362,103.922748,2.016711,2.557209210096151e-10,-9.592233740071611,2.557209210096151e-10,-9.592233740071611
110,butanol,297.55,2.8675,0.82668,100.0,100.0,100.0,3.468694,0.457501,0.003361,103.766347,2.016057,2.553360468129739e-10,-9.592887869775154,2.553360468129739e-10,-9.592887869775154
111,butanol,297.65,2.869091,0.82668,100.0,100.0,100.0,3.470619,0.457742,0.00336,103.743663,2.015962,2.5528022028524814e-10,-9.592982834054963,2.5528022028524814e-10,-9.592982834054963
112,butanol,297.75,2.86,0.82668,100.0,100.0,100.0,3.459622,0.456366,0.003359,104.108392,2.017486,2.5617771005616895e-10,-9.59145866077689,2.5617771005616895e-10,-9.59145866077689
113,butanol,297.85,2.8465,0.82668,100.0,100.0,100.0,3.443291,0.454309,0.003357,104.637274,2.019686,2.574791213851619e-10,-9.589257981515365,2.574791213851619e-10,-9.589257981515365
114,butanol,297.95,2.849091,0.82668,100.0,100.0,100.0,3.446425,0.454705,0.003356,104.577218,2.019437,2.573313338482637e-10,-9.589507328873717,2.573313338482637e-10,-9.589507328873717
115,butanol,298.05,2.845333,0.82668,100.0,100.0,100.0,3.44188,0.454131,0.003355,104.750469,2.020156,2.577576879568415e-10,-9.588788372455928,2.577576879568415e-10,-9.588788372455928
116,butanol,298.15,2.820625,0.82668,100.0,100.0,100.0,3.411991,0.450345,0.003354,105.703523,2.024089,2.60102822533844e-10,-9.584854934985126,2.60102822533844e-10,-9.584854934985126
117,butanol,298.25,2.820476,0.82668,100.0,100.0,100.0,3.411811,0.450321,0.003353,105.744555,2.024258,2.602038067587684e-10,-9.584686354037947,2.602038067587684e-10,-9.584686354037947
118,butanol,298.35,2.8,0.82668,100.0,100.0,100.0,3.387042,0.447158,0.003352,106.553571,2.027568,2.6219452154784443e-10,-9.581376386964765,2.6219452154784443e-10,-9.581376386964765
119,butanol,298.45,2.79,0.82668,100.0,100.0,100.0,3.374946,0.445604,0.003351,106.971326,2.029267,2.6322248336780805e-10,-9.579677017848567,2.6322248336780805e-10,-9.579677017848567
120,butanol,298.55,2.792,0.82668,100.0,100.0,100.0,3.377365,0.445915,0.00335,106.930516,2.029102,2.631220619120361e-10,-9.579842736235987,2.631220619120361e-10,-9.579842736235987
121,butanol,298.65,2.778519,0.82668,100.0,100.0,100.0,3.361057,0.443811,0.003348,107.485337,2.031349,2.644872556641235e-10,-9.577595249632923,2.644872556641235e-10,-9.577595249632923
122,butanol,298.75,2.77,0.82668,100.0,100.0,100.0,3.350752,0.44248,0.003347,107.851986,2.032828,2.6538950663640615e-10,-9.576116252910916,2.6538950663640615e-10,-9.576116252910916
123,butanol,298.85,2.764808,0.82668,100.0,100.0,100.0,3.344471,0.441664,0.003346,108.0907,2.033788,2.6597687855542424e-10,-9.575156115069069,2.6597687855542424e-10,-9.575156115069069
124,butanol,298.95,2.76,0.82668,100.0,100.0,100.0,3.338656,0.440909,0.003345,108.315217,2.034689,2.665293731548136e-10,-9.574254922111711,2.665293731548136e-10,-9.574254922111711
125,butanol,299.05,2.76,0.82668,100.0,100.0,100.0,3.338656,0.440909,0.003344,108.351449,2.034835,2.666185283222847e-10,-9.574109673119754,2.666185283222847e-10,-9.574109673119754
126,butanol,299.15,2.74,0.82668,100.0,100.0,100.0,3.314463,0.437751,0.003343,109.178832,2.038138,2.686544549020897e-10,-9.570805953444985,2.686544549020897e-10,-9.570805953444985
127,butanol,299.25,2.74,0.82668,100.0,100.0,100.0,3.314463,0.437751,0.003342,109.215328,2.038284,2.6874426083720656e-10,-9.570660801544602,2.6874426083720656e-10,-9.570660801544602
128,butanol,299.35,2.74,0.82668,100.0,100.0,100.0,3.314463,0.437751,0.003341,109.251825,2.038429,2.6883406677232344e-10,-9.570515698141346,2.6883406677232344e-10,-9.570515698141346
129,butanol,299.55,2.7375,0.82668,100.0,100.0,100.0,3.311439,0.437354,0.003338,109.424658,2.039115,2.692593532349248e-10,-9.569829201724453,2.692593532349248e-10,-9.569829201724453
130,butanol,299.65,2.7375,0.82668,100.0,100.0,100.0,3.311439,0.437354,0.003337,109.461187,2.03926,2.6934924118459427e-10,-9.569684243618333,2.6934924118459427e-10,-9.569684243618333
131,butanol,299.75,2.73625,0.82668,100.0,100.0,100.0,3.309926,0.437153,0.003336,109.547739,2.039603,2.695622169045398e-10,-9.569340980607764,2.695622169045398e-10,-9.569340980607764
132,butanol,299.85,2.73,0.82668,100.0,100.0,100.0,3.302366,0.436163,0.003335,109.835165,2.040741,2.7026948141658144e-10,-9.56820299166962,2.7026948141658144e-10,-9.56820299166962
133,butanol,299.95,2.706667,0.82668,100.0,100.0,100.0,3.274141,0.432434,0.003334,110.818966,2.044614,2.726902690761322e-10,-9.56433035953524,2.726902690761322e-10,-9.56433035953524
134,butanol,300.05,2.697273,0.82668,100.0,100.0,100.0,3.262777,0.430921,0.003333,111.241995,2.046269,2.737312169705134e-10,-9.562675671771647,2.737312169705134e-10,-9.562675671771647
135,butanol,300.15,2.704167,0.82668,100.0,100.0,100.0,3.271117,0.432033,0.003332,110.995378,2.045305,2.7312436290137696e-10,-9.563639558733518,2.7312436290137696e-10,-9.563639558733518
136,butanol,300.25,2.68,0.82668,100.0,100.0,100.0,3.241883,0.428135,0.003331,112.033582,2.049348,2.756790885508015e-10,-9.559596175756507,2.756790885508015e-10,-9.559596175756507
137,butanol,300.35,2.673125,0.82668,100.0,100.0,100.0,3.233567,0.427017,0.003329,112.35913,2.050608,2.7648015920631033e-10,-9.558336029120174,2.7648015920631033e-10,-9.558336029120174
138,butanol,300.45,2.664,0.82668,100.0,100.0,100.0,3.222529,0.425527,0.003328,112.781532,2.052238,2.775195547449656e-10,-9.556706409951667,2.775195547449656e-10,-9.556706409951667
139,butanol,300.55,2.670833,0.82668,100.0,100.0,100.0,3.230795,0.42664,0.003327,112.530421,2.05127,2.7690168651608274e-10,-9.557674399103115,2.7690168651608274e-10,-9.557674399103115
140,butanol,300.65,2.653714,0.82668,100.0,100.0,100.0,3.210086,0.423851,0.003326,113.294035,2.054207,2.787806939123918e-10,-9.554737305242718,2.787806939123918e-10,-9.554737305242718
141,butanol,300.75,2.637,0.82668,100.0,100.0,100.0,3.189868,0.421108,0.003325,114.050057,2.057096,2.8064099303270726e-10,-9.551848891584214,2.8064099303270726e-10,-9.551848891584214
