,compound,x,Temperature,rho,w_mass,w_vol,Viscosity,Kin_viscosity,E
58,butanol,100.0,19.0,0.82668,100.0,100.0,3.27,3.955581361590942,19660.651840746672
59,butanol,100.0,19.100000000000023,0.8266799999999999,100.0,100.0,3.2699999999999982,3.9555813615909403,19660.651840746672
60,butanol,100.0,19.19999999999999,0.82668,100.0,100.0,3.2799999999999976,3.9676779406783735,19660.651840746672
61,butanol,100.0,19.30000000000001,0.82668,100.0,100.0,3.2499999999999987,3.931388203416072,19660.651840746672
62,butanol,100.0,19.399999999999977,0.82668,100.0,100.0,3.250000000000003,3.9313882034160783,19660.651840746672
63,butanol,100.0,19.5,0.82668,100.0,100.0,3.239999999999999,3.919291624328638,19660.651840746672
64,butanol,100.0,19.600000000000023,0.82668,100.0,100.0,3.2199999999999984,3.8950984661537693,19660.651840746672
65,butanol,100.0,19.69999999999999,0.82668,100.0,100.0,3.2099999999999977,3.883001887066335,19660.651840746672
66,butanol,100.0,19.80000000000001,0.82668,100.0,100.0,3.209999999999999,3.8830018870663365,19660.651840746672
67,butanol,100.0,19.899999999999977,0.82668,100.0,100.0,3.4899999999999984,4.22170610151449,19660.651840746672
68,butanol,100.0,20.0,0.8266799999999999,100.0,100.0,3.1800000000000006,3.846712149804037,19660.651840746672
69,butanol,100.0,20.100000000000023,0.82668,100.0,100.0,3.179999999999999,3.846712149804034,19660.651840746672
70,butanol,100.0,20.19999999999999,0.82668,100.0,100.0,3.179999999999999,3.846712149804034,19660.651840746672
71,butanol,100.0,20.399999999999977,0.82668,100.0,100.0,3.160000000000003,3.822518991629171,19660.651840746672
72,butanol,100.0,20.5,0.82668,100.0,100.0,3.1599999999999984,3.8225189916291655,19660.651840746672
73,butanol,100.0,20.600000000000023,0.8266799999999999,100.0,100.0,3.4299999999999975,4.149126626989885,19660.651840746672
74,butanol,100.0,20.69999999999999,0.82668,100.0,100.0,3.430000000000002,4.14912662698989,19660.651840746672
75,butanol,100.0,20.80000000000001,0.82668,100.0,100.0,3.1466666666666647,3.8063902195125863,19660.651840746672
76,butanol,100.0,20.899999999999977,0.82668,100.0,100.0,3.150000000000001,3.810422412541735,19660.651840746672
77,butanol,100.0,21.0,0.82668,100.0,100.0,3.120000000000002,3.7741326752794335,19660.651840746672
78,butanol,100.0,21.100000000000023,0.82668,100.0,100.0,3.099999999999999,3.749939517104562,19660.651840746672
79,butanol,100.0,21.19999999999999,0.82668,100.0,100.0,3.0999999999999996,3.7499395171045626,19660.651840746672
80,butanol,100.0,21.30000000000001,0.82668,100.0,100.0,3.102857142857143,3.7533956825581156,19660.651840746672
81,butanol,100.0,21.399999999999977,0.82668,100.0,100.0,3.1000000000000014,3.749939517104565,19660.651840746672
82,butanol,100.0,21.5,0.82668,100.0,100.0,3.0699999999999976,3.713649779842258,19660.651840746672
83,butanol,100.0,21.600000000000023,0.82668,100.0,100.0,3.0699999999999985,3.713649779842259,19660.651840746672
84,butanol,100.0,21.69999999999999,0.82668,100.0,100.0,3.0549999999999984,3.6955049112111076,19660.651840746672
85,butanol,100.0,21.80000000000001,0.82668,100.0,100.0,3.0600000000000023,3.7015532007548293,19660.651840746672
86,butanol,100.0,21.899999999999977,0.82668,100.0,100.0,3.030000000000001,3.6652634634925256,19660.651840746672
87,butanol,100.0,22.0,0.82668,100.0,100.0,3.0300000000000007,3.665263463492525,19660.651840746672
88,butanol,100.0,22.100000000000023,0.82668,100.0,100.0,3.030000000000002,3.665263463492527,19660.651840746672
89,butanol,100.0,22.19999999999999,0.82668,100.0,100.0,3.009999999999998,3.641070305317654,19660.651840746672
90,butanol,100.0,22.30000000000001,0.82668,100.0,100.0,3.0100000000000007,3.641070305317657,19660.651840746672
91,butanol,100.0,22.399999999999977,0.82668,100.0,100.0,2.9999999999999982,3.62897372623022,19660.651840746672
92,butanol,100.0,22.5,0.82668,100.0,100.0,2.9999999999999996,3.628973726230222,19660.651840746672
93,butanol,100.0,22.600000000000023,0.82668,100.0,100.0,3.0000000000000018,3.628973726230224,19660.651840746672
94,butanol,100.0,22.80000000000001,0.82668,100.0,100.0,2.970000000000003,3.5926839889679227,19660.651840746672
95,butanol,100.0,22.899999999999977,0.82668,100.0,100.0,2.971428571428571,3.5944120716946957,19660.651840746672
96,butanol,100.0,23.0,0.82668,100.0,100.0,2.970000000000003,3.5926839889679236,19660.651840746672
97,butanol,100.0,23.100000000000023,0.82668,100.0,100.0,2.940000000000001,3.556394251705618,19660.651840746672
98,butanol,100.0,23.19999999999999,0.82668,100.0,100.0,2.939999999999998,3.5563942517056155,19660.651840746672
99,butanol,100.0,23.30000000000001,0.82668,100.0,100.0,2.920000000000001,3.5322010935307504,19660.651840746672
100,butanol,100.0,23.399999999999977,0.82668,100.0,100.0,2.94,3.5563942517056177,19660.651840746672
101,butanol,100.0,23.5,0.82668,100.0,100.0,2.9200000000000004,3.53220109353075,19660.651840746672
102,butanol,100.0,23.600000000000023,0.82668,100.0,100.0,2.920000000000002,3.532201093530752,19660.651840746672
