,compound,x,Temperature,rho,w_mass,w_vol,Viscosity,Kin_viscosity,E
996,dmag,22.36703749599699,39.60000000000002,1.05,9.73,12.358470024677024,2.3733333333333317,2.2603174603174585,19107.247195441036
997,dmag,22.36703749599699,39.69999999999999,1.05,9.73,12.358470024677024,2.3700000000000006,2.2571428571428576,19107.247195441036
998,dmag,22.36703749599699,39.80000000000001,1.05,9.73,12.358470024677024,2.37,2.257142857142857,19107.247195441036
999,dmag,22.36703749599699,39.89999999999998,1.05,9.73,12.358470024677024,2.3500000000000014,2.2380952380952395,19107.247195441036
1000,dmag,22.36703749599699,40.0,1.05,9.73,12.358470024677024,2.350000000000002,2.23809523809524,19107.247195441036
1001,dmag,22.36703749599699,40.10000000000002,1.05,9.73,12.358470024677024,2.340000000000001,2.2285714285714295,19107.247195441036
1002,dmag,35.06995463563188,14.800000000000011,1.03,16.81,20.94437992935598,4.359999999999998,4.233009708737861,19529.252751978405
1003,dmag,35.06995463563188,14.899999999999977,1.03,16.81,20.94437992935598,4.360000000000001,4.233009708737865,19529.252751978405
1004,dmag,35.06995463563188,15.0,1.03,16.81,20.94437992935598,4.349999999999998,4.223300970873784,19529.252751978405
1005,dmag,35.06995463563188,15.100000000000023,1.03,16.81,20.94437992935598,4.350000000000001,4.223300970873788,19529.252751978405
1006,dmag,35.06995463563188,15.199999999999989,1.03,16.81,20.94437992935598,4.349999999999996,4.223300970873782,19529.252751978405
1007,dmag,35.06995463563188,15.300000000000011,1.03,16.81,20.94437992935598,4.329999999999998,4.20388349514563,19529.252751978405
1008,dmag,35.06995463563188,15.399999999999977,1.03,16.81,20.94437992935598,4.32857142857143,4.202496532593622,19529.252751978405
1009,dmag,35.06995463563188,15.5,1.03,16.81,20.94437992935598,4.32,4.194174757281553,19529.252751978405
1010,dmag,35.06995463563188,15.600000000000023,1.03,16.81,20.94437992935598,4.319999999999998,4.194174757281551,19529.252751978405
1011,dmag,35.06995463563188,15.699999999999989,1.03,16.81,20.94437992935598,4.299999999999997,4.174757281553395,19529.252751978405
1012,dmag,35.06995463563188,15.800000000000011,1.03,16.81,20.94437992935598,4.289999999999999,4.16504854368932,19529.252751978405
1013,dmag,35.06995463563188,15.899999999999977,1.03,16.81,20.94437992935598,4.269999999999995,4.14563106796116,19529.252751978405
1014,dmag,35.06995463563188,16.0,1.03,16.81,20.94437992935598,4.27,4.1456310679611645,19529.252751978405
1015,dmag,35.06995463563188,16.100000000000023,1.03,16.81,20.944379929355982,4.259999999999998,4.1359223300970855,19529.252751978405
1016,dmag,35.06995463563188,16.19999999999999,1.03,16.81,20.944379929355982,4.259999999999998,4.1359223300970855,19529.252751978405
1017,dmag,35.06995463563188,16.30000000000001,1.03,16.81,20.94437992935598,4.240000000000001,4.116504854368933,19529.252751978405
1018,dmag,35.06995463563188,16.399999999999977,1.03,16.81,20.94437992935598,4.208888888888889,4.086299892125134,19529.252751978405
1019,dmag,35.06995463563188,16.5,1.03,16.81,20.94437992935598,4.23,4.106796116504855,19529.252751978405
1020,dmag,35.06995463563188,16.600000000000023,1.03,16.81,20.94437992935598,4.230000000000002,4.1067961165048565,19529.252751978405
1021,dmag,35.06995463563188,16.69999999999999,1.03,16.81,20.944379929355982,4.180000000000003,4.058252427184469,19529.252751978405
1022,dmag,35.06995463563188,16.80000000000001,1.03,16.81,20.944379929355982,4.179999999999998,4.058252427184464,19529.252751978405
1023,dmag,35.06995463563188,16.899999999999977,1.03,16.81,20.94437992935598,4.151176470588233,4.030268418046828,19529.252751978405
1024,dmag,35.06995463563188,17.0,1.03,16.81,20.94437992935598,4.149999999999998,4.029126213592231,19529.252751978405
1025,dmag,35.06995463563188,17.100000000000023,1.03,16.81,20.94437992935598,4.1499999999999995,4.0291262135922326,19529.252751978405
1026,dmag,35.06995463563188,17.19999999999999,1.03,16.81,20.94437992935598,4.120000000000001,4.000000000000001,19529.252751978405
1027,dmag,35.06995463563188,17.30000000000001,1.03,16.81,20.94437992935598,4.120000000000001,4.000000000000001,19529.252751978405
1028,dmag,35.06995463563188,17.399999999999977,1.03,16.81,20.94437992935598,4.1199999999999966,3.9999999999999964,19529.252751978405
1029,dmag,35.06995463563188,17.5,1.03,16.81,20.94437992935598,4.090476190476192,3.9713361072584386,19529.252751978405
1030,dmag,35.06995463563188,17.600000000000023,1.03,16.81,20.94437992935598,4.079999999999999,3.9611650485436884,19529.252751978405
1031,dmag,35.06995463563188,17.69999999999999,1.03,16.81,20.94437992935598,4.059999999999996,3.9417475728155305,19529.252751978405
1032,dmag,35.06995463563188,17.80000000000001,1.03,16.81,20.94437992935598,4.049999999999998,3.9320388349514537,19529.252751978405
1033,dmag,35.06995463563188,17.899999999999977,1.03,16.81,20.94437992935598,4.050000000000003,3.9320388349514594,19529.252751978405
1034,dmag,35.06995463563188,18.0,1.03,16.81,20.94437992935598,4.150000000000001,4.029126213592234,19529.252751978405
1035,dmag,35.06995463563188,18.100000000000023,1.03,16.81,20.94437992935598,4.030000000000003,3.9126213592233037,19529.252751978405
1036,dmag,35.06995463563188,18.19999999999999,1.03,16.81,20.94437992935598,4.030000000000001,3.912621359223302,19529.252751978405
1037,dmag,35.06995463563188,18.30000000000001,1.03,16.81,20.94437992935598,4.020000000000003,3.9029126213592265,19529.252751978405
1038,dmag,35.06995463563188,18.399999999999977,1.03,16.81,20.94437992935598,4.0,3.883495145631068,19529.252751978405
1039,dmag,35.06995463563188,18.5,1.03,16.81,20.94437992935598,4.000000000000003,3.8834951456310702,19529.252751978405
1040,dmag,35.06995463563188,18.600000000000023,1.03,16.81,20.94437992935598,3.9700000000000015,3.854368932038837,19529.252751978405
1041,dmag,35.06995463563188,18.69999999999999,1.03,16.81,20.94437992935598,3.9700000000000037,3.854368932038838,19529.252751978405
1042,dmag,35.06995463563188,18.80000000000001,1.03,16.81,20.94437992935598,3.9600000000000004,3.8446601941747574,19529.252751978405
1043,dmag,35.06995463563188,18.899999999999977,1.03,16.81,20.94437992935598,3.9399999999999995,3.8252427184466016,19529.252751978405
1044,dmag,35.06995463563188,19.0,1.03,16.81,20.94437992935598,3.9299999999999984,3.8155339805825226,19529.252751978405
1045,dmag,35.06995463563188,19.100000000000023,1.03,16.81,20.94437992935598,3.9299999999999975,3.8155339805825217,19529.252751978405
1046,dmag,35.06995463563188,19.19999999999999,1.03,16.81,20.94437992935598,3.910000000000004,3.796116504854373,19529.252751978405
1047,dmag,35.06995463563188,19.30000000000001,1.03,16.81,20.94437992935598,3.899999999999999,3.78640776699029,19529.252751978405
1048,dmag,35.06995463563188,19.399999999999977,1.03,16.81,20.94437992935598,3.8999999999999972,3.786407766990289,19529.252751978405
1049,dmag,35.06995463563188,19.5,1.03,16.81,20.94437992935598,3.8775,3.7645631067961163,19529.252751978405
1050,dmag,35.06995463563188,19.600000000000023,1.03,16.81,20.94437992935598,3.850000000000002,3.737864077669905,19529.252751978405
1051,dmag,35.06995463563188,19.69999999999999,1.03,16.81,20.94437992935598,3.852999999999999,3.7407766990291247,19529.252751978405
1052,dmag,35.06995463563188,19.80000000000001,1.03,16.81,20.94437992935598,3.82185185185185,3.7105357784969417,19529.25275197841
1053,dmag,35.06995463563188,19.899999999999977,1.03,16.81,20.94437992935598,3.8100000000000027,3.6990291262135946,19529.25275197841
1054,dmag,35.06995463563188,20.0,1.03,16.81,20.94437992935598,3.4399999999999977,3.339805825242716,19529.252751978405
1055,dmag,35.06995463563188,20.100000000000023,1.03,16.81,20.94437992935598,3.8100000000000014,3.6990291262135937,19529.252751978405
1056,dmag,35.06995463563188,20.19999999999999,1.03,16.81,20.94437992935598,3.790000000000002,3.6796116504854384,19529.252751978405
1057,dmag,35.06995463563188,20.30000000000001,1.03,16.81,20.94437992935598,3.7900000000000027,3.6796116504854397,19529.252751978405
1058,dmag,35.06995463563188,20.399999999999977,1.03,16.81,20.94437992935598,3.7900000000000014,3.679611650485438,19529.252751978405
1059,dmag,35.06995463563188,20.5,1.03,16.81,20.94437992935598,3.7599999999999985,3.6504854368932023,19529.252751978405
1060,dmag,35.06995463563188,20.600000000000023,1.03,16.81,20.94437992935598,3.7499999999999987,3.640776699029125,19529.252751978405
1061,dmag,35.06995463563188,20.69999999999999,1.03,16.81,20.94437992935598,3.7499999999999973,3.6407766990291233,19529.252751978405
1062,dmag,35.06995463563188,20.80000000000001,1.03,16.81,20.94437992935598,3.7199999999999993,3.6116504854368925,19529.252751978405
1063,dmag,35.06995463563188,20.899999999999977,1.03,16.81,20.94437992935598,3.719999999999996,3.61165048543689,19529.252751978405
1064,dmag,35.06995463563188,21.0,1.03,16.81,20.94437992935598,3.72,3.6116504854368934,19529.252751978405
1065,dmag,35.06995463563188,21.100000000000023,1.03,16.81,20.944379929355982,3.6999999999999997,3.5922330097087376,19529.252751978405
1066,dmag,35.06995463563188,21.19999999999999,1.03,16.81,20.94437992935598,3.700000000000001,3.592233009708739,19529.252751978405
1067,dmag,35.06995463563188,21.30000000000001,1.03,16.81,20.94437992935598,3.6999999999999997,3.5922330097087376,19529.252751978405
1068,dmag,35.06995463563188,21.399999999999977,1.03,16.81,20.94437992935598,3.6900000000000013,3.582524271844661,19529.252751978405
1069,dmag,35.06995463563188,21.5,1.03,16.81,20.94437992935598,3.6899999999999995,3.5825242718446595,19529.252751978405
1070,dmag,35.06995463563188,21.600000000000023,1.03,16.81,20.94437992935598,3.669999999999997,3.5631067961165015,19529.252751978405
1071,dmag,35.06995463563188,21.69999999999999,1.03,16.81,20.94437992935598,3.6599999999999993,3.553398058252427,19529.252751978405
1072,dmag,35.06995463563188,21.80000000000001,1.03,16.81,20.94437992935598,3.6400000000000023,3.5339805825242743,19529.252751978405
1073,dmag,35.06995463563188,21.899999999999977,1.03,16.81,20.94437992935598,3.629999999999999,3.524271844660193,19529.252751978405
1074,dmag,35.06995463563188,22.0,1.03,16.81,20.94437992935598,3.629999999999998,3.524271844660192,19529.252751978405
1075,dmag,35.06995463563188,22.100000000000023,1.03,16.81,20.94437992935598,3.6099999999999994,3.504854368932038,19529.252751978405
1076,dmag,35.06995463563188,22.19999999999999,1.03,16.81,20.94437992935598,3.599999999999999,3.4951456310679605,19529.252751978405
1077,dmag,35.06995463563188,22.30000000000001,1.03,16.81,20.94437992935598,3.6100000000000008,3.5048543689320395,19529.252751978405
1078,dmag,35.06995463563188,22.399999999999977,1.03,16.81,20.94437992935598,3.609999999999997,3.504854368932036,19529.252751978405
1079,dmag,35.06995463563188,22.5,1.03,16.81,20.94437992935598,3.5999999999999996,3.495145631067961,19529.252751978405
1080,dmag,35.06995463563188,22.600000000000023,1.03,16.81,20.94437992935598,3.5800000000000027,3.475728155339808,19529.252751978405
1081,dmag,35.06995463563188,22.69999999999999,1.03,16.81,20.94437992935598,3.5799999999999996,3.475728155339805,19529.252751978405
1082,dmag,35.06995463563188,22.80000000000001,1.03,16.81,20.94437992935598,3.569999999999998,3.466019417475726,19529.252751978405
1083,dmag,35.06995463563188,22.899999999999977,1.03,16.81,20.94437992935598,3.55,3.446601941747572,19529.252751978405
1084,dmag,35.06995463563188,23.0,1.03,16.81,20.94437992935598,3.5699999999999985,3.4660194174757266,19529.252751978405
1085,dmag,35.06995463563188,23.100000000000023,1.03,16.81,20.94437992935598,3.539999999999998,3.4368932038834923,19529.252751978405
1086,dmag,35.06995463563188,23.19999999999999,1.03,16.81,20.94437992935598,3.5427272727272734,3.4395410414827894,19529.252751978405
1087,dmag,35.06995463563188,23.30000000000001,1.03,16.81,20.94437992935598,3.5100000000000002,3.407766990291262,19529.2527519784
1088,dmag,35.06995463563188,23.399999999999977,1.03,16.81,20.94437992935598,3.4899999999999998,3.3883495145631066,19529.252751978405
1089,dmag,35.06995463563188,23.5,1.03,16.81,20.94437992935598,3.49,3.388349514563107,19529.252751978405
1090,dmag,35.06995463563188,23.600000000000023,1.03,16.81,20.94437992935598,3.4900000000000015,3.3883495145631084,19529.252751978405
1091,dmag,35.06995463563188,23.69999999999999,1.03,16.81,20.94437992935598,3.4800000000000004,3.3786407766990294,19529.252751978405
1092,dmag,35.06995463563188,23.80000000000001,1.03,16.81,20.94437992935598,3.4799999999999964,3.3786407766990254,19529.252751978405
1093,dmag,35.06995463563188,23.899999999999977,1.03,16.81,20.94437992935598,3.4799999999999978,3.3786407766990267,19529.252751978405
1094,dmag,35.06995463563188,24.0,1.03,16.81,20.94437992935598,3.460000000000002,3.3592233009708763,19529.252751978405
1095,dmag,35.06995463563188,24.100000000000023,1.03,16.81,20.94437992935598,3.4599999999999986,3.3592233009708727,19529.252751978405
1096,dmag,35.06995463563188,24.19999999999999,1.03,16.81,20.94437992935598,3.450000000000003,3.3495145631067986,19529.252751978405
1097,dmag,35.06995463563188,24.30000000000001,1.03,16.81,20.94437992935598,3.43,3.3300970873786406,19529.252751978405
1098,dmag,35.06995463563188,24.399999999999977,1.03,16.81,20.94437992935598,3.420000000000002,3.3203883495145656,19529.252751978405
1099,dmag,35.06995463563188,24.5,1.03,16.81,20.94437992935598,3.419999999999997,3.32038834951456,19529.252751978405
1100,dmag,35.06995463563188,24.600000000000023,1.03,16.81,20.94437992935598,3.4200000000000026,3.3203883495145656,19529.252751978405
1101,dmag,35.06995463563188,24.69999999999999,1.03,16.81,20.94437992935598,3.4,3.3009708737864067,19529.252751978405
1102,dmag,35.06995463563188,24.80000000000001,1.03,16.81,20.94437992935598,3.399999999999997,3.3009708737864045,19529.252751978405
1103,dmag,35.06995463563188,24.899999999999977,1.03,16.81,20.94437992935598,3.390000000000002,3.291262135922332,19529.252751978405
1104,dmag,35.06995463563188,25.0,1.03,16.81,20.94437992935598,3.390000000000001,3.291262135922331,19529.252751978405
1105,dmag,35.06995463563188,25.100000000000023,1.03,16.81,20.94437992935598,3.369999999999997,3.2718446601941724,19529.25275197841
1106,dmag,35.06995463563188,25.19999999999999,1.03,16.81,20.94437992935598,3.3700000000000006,3.271844660194175,19529.252751978405
1107,dmag,35.06995463563188,25.30000000000001,1.03,16.81,20.944379929355975,3.3600000000000017,3.2621359223300987,19529.252751978405
1108,dmag,35.06995463563188,25.399999999999977,1.03,16.81,20.94437992935598,3.340000000000003,3.2427184466019447,19529.252751978405
1109,dmag,35.06995463563188,25.5,1.03,16.81,20.94437992935598,3.330000000000001,3.2330097087378644,19529.252751978405
1110,dmag,35.06995463563188,25.600000000000023,1.03,16.81,20.94437992935598,3.3300000000000014,3.2330097087378653,19529.252751978405
1111,dmag,35.06995463563188,25.69999999999999,1.03,16.81,20.94437992935598,3.3225,3.225728155339805,19529.252751978405
1112,dmag,35.06995463563188,25.80000000000001,1.03,16.81,20.94437992935598,3.3099999999999996,3.213592233009708,19529.252751978405
1113,dmag,35.06995463563188,25.899999999999977,1.03,16.81,20.94437992935598,3.3099999999999996,3.2135922330097073,19529.252751978405
1114,dmag,35.06995463563188,26.0,1.03,16.81,20.94437992935598,3.31,3.213592233009708,19529.252751978405
1115,dmag,35.06995463563188,26.100000000000023,1.03,16.81,20.94437992935598,3.3000000000000003,3.2038834951456314,19529.252751978405
1116,dmag,35.06995463563188,26.19999999999999,1.03,16.81,20.94437992935598,3.28,3.1844660194174756,19529.252751978405
1117,dmag,35.06995463563188,26.30000000000001,1.03,16.81,20.94437992935598,3.269999999999998,3.1747572815533958,19529.252751978405
1118,dmag,35.06995463563188,26.399999999999977,1.03,16.81,20.94437992935598,3.2699999999999987,3.1747572815533966,19529.252751978405
1119,dmag,35.06995463563188,26.5,1.03,16.81,20.94437992935598,3.2699999999999996,3.1747572815533975,19529.252751978405
1120,dmag,35.06995463563188,26.600000000000023,1.03,16.81,20.94437992935598,3.249999999999999,3.1553398058252418,19529.252751978405
1121,dmag,35.06995463563188,26.69999999999999,1.03,16.81,20.94437992935598,3.2499999999999996,3.155339805825242,19529.252751978405
1122,dmag,35.06995463563188,26.80000000000001,1.03,16.81,20.94437992935598,3.2499999999999987,3.1553398058252413,19529.252751978405
1123,dmag,35.06995463563188,26.899999999999977,1.03,16.81,20.944379929355982,3.239999999999999,3.145631067961164,19529.252751978405
1124,dmag,35.06995463563188,27.0,1.03,16.81,20.94437992935598,3.239999999999998,3.145631067961163,19529.252751978405
1125,dmag,35.06995463563188,27.100000000000023,1.03,16.81,20.94437992935598,3.219999999999998,3.126213592233008,19529.252751978405
1126,dmag,35.06995463563188,27.19999999999999,1.03,16.81,20.94437992935598,3.219999999999999,3.1262135922330083,19529.25275197841
1127,dmag,35.06995463563188,27.30000000000001,1.03,16.81,20.944379929355975,3.2089830508474595,3.1155175250946208,19529.252751978405
1128,dmag,35.06995463563188,27.399999999999977,1.03,16.81,20.94437992935598,3.4900000000000024,3.3883495145631093,19529.252751978405
1129,dmag,35.06995463563188,27.5,1.03,16.81,20.94437992935598,3.1833333333333336,3.0906148867313923,19529.252751978405
1130,dmag,35.06995463563188,27.600000000000023,1.03,16.81,20.94437992935598,3.4900000000000007,3.3883495145631075,19529.252751978405
1131,dmag,35.06995463563188,27.69999999999999,1.03,16.81,20.94437992935598,3.4800000000000004,3.3786407766990294,19529.252751978405
1132,dmag,35.06995463563188,27.80000000000001,1.03,16.81,20.94437992935598,3.160000000000002,3.0679611650485454,19529.252751978405
1133,dmag,35.06995463563188,27.899999999999977,1.03,16.81,20.94437992935598,3.1599999999999993,3.0679611650485428,19529.252751978405
1134,dmag,35.06995463563188,28.0,1.03,16.81,20.94437992935598,3.1714285714285713,3.0790568654646324,19529.252751978405
1135,dmag,35.06995463563188,28.19999999999999,1.03,16.81,20.94437992935598,3.1599999999999975,3.067961165048541,19529.252751978405
1136,dmag,35.06995463563188,28.30000000000001,1.03,16.81,20.94437992935598,3.278,3.1825242718446605,19529.252751978405
1137,dmag,35.06995463563188,28.399999999999977,1.03,16.81,20.94437992935598,3.4500000000000033,3.349514563106799,19529.252751978405
1138,dmag,35.06995463563188,28.5,1.03,16.81,20.94437992935598,3.138,3.0466019417475727,19529.252751978405
1139,dmag,35.06995463563188,28.600000000000023,1.03,16.81,20.94437992935598,3.1300000000000012,3.038834951456312,19529.252751978405
1140,dmag,35.06995463563188,28.69999999999999,1.03,16.81,20.94437992935598,3.1199999999999988,3.029126213592231,19529.252751978405
1141,dmag,35.06995463563188,28.80000000000001,1.03,16.81,20.944379929355982,3.1200000000000006,3.0291262135922334,19529.252751978405
1142,dmag,35.06995463563188,28.899999999999977,1.03,16.81,20.94437992935598,3.000000000000002,2.9126213592233037,19529.252751978405
1143,dmag,35.06995463563188,29.0,1.03,16.81,20.94437992935598,3.000000000000001,2.912621359223302,19529.252751978405
1144,dmag,35.06995463563188,29.100000000000023,1.03,16.81,20.94437992935598,3.0854545454545446,2.9955869373345094,19529.252751978405
1145,dmag,35.06995463563188,29.19999999999999,1.03,16.81,20.94437992935598,3.0699999999999967,2.9805825242718416,19529.252751978405
1146,dmag,35.06995463563188,29.30000000000001,1.03,16.81,20.94437992935598,3.072499999999999,2.983009708737863,19529.252751978405
1147,dmag,35.06995463563188,29.600000000000023,1.03,16.81,20.94437992935598,3.060000000000001,2.970873786407768,19529.252751978405
1148,dmag,35.06995463563188,29.80000000000001,1.03,16.81,20.94437992935598,3.040000000000003,2.951456310679615,19529.252751978405
1149,dmag,35.06995463563188,30.0,1.03,16.81,20.94437992935598,3.0099999999999976,2.9223300970873756,19529.252751978405
1150,dmag,35.06995463563188,30.100000000000023,1.03,16.81,20.94437992935598,3.0000000000000018,2.912621359223303,19529.252751978405
1151,dmag,35.06995463563188,30.19999999999999,1.03,16.81,20.944379929355975,3.002653061224488,2.9151971468198914,19529.252751978405
1152,dmag,35.06995463563188,30.30000000000001,1.03,16.81,20.94437992935598,2.9800000000000013,2.893203883495147,19529.252751978405
1153,dmag,35.06995463563188,30.399999999999977,1.03,16.81,20.94437992935598,2.9800000000000004,2.8932038834951457,19529.252751978405
1154,dmag,35.06995463563188,30.5,1.03,16.81,20.94437992935598,2.980000000000002,2.8932038834951475,19529.252751978405
1155,dmag,35.06995463563188,30.600000000000023,1.03,16.81,20.94437992935598,2.9799999999999986,2.8932038834951443,19529.252751978405
1156,dmag,35.06995463563188,30.69999999999999,1.03,16.81,20.94437992935598,2.9699999999999993,2.883495145631067,19529.252751978405
1157,dmag,35.06995463563188,30.80000000000001,1.03,16.81,20.94437992935598,2.9700000000000006,2.8834951456310685,19529.252751978405
1158,dmag,35.06995463563188,30.899999999999977,1.03,16.81,20.94437992935598,2.9499999999999984,2.864077669902911,19529.252751978405
1159,dmag,35.06995463563188,31.0,1.03,16.81,20.94437992935598,2.95,2.8640776699029127,19529.25275197841
1160,dmag,35.06995463563188,31.100000000000023,1.03,16.81,20.94437992935598,2.950000000000003,2.8640776699029153,19529.252751978405
1161,dmag,35.06995463563188,31.19999999999999,1.03,16.81,20.94437992935598,2.9399999999999986,2.8543689320388337,19529.252751978405
1162,dmag,35.06995463563188,31.30000000000001,1.03,16.81,20.94437992935598,2.94,2.854368932038835,19529.252751978405
1163,dmag,35.06995463563188,31.399999999999977,1.03,16.81,20.94437992935598,2.940000000000002,2.854368932038837,19529.252751978405
1164,dmag,35.06995463563188,31.5,1.03,16.81,20.94437992935598,2.9399999999999977,2.854368932038833,19529.252751978405
1165,dmag,35.06995463563188,31.600000000000023,1.03,16.81,20.94437992935598,2.919999999999998,2.834951456310678,19529.252751978405
1166,dmag,35.06995463563188,31.69999999999999,1.03,16.81,20.94437992935598,2.9200000000000013,2.8349514563106806,19529.252751978405
1167,dmag,35.06995463563188,31.80000000000001,1.03,16.81,20.94437992935598,2.919999999999998,2.834951456310678,19529.252751978405
1168,dmag,35.06995463563188,31.899999999999977,1.03,16.81,20.944379929355982,2.890000000000001,2.8058252427184476,19529.252751978405
1169,dmag,35.06995463563188,32.0,1.03,16.81,20.944379929355982,2.9100000000000015,2.8252427184466034,19529.252751978405
1170,dmag,35.06995463563188,32.10000000000002,1.03,16.81,20.94437992935598,2.889999999999999,2.8058252427184454,19529.252751978405
1171,dmag,35.06995463563188,32.19999999999999,1.03,16.81,20.94437992935598,2.8800000000000003,2.796116504854369,19529.252751978405
1172,dmag,35.06995463563188,32.30000000000001,1.03,16.81,20.94437992935598,2.860000000000001,2.7766990291262146,19529.252751978405
1173,dmag,35.06995463563188,32.39999999999998,1.03,16.81,20.94437992935598,2.8599999999999994,2.7766990291262132,19529.252751978405
1174,dmag,35.06995463563188,32.5,1.03,16.81,20.94437992935598,2.8499999999999988,2.7669902912621347,19529.252751978405
1175,dmag,35.06995463563188,32.60000000000002,1.03,16.81,20.94437992935598,2.849999999999998,2.766990291262134,19529.252751978405
1176,dmag,35.06995463563188,32.69999999999999,1.03,16.81,20.94437992935598,2.850000000000001,2.7669902912621374,19529.252751978405
1177,dmag,35.06995463563188,32.80000000000001,1.03,16.81,20.94437992935598,2.8499999999999983,2.7669902912621342,19529.252751978405
1178,dmag,35.06995463563188,32.89999999999998,1.03,16.81,20.94437992935598,2.8499999999999974,2.766990291262134,19529.252751978405
1179,dmag,35.06995463563188,33.0,1.03,16.81,20.94437992935598,2.830000000000002,2.747572815533983,19529.252751978405
1180,dmag,35.06995463563188,33.10000000000002,1.03,16.81,20.94437992935598,2.8299999999999983,2.747572815533979,19529.252751978405
1181,dmag,35.06995463563188,33.19999999999999,1.03,16.81,20.94437992935598,2.8200000000000025,2.7378640776699052,19529.252751978405
1182,dmag,35.06995463563188,33.30000000000001,1.03,16.81,20.94437992935598,2.82,2.7378640776699026,19529.252751978405
1183,dmag,35.06995463563188,33.39999999999998,1.03,16.81,20.94437992935598,2.8000000000000007,2.718446601941748,19529.252751978405
1184,dmag,35.06995463563188,33.5,1.03,16.81,20.94437992935598,2.799999999999997,2.7184466019417446,19529.252751978405
1185,dmag,35.06995463563188,33.60000000000002,1.03,16.81,20.94437992935598,2.790082644628101,2.7088181015806807,19529.252751978405
1186,dmag,35.06995463563188,33.69999999999999,1.03,16.81,20.94437992935598,2.779999999999999,2.6990291262135915,19529.252751978405
1187,dmag,35.06995463563188,33.80000000000001,1.03,16.81,20.94437992935598,2.769999999999997,2.6893203883495116,19529.252751978405
1188,dmag,35.06995463563188,33.89999999999998,1.03,16.81,20.94437992935598,2.7700000000000027,2.689320388349517,19529.252751978405
1189,dmag,35.06995463563188,34.0,1.03,16.81,20.94437992935598,2.7683333333333326,2.687702265372168,19529.252751978405
1190,dmag,35.06995463563188,34.10000000000002,1.03,16.81,20.944379929355982,2.7699999999999987,2.689320388349514,19529.252751978405
1191,dmag,35.06995463563188,34.19999999999999,1.03,16.81,20.94437992935598,2.7700000000000005,2.689320388349515,19529.252751978405
1192,dmag,35.06995463563188,34.30000000000001,1.03,16.81,20.94437992935598,2.742857142857141,2.6629680998613017,19529.252751978405
1193,dmag,35.06995463563188,34.39999999999998,1.03,16.81,20.94437992935598,2.7504166666666676,2.670307443365697,19529.252751978405
1194,dmag,35.06995463563188,34.5,1.03,16.81,20.94437992935598,2.759999999999999,2.6796116504854357,19529.252751978405
1195,dmag,35.06995463563188,34.60000000000002,1.03,16.81,20.94437992935598,2.7399999999999998,2.660194174757281,19529.252751978405
1196,dmag,35.06995463563188,34.69999999999999,1.03,16.81,20.94437992935598,2.7399999999999998,2.6601941747572813,19529.252751978405
1197,dmag,35.06995463563188,34.80000000000001,1.03,16.81,20.94437992935598,2.7400000000000015,2.660194174757283,19529.252751978405
1198,dmag,35.06995463563188,34.89999999999998,1.03,16.81,20.94437992935598,2.729999999999999,2.650485436893203,19529.252751978405
1199,dmag,35.06995463563188,35.0,1.03,16.81,20.94437992935598,2.7300000000000004,2.6504854368932036,19529.252751978405
1200,dmag,35.06995463563188,35.10000000000002,1.03,16.81,20.94437992935598,2.7100000000000004,2.6310679611650487,19529.252751978405
1201,dmag,35.06995463563188,35.19999999999999,1.03,16.81,20.94437992935598,2.6999999999999993,2.62135922330097,19529.252751978405
1202,dmag,35.06995463563188,35.30000000000001,1.03,16.81,20.94437992935598,2.699999999999999,2.6213592233009697,19529.252751978405
1203,dmag,35.06995463563188,35.39999999999998,1.03,16.81,20.94437992935598,2.699999999999999,2.6213592233009697,19529.252751978405
1204,dmag,35.06995463563188,35.5,1.03,16.81,20.94437992935598,2.7000000000000006,2.621359223300972,19529.252751978405
1205,dmag,35.06995463563188,35.60000000000002,1.03,16.81,20.94437992935598,2.7859999999999987,2.7048543689320375,19529.252751978405
1206,dmag,35.06995463563188,35.69999999999999,1.03,16.81,20.944379929355982,2.680000000000002,2.601941747572817,19529.252751978405
1207,dmag,35.06995463563188,35.80000000000001,1.03,16.81,20.94437992935598,2.679999999999998,2.6019417475728135,19529.252751978405
1208,dmag,35.06995463563188,35.89999999999998,1.03,16.81,20.94437992935598,2.6700000000000004,2.592233009708738,19529.252751978405
1209,dmag,35.06995463563188,36.0,1.03,16.81,20.94437992935598,2.6700000000000017,2.5922330097087394,19529.252751978405
1210,dmag,35.06995463563188,36.10000000000002,1.03,16.81,20.94437992935598,2.6500000000000004,2.5728155339805827,19529.252751978405
1211,dmag,35.06995463563188,36.19999999999999,1.03,16.81,20.94437992935598,2.6399999999999997,2.563106796116505,19529.252751978405
1212,dmag,35.06995463563188,36.30000000000001,1.03,16.81,20.94437992935598,2.639999999999999,2.5631067961165037,19529.252751978405
1213,dmag,35.06995463563188,36.39999999999998,1.03,16.81,20.94437992935598,2.6400000000000015,2.5631067961165064,19529.252751978405
1214,dmag,35.06995463563188,36.5,1.03,16.81,20.94437992935598,2.640000000000001,2.563106796116506,19529.252751978405
1215,dmag,35.06995463563188,36.60000000000002,1.03,16.81,20.944379929355982,2.640000000000003,2.5631067961165077,19529.252751978405
1216,dmag,35.06995463563188,36.69999999999999,1.03,16.81,20.94437992935598,2.640000000000001,2.563106796116506,19529.252751978405
1217,dmag,35.06995463563188,36.80000000000001,1.03,16.81,20.944379929355982,2.62,2.5436893203883497,19529.252751978405
