,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D
0,butanol,286.15,3.72,0.82668,100.0,100.0,100.0,4.499927,1.313724,0.003495,76.922043,4.342792
1,butanol,286.35,3.7,0.82668,100.0,100.0,100.0,4.475734,1.308333,0.003492,77.391892,4.348882
2,butanol,286.45,3.7,0.82668,100.0,100.0,100.0,4.475734,1.308333,0.003491,77.418919,4.349231
3,butanol,286.55,3.7,0.82668,100.0,100.0,100.0,4.475734,1.308333,0.00349,77.445946,4.34958
4,butanol,286.65,3.6975,0.82668,100.0,100.0,100.0,4.47271,1.307656,0.003489,77.525355,4.350605
5,butanol,286.75,3.698947,0.82668,100.0,100.0,100.0,4.474461,1.308048,0.003487,77.522055,4.350562
6,butanol,286.85,3.693571,0.82668,100.0,100.0,100.0,4.467958,1.306593,0.003486,77.661961,4.352366
7,butanol,286.95,3.69,0.82668,100.0,100.0,100.0,4.463638,1.305626,0.003485,77.764228,4.353682
8,butanol,287.05,3.69,0.82668,100.0,100.0,100.0,4.463638,1.305626,0.003484,77.791328,4.35403
9,butanol,287.15,3.67,0.82668,100.0,100.0,100.0,4.439445,1.300192,0.003483,78.242507,4.359813
10,butanol,287.25,3.67,0.82668,100.0,100.0,100.0,4.439445,1.300192,0.003481,78.269755,4.360161
11,butanol,287.35,3.67,0.82668,100.0,100.0,100.0,4.439445,1.300192,0.00348,78.297003,4.360509
12,butanol,287.45,3.664,0.82668,100.0,100.0,100.0,4.432187,1.298555,0.003479,78.452511,4.362493
13,butanol,287.55,3.660435,0.82668,100.0,100.0,100.0,4.427874,1.297582,0.003478,78.556242,4.363815
14,butanol,287.65,3.66,0.82668,100.0,100.0,100.0,4.427348,1.297463,0.003476,78.592896,4.364281
15,butanol,287.75,3.644324,0.82668,100.0,100.0,100.0,4.408386,1.293168,0.003475,78.958395,4.368921
16,butanol,287.85,3.6325,0.82668,100.0,100.0,100.0,4.394082,1.28992,0.003474,79.242946,4.372518
17,butanol,287.95,3.631071,0.82668,100.0,100.0,100.0,4.392354,1.289526,0.003473,79.301662,4.373259
18,butanol,288.05,3.606827,0.82668,100.0,100.0,100.0,4.363027,1.282828,0.003472,79.86244,4.380306
19,butanol,288.15,3.6,0.82668,100.0,100.0,100.0,4.354768,1.280934,0.00347,80.041667,4.382547
20,butanol,288.25,3.6,0.82668,100.0,100.0,100.0,4.354768,1.280934,0.003469,80.069444,4.382894
21,butanol,288.35,3.578,0.82668,100.0,100.0,100.0,4.328156,1.274799,0.003468,80.589715,4.389371
22,butanol,288.45,3.571333,0.82668,100.0,100.0,100.0,4.320092,1.272939,0.003467,80.768154,4.391583
23,butanol,288.55,3.575,0.82668,100.0,100.0,100.0,4.324527,1.273964,0.003466,80.713287,4.390903
24,butanol,288.65,3.551935,0.82668,100.0,100.0,100.0,4.296627,1.267491,0.003464,81.265553,4.397722
25,butanol,288.75,3.55,0.82668,100.0,100.0,100.0,4.294286,1.266948,0.003463,81.338028,4.398614
26,butanol,288.85,3.541525,0.82668,100.0,100.0,100.0,4.284034,1.264556,0.003462,81.5609,4.40135
27,butanol,288.95,3.529111,0.82668,100.0,100.0,100.0,4.269017,1.261042,0.003461,81.876141,4.405208
28,butanol,289.05,3.517222,0.82668,100.0,100.0,100.0,4.254636,1.25767,0.00346,82.18133,4.408928
29,butanol,289.15,3.51,0.82668,100.0,100.0,100.0,4.245899,1.255616,0.003458,82.378917,4.41133
30,butanol,289.25,3.51,0.82668,100.0,100.0,100.0,4.245899,1.255616,0.003457,82.407407,4.411675
31,butanol,289.35,3.51,0.82668,100.0,100.0,100.0,4.245899,1.255616,0.003456,82.435897,4.412021
32,butanol,289.55,3.49,0.82668,100.0,100.0,100.0,4.221706,1.249902,0.003454,82.965616,4.418426
33,butanol,289.65,3.477333,0.82668,100.0,100.0,100.0,4.206384,1.246262,0.003452,83.296587,4.422408
34,butanol,289.75,3.47625,0.82668,100.0,100.0,100.0,4.205073,1.24595,0.003451,83.351312,4.423064
35,butanol,289.85,3.476667,0.82668,100.0,100.0,100.0,4.205577,1.246068,0.00345,83.370086,4.42329
36,butanol,289.95,3.47,0.82668,100.0,100.0,100.0,4.197513,1.244146,0.003449,83.559078,4.425554
37,butanol,290.05,3.45,0.82668,100.0,100.0,100.0,4.17332,1.238374,0.003448,84.072464,4.431679
38,butanol,290.15,3.436667,0.82668,100.0,100.0,100.0,4.157191,1.234498,0.003446,84.42774,4.435896
39,butanol,290.25,3.432353,0.82668,100.0,100.0,100.0,4.151973,1.233244,0.003445,84.562982,4.437497
40,butanol,290.35,3.436667,0.82668,100.0,100.0,100.0,4.157191,1.234498,0.003444,84.485936,4.436585
41,butanol,290.45,3.43,0.82668,100.0,100.0,100.0,4.149127,1.23256,0.003443,84.6793,4.438871
42,butanol,290.55,3.425,0.82668,100.0,100.0,100.0,4.143078,1.2311,0.003442,84.832117,4.440674
43,butanol,290.65,3.403333,0.82668,100.0,100.0,100.0,4.116869,1.224752,0.003441,85.401567,4.447364
44,butanol,290.75,3.395833,0.82668,100.0,100.0,100.0,4.107797,1.222548,0.003439,85.619632,4.449915
45,butanol,290.85,3.398,0.82668,100.0,100.0,100.0,4.110418,1.223186,0.003438,85.594467,4.449621
46,butanol,290.95,3.397778,0.82668,100.0,100.0,100.0,4.110149,1.223121,0.003437,85.629496,4.45003
47,butanol,291.05,3.36619,0.82668,100.0,100.0,100.0,4.071939,1.213778,0.003436,86.462725,4.459713
48,butanol,291.15,3.367273,0.82668,100.0,100.0,100.0,4.073248,1.214102,0.003435,86.464633,4.459735
49,butanol,291.25,3.366667,0.82668,100.0,100.0,100.0,4.072515,1.213922,0.003433,86.509901,4.460259
50,butanol,291.35,3.338864,0.82668,100.0,100.0,100.0,4.038883,1.205628,0.003432,87.260227,4.468895
51,butanol,291.45,3.336667,0.82668,100.0,100.0,100.0,4.036225,1.204971,0.003431,87.347652,4.469896
52,butanol,291.55,3.31,0.82668,100.0,100.0,100.0,4.003968,1.196948,0.00343,88.081571,4.478263
53,butanol,291.65,3.31,0.82668,100.0,100.0,100.0,4.003968,1.196948,0.003429,88.111782,4.478606
54,butanol,291.75,3.301333,0.82668,100.0,100.0,100.0,3.993484,1.194326,0.003428,88.373384,4.481571
55,butanol,291.85,3.300714,0.82668,100.0,100.0,100.0,3.992735,1.194139,0.003426,88.420255,4.482101
56,butanol,291.95,3.301818,0.82668,100.0,100.0,100.0,3.99407,1.194473,0.003425,88.42098,4.482109
57,butanol,292.05,3.286667,0.82668,100.0,100.0,100.0,3.975742,1.18987,0.003424,88.859026,4.487051
58,butanol,292.15,3.267333,0.82668,100.0,100.0,100.0,3.952356,1.183963,0.003423,89.415425,4.493293
59,butanol,292.25,3.271875,0.82668,100.0,100.0,100.0,3.957849,1.185363,0.003422,89.321872,4.492246
60,butanol,292.35,3.277778,0.82668,100.0,100.0,100.0,3.96499,1.187165,0.003421,89.191525,4.490786
61,butanol,292.45,3.252,0.82668,100.0,100.0,100.0,3.933808,1.179268,0.003419,89.929274,4.499024
62,butanol,292.55,3.253125,0.82668,100.0,100.0,100.0,3.935168,1.179613,0.003418,89.928915,4.49902
63,butanol,292.65,3.236604,0.82668,100.0,100.0,100.0,3.915183,1.174519,0.003417,90.418853,4.504453
64,butanol,292.75,3.216567,0.82668,100.0,100.0,100.0,3.890946,1.168314,0.003416,91.013178,4.511004
65,butanol,292.85,3.21,0.82668,100.0,100.0,100.0,3.883002,1.166271,0.003415,91.23053,4.51339
66,butanol,292.95,3.21,0.82668,100.0,100.0,100.0,3.883002,1.166271,0.003414,91.261682,4.513731
67,butanol,293.05,3.21,0.82668,100.0,100.0,100.0,3.883002,1.166271,0.003412,91.292835,4.514072
68,butanol,293.15,3.18,0.82668,100.0,100.0,100.0,3.846712,1.156881,0.003411,92.185535,4.523803
69,butanol,293.25,3.181,0.82668,100.0,100.0,100.0,3.847922,1.157195,0.00341,92.187991,4.52383
70,butanol,293.35,3.182857,0.82668,100.0,100.0,100.0,3.850168,1.157778,0.003409,92.165619,4.523587
71,butanol,293.55,3.16,0.82668,100.0,100.0,100.0,3.822519,1.150572,0.003407,92.89557,4.531476
72,butanol,293.65,3.16,0.82668,100.0,100.0,100.0,3.822519,1.150572,0.003405,92.927215,4.531817
73,butanol,293.75,3.145,0.82668,100.0,100.0,100.0,3.804374,1.145803,0.003404,93.402226,4.536915
74,butanol,293.85,3.155,0.82668,100.0,100.0,100.0,3.816471,1.148987,0.003403,93.137876,4.534081
75,butanol,293.95,3.146667,0.82668,100.0,100.0,100.0,3.80639,1.146341,0.003402,93.416314,4.537066
76,butanol,294.05,3.138,0.82668,100.0,100.0,100.0,3.795907,1.143575,0.003401,93.706182,4.540164
77,butanol,294.15,3.12,0.82668,100.0,100.0,100.0,3.774133,1.137833,0.0034,94.278846,4.546257
78,butanol,294.25,3.1,0.82668,100.0,100.0,100.0,3.74994,1.131399,0.003398,94.919355,4.553028
79,butanol,294.35,3.102727,0.82668,100.0,100.0,100.0,3.753239,1.132278,0.003397,94.868151,4.552488
80,butanol,294.45,3.102857,0.82668,100.0,100.0,100.0,3.753396,1.132316,0.003396,94.896409,4.552786
81,butanol,294.55,3.0975,0.82668,100.0,100.0,100.0,3.746915,1.130594,0.003395,95.092817,4.554853
82,butanol,294.65,3.071579,0.82668,100.0,100.0,100.0,3.71556,1.122189,0.003394,95.927862,4.563596
83,butanol,294.75,3.070714,0.82668,100.0,100.0,100.0,3.714514,1.121906,0.003393,95.987439,4.564217
84,butanol,294.85,3.055,0.82668,100.0,100.0,100.0,3.695505,1.116769,0.003392,96.513912,4.569687
85,butanol,294.95,3.051765,0.82668,100.0,100.0,100.0,3.691591,1.115715,0.00339,96.648998,4.571086
86,butanol,295.05,3.033879,0.82668,100.0,100.0,100.0,3.669956,1.109839,0.003389,97.251726,4.577303
87,butanol,295.15,3.03,0.82668,100.0,100.0,100.0,3.665263,1.108563,0.003388,97.409241,4.578921
88,butanol,295.25,3.023333,0.82668,100.0,100.0,100.0,3.657199,1.106355,0.003387,97.657111,4.581462
89,butanol,295.35,3.01,0.82668,100.0,100.0,100.0,3.64107,1.10194,0.003386,98.122924,4.586221
90,butanol,295.45,3.006667,0.82668,100.0,100.0,100.0,3.637038,1.100831,0.003385,98.264967,4.587668
91,butanol,295.55,3.000556,0.82668,100.0,100.0,100.0,3.629646,1.098797,0.003384,98.498426,4.590041
92,butanol,295.65,3.002857,0.82668,100.0,100.0,100.0,3.63243,1.099563,0.003382,98.456232,4.589612
93,butanol,295.75,3.0,0.82668,100.0,100.0,100.0,3.628974,1.098612,0.003381,98.583333,4.590902
94,butanol,295.85,2.99,0.82668,100.0,100.0,100.0,3.616877,1.095268,0.00338,98.946488,4.594579
95,butanol,295.95,2.966471,0.82668,100.0,100.0,100.0,3.588415,1.087368,0.003379,99.765021,4.602818
96,butanol,296.05,2.965,0.82668,100.0,100.0,100.0,3.586636,1.086871,0.003378,99.848229,4.603651
97,butanol,296.15,2.97,0.82668,100.0,100.0,100.0,3.592684,1.088557,0.003377,99.713805,4.602304
98,butanol,296.25,2.946923,0.82668,100.0,100.0,100.0,3.564769,1.080752,0.003376,100.528583,4.610442
99,butanol,296.35,2.941111,0.82668,100.0,100.0,100.0,3.557738,1.078787,0.003374,100.761239,4.612754
100,butanol,296.45,2.92,0.82668,100.0,100.0,100.0,3.532201,1.071584,0.003373,101.523973,4.620295
101,butanol,296.55,2.937143,0.82668,100.0,100.0,100.0,3.552938,1.077434,0.003372,100.965467,4.614779
102,butanol,296.65,2.92,0.82668,100.0,100.0,100.0,3.532201,1.071584,0.003371,101.592466,4.620969
103,butanol,296.75,2.92,0.82668,100.0,100.0,100.0,3.532201,1.071584,0.00337,101.626712,4.621306
104,butanol,296.95,2.893571,0.82668,100.0,100.0,100.0,3.500232,1.062487,0.003368,102.624043,4.631072
105,butanol,297.05,2.892857,0.82668,100.0,100.0,100.0,3.499368,1.062242,0.003366,102.683951,4.631656
106,butanol,297.15,2.895385,0.82668,100.0,100.0,100.0,3.502425,1.063112,0.003365,102.628852,4.631119
107,butanol,297.25,2.885,0.82668,100.0,100.0,100.0,3.489863,1.059523,0.003364,103.032929,4.635049
108,butanol,297.35,2.88,0.82668,100.0,100.0,100.0,3.483815,1.05779,0.003363,103.246528,4.63712
109,butanol,297.45,2.862222,0.82668,100.0,100.0,100.0,3.46231,1.051596,0.003362,103.922748,4.643648
110,butanol,297.55,2.8675,0.82668,100.0,100.0,100.0,3.468694,1.053435,0.003361,103.766347,4.642142
111,butanol,297.65,2.869091,0.82668,100.0,100.0,100.0,3.470619,1.053989,0.00336,103.743663,4.641923
112,butanol,297.75,2.86,0.82668,100.0,100.0,100.0,3.459622,1.050822,0.003359,104.108392,4.645433
113,butanol,297.85,2.8465,0.82668,100.0,100.0,100.0,3.443291,1.046086,0.003357,104.637274,4.6505
114,butanol,297.95,2.849091,0.82668,100.0,100.0,100.0,3.446425,1.046997,0.003356,104.577218,4.649926
115,butanol,298.05,2.845333,0.82668,100.0,100.0,100.0,3.44188,1.045675,0.003355,104.750469,4.651581
116,butanol,298.15,2.820625,0.82668,100.0,100.0,100.0,3.411991,1.036958,0.003354,105.703523,4.660638
117,butanol,298.25,2.820476,0.82668,100.0,100.0,100.0,3.411811,1.036902,0.003353,105.744555,4.661026
118,butanol,298.35,2.8,0.82668,100.0,100.0,100.0,3.387042,1.029619,0.003352,106.553571,4.668648
119,butanol,298.45,2.79,0.82668,100.0,100.0,100.0,3.374946,1.026042,0.003351,106.971326,4.672561
120,butanol,298.55,2.792,0.82668,100.0,100.0,100.0,3.377365,1.026757,0.00335,106.930516,4.672179
121,butanol,298.65,2.778519,0.82668,100.0,100.0,100.0,3.361057,1.021912,0.003348,107.485337,4.677354
122,butanol,298.75,2.77,0.82668,100.0,100.0,100.0,3.350752,1.018847,0.003347,107.851986,4.68076
123,butanol,298.85,2.764808,0.82668,100.0,100.0,100.0,3.344471,1.016969,0.003346,108.0907,4.682971
124,butanol,298.95,2.76,0.82668,100.0,100.0,100.0,3.338656,1.015231,0.003345,108.315217,4.685046
125,butanol,299.05,2.76,0.82668,100.0,100.0,100.0,3.338656,1.015231,0.003344,108.351449,4.68538
126,butanol,299.15,2.74,0.82668,100.0,100.0,100.0,3.314463,1.007958,0.003343,109.178832,4.692987
127,butanol,299.25,2.74,0.82668,100.0,100.0,100.0,3.314463,1.007958,0.003342,109.215328,4.693321
128,butanol,299.35,2.74,0.82668,100.0,100.0,100.0,3.314463,1.007958,0.003341,109.251825,4.693656
129,butanol,299.55,2.7375,0.82668,100.0,100.0,100.0,3.311439,1.007044,0.003338,109.424658,4.695236
130,butanol,299.65,2.7375,0.82668,100.0,100.0,100.0,3.311439,1.007044,0.003337,109.461187,4.69557
131,butanol,299.75,2.73625,0.82668,100.0,100.0,100.0,3.309926,1.006582,0.003336,109.547739,4.69636
132,butanol,299.85,2.73,0.82668,100.0,100.0,100.0,3.302366,1.004302,0.003335,109.835165,4.698981
133,butanol,299.95,2.706667,0.82668,100.0,100.0,100.0,3.274141,0.995716,0.003334,110.818966,4.707898
134,butanol,300.05,2.697273,0.82668,100.0,100.0,100.0,3.262777,0.992232,0.003333,111.241995,4.711708
135,butanol,300.15,2.704167,0.82668,100.0,100.0,100.0,3.271117,0.994792,0.003332,110.995378,4.709489
136,butanol,300.25,2.68,0.82668,100.0,100.0,100.0,3.241883,0.985817,0.003331,112.033582,4.718799
137,butanol,300.35,2.673125,0.82668,100.0,100.0,100.0,3.233567,0.983244,0.003329,112.35913,4.7217
138,butanol,300.45,2.664,0.82668,100.0,100.0,100.0,3.222529,0.979813,0.003328,112.781532,4.725453
139,butanol,300.55,2.670833,0.82668,100.0,100.0,100.0,3.230795,0.982376,0.003327,112.530421,4.723224
140,butanol,300.65,2.653714,0.82668,100.0,100.0,100.0,3.210086,0.975953,0.003326,113.294035,4.729987
141,butanol,300.75,2.637,0.82668,100.0,100.0,100.0,3.189868,0.969636,0.003325,114.050057,4.736637
142,butanol,300.85,2.64,0.82668,100.0,100.0,100.0,3.193497,0.970775,0.003324,113.958333,4.735833
143,butanol,300.95,2.64,0.82668,100.0,100.0,100.0,3.193497,0.970779,0.003323,113.996212,4.736165
144,butanol,301.05,2.64,0.82668,100.0,100.0,100.0,3.193497,0.970779,0.003322,114.034091,4.736497
145,butanol,301.15,2.62,0.82668,100.0,100.0,100.0,3.169304,0.963174,0.003321,114.942748,4.744434
146,butanol,301.25,2.615789,0.82668,100.0,100.0,100.0,3.16421,0.961564,0.00332,115.165996,4.746375
147,butanol,301.35,2.60875,0.82668,100.0,100.0,100.0,3.155695,0.958867,0.003318,115.515093,4.749401
148,butanol,301.45,2.608333,0.82668,100.0,100.0,100.0,3.155191,0.958706,0.003317,115.571885,4.749893
149,butanol,301.55,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003316,115.536398,4.749586
150,butanol,301.65,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003315,115.574713,4.749917
151,butanol,301.75,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003314,115.613027,4.750249
152,butanol,301.85,2.61,0.82668,100.0,100.0,100.0,3.157207,0.95935,0.003313,115.651341,4.75058
153,butanol,301.95,2.6,0.82668,100.0,100.0,100.0,3.145111,0.955504,0.003312,116.134615,4.75475
154,butanol,302.05,2.582632,0.82668,100.0,100.0,100.0,3.124101,0.948807,0.003311,116.954351,4.761784
155,butanol,302.15,2.584167,0.82668,100.0,100.0,100.0,3.125958,0.949401,0.00331,116.923573,4.76152
156,butanol,302.25,2.58625,0.82668,100.0,100.0,100.0,3.128478,0.950207,0.003309,116.868052,4.761046
157,butanol,302.35,2.559375,0.82668,100.0,100.0,100.0,3.095968,0.93976,0.003307,118.13431,4.771822
158,butanol,302.45,2.55,0.82668,100.0,100.0,100.0,3.084628,0.936093,0.003306,118.607843,4.775823
159,butanol,302.55,2.549762,0.82668,100.0,100.0,100.0,3.08434,0.935999,0.003305,118.658138,4.776247
160,butanol,302.65,2.541892,0.82668,100.0,100.0,100.0,3.07482,0.932901,0.003304,119.064859,4.779668
161,butanol,302.75,2.53,0.82668,100.0,100.0,100.0,3.060435,0.928218,0.003303,119.664032,4.784688
162,butanol,302.95,2.501875,0.82668,100.0,100.0,100.0,3.026413,0.917036,0.003301,121.089183,4.796527
163,butanol,303.05,2.5,0.82668,100.0,100.0,100.0,3.024145,0.916291,0.0033,121.22,4.797607
164,butanol,303.15,2.5,0.82668,100.0,100.0,100.0,3.024145,0.916291,0.003299,121.26,4.797937
165,butanol,303.25,2.497778,0.82668,100.0,100.0,100.0,3.021457,0.9154,0.003298,121.407918,4.799156
166,butanol,303.35,2.491875,0.82668,100.0,100.0,100.0,3.014316,0.913034,0.003297,121.735641,4.801852
167,butanol,303.45,2.49,0.82668,100.0,100.0,100.0,3.012048,0.912283,0.003295,121.86747,4.802934
168,butanol,303.55,2.487073,0.82668,100.0,100.0,100.0,3.008508,0.911103,0.003294,122.051093,4.80444
169,butanol,303.65,2.48,0.82668,100.0,100.0,100.0,2.999952,0.90825,0.003293,122.439516,4.807617
170,butanol,303.75,2.47,0.82668,100.0,100.0,100.0,2.987855,0.904218,0.003292,122.975709,4.811987
171,butanol,303.95,2.4475,0.82668,100.0,100.0,100.0,2.960638,0.895053,0.00329,124.187947,4.821796
172,butanol,304.05,2.4575,0.82668,100.0,100.0,100.0,2.972734,0.899138,0.003289,123.723296,4.818048
173,butanol,304.15,2.46,0.82668,100.0,100.0,100.0,2.975758,0.900151,0.003288,123.638211,4.81736
174,butanol,304.25,2.465,0.82668,100.0,100.0,100.0,2.981807,0.902184,0.003287,123.427992,4.815658
175,butanol,304.35,2.44,0.82668,100.0,100.0,100.0,2.951565,0.891998,0.003286,124.733607,4.82618
176,butanol,304.45,2.43,0.82668,100.0,100.0,100.0,2.939469,0.887891,0.003285,125.288066,4.830616
177,butanol,304.55,2.427333,0.82668,100.0,100.0,100.0,2.936243,0.886786,0.003284,125.466905,4.832042
178,butanol,304.65,2.43,0.82668,100.0,100.0,100.0,2.939469,0.887886,0.003282,125.37037,4.831272
179,butanol,304.75,2.4185,0.82668,100.0,100.0,100.0,2.925558,0.88313,0.003281,126.007856,4.836344
180,butanol,304.85,2.406667,0.82668,100.0,100.0,100.0,2.911243,0.878241,0.00328,126.668975,4.841577
181,butanol,304.95,2.409231,0.82668,100.0,100.0,100.0,2.914345,0.879307,0.003279,126.57567,4.84084
182,butanol,305.05,2.381818,0.82668,100.0,100.0,100.0,2.881185,0.867861,0.003278,128.074427,4.852612
183,butanol,305.15,2.38,0.82668,100.0,100.0,100.0,2.878986,0.8671,0.003277,128.214286,4.853703
184,butanol,305.25,2.373529,0.82668,100.0,100.0,100.0,2.871159,0.864376,0.003276,128.605948,4.856753
185,butanol,305.35,2.370435,0.82668,100.0,100.0,100.0,2.867415,0.863073,0.003275,128.816031,4.858385
186,butanol,305.55,2.37,0.82668,100.0,100.0,100.0,2.866889,0.86289,0.003273,128.924051,4.859223
187,butanol,305.65,2.37,0.82668,100.0,100.0,100.0,2.866889,0.86289,0.003272,128.966245,4.859551
188,butanol,305.75,2.362381,0.82668,100.0,100.0,100.0,2.857673,0.859662,0.003271,129.424511,4.863098
189,butanol,305.85,2.36,0.82668,100.0,100.0,100.0,2.854793,0.858653,0.00327,129.597458,4.864433
190,butanol,305.95,2.356667,0.82668,100.0,100.0,100.0,2.85076,0.85724,0.003269,129.823197,4.866173
191,butanol,306.05,2.35,0.82668,100.0,100.0,100.0,2.842696,0.854415,0.003267,130.234043,4.869333
192,butanol,306.15,2.35,0.82668,100.0,100.0,100.0,2.842696,0.854415,0.003266,130.276596,4.86966
193,butanol,306.25,2.35,0.82668,100.0,100.0,100.0,2.842696,0.854415,0.003265,130.319149,4.869986
194,butanol,306.35,2.344444,0.82668,100.0,100.0,100.0,2.835976,0.852044,0.003264,130.670616,4.87268
195,butanol,306.55,2.31566,0.82668,100.0,100.0,100.0,2.801157,0.839693,0.003262,132.381243,4.885686
196,butanol,306.65,2.310303,0.82668,100.0,100.0,100.0,2.794676,0.837378,0.003261,132.731506,4.888328
197,butanol,306.75,2.31,0.82668,100.0,100.0,100.0,2.79431,0.837248,0.00326,132.792208,4.888786
198,butanol,306.95,2.31,0.82668,100.0,100.0,100.0,2.79431,0.837248,0.003258,132.878788,4.889437
199,butanol,307.05,2.293333,0.82668,100.0,100.0,100.0,2.774149,0.830001,0.003257,133.888081,4.897004
200,butanol,307.15,2.2925,0.82668,100.0,100.0,100.0,2.773141,0.829639,0.003256,133.980371,4.897693
201,butanol,307.25,2.298,0.82668,100.0,100.0,100.0,2.779794,0.83203,0.003255,133.70322,4.895623
202,butanol,307.35,2.2975,0.82668,100.0,100.0,100.0,2.779189,0.831813,0.003254,133.775843,4.896166
203,butanol,307.45,2.29,0.82668,100.0,100.0,100.0,2.770117,0.828552,0.003253,134.257642,4.899761
204,butanol,307.55,2.289286,0.82668,100.0,100.0,100.0,2.769253,0.828239,0.003252,134.343214,4.900398
205,butanol,307.65,2.287692,0.82668,100.0,100.0,100.0,2.767325,0.827542,0.00325,134.480498,4.901419
206,butanol,307.75,2.286667,0.82668,100.0,100.0,100.0,2.766084,0.827093,0.003249,134.584548,4.902193
207,butanol,307.85,2.265714,0.82668,100.0,100.0,100.0,2.740739,0.817882,0.003248,135.873266,4.911723
208,butanol,307.95,2.268,0.82668,100.0,100.0,100.0,2.743504,0.818889,0.003247,135.780423,4.911039
209,butanol,308.05,2.277143,0.82668,100.0,100.0,100.0,2.754564,0.822917,0.003246,135.279172,4.907341
210,butanol,308.15,2.24,0.82668,100.0,100.0,100.0,2.709634,0.806463,0.003245,137.566964,4.924111
211,butanol,308.25,2.24125,0.82668,100.0,100.0,100.0,2.711146,0.807023,0.003244,137.534858,4.923877
212,butanol,308.35,2.231538,0.82668,100.0,100.0,100.0,2.699398,0.802688,0.003243,138.178214,4.928544
213,butanol,308.45,2.228889,0.82668,100.0,100.0,100.0,2.696193,0.801502,0.003242,138.387338,4.930057
214,butanol,308.55,2.227778,0.82668,100.0,100.0,100.0,2.694849,0.801003,0.003241,138.501247,4.930879
215,butanol,308.65,2.228929,0.82668,100.0,100.0,100.0,2.696241,0.80152,0.00324,138.474603,4.930687
216,butanol,308.75,2.21,0.82668,100.0,100.0,100.0,2.673344,0.792982,0.003239,139.705882,4.939539
217,butanol,308.85,2.209333,0.82668,100.0,100.0,100.0,2.672538,0.792681,0.003238,139.793301,4.940165
218,butanol,308.95,2.21875,0.82668,100.0,100.0,100.0,2.683928,0.796942,0.003237,139.24507,4.936235
219,butanol,309.05,2.211579,0.82668,100.0,100.0,100.0,2.675254,0.793697,0.003236,139.74179,4.939796
220,butanol,309.15,2.204615,0.82668,100.0,100.0,100.0,2.66683,0.790546,0.003235,140.228542,4.943274
221,butanol,309.25,2.200698,0.82668,100.0,100.0,100.0,2.662091,0.788769,0.003234,140.523618,4.945376
222,butanol,309.35,2.2,0.82668,100.0,100.0,100.0,2.661247,0.788457,0.003233,140.613636,4.946016
223,butanol,309.55,2.195,0.82668,100.0,100.0,100.0,2.655199,0.786179,0.00323,141.025057,4.948938
224,butanol,309.65,2.2,0.82668,100.0,100.0,100.0,2.661247,0.788457,0.003229,140.75,4.946985
225,butanol,309.75,2.193333,0.82668,100.0,100.0,100.0,2.653183,0.78542,0.003228,141.223404,4.950343
226,butanol,309.95,2.185,0.82668,100.0,100.0,100.0,2.643103,0.781608,0.003226,141.853547,4.954795
227,butanol,310.05,2.186667,0.82668,100.0,100.0,100.0,2.645119,0.782372,0.003225,141.791159,4.954355
228,butanol,310.15,2.17,0.82668,100.0,100.0,100.0,2.624958,0.774727,0.003224,142.926267,4.962329
229,butanol,310.25,2.17,0.82668,100.0,100.0,100.0,2.624958,0.774727,0.003223,142.97235,4.962651
230,butanol,310.35,2.160588,0.82668,100.0,100.0,100.0,2.613573,0.770365,0.003222,143.641438,4.96732
231,butanol,310.55,2.165,0.82668,100.0,100.0,100.0,2.618909,0.772418,0.00322,143.441109,4.965925
232,butanol,310.65,2.16,0.82668,100.0,100.0,100.0,2.612861,0.770108,0.003219,143.819444,4.968559
233,butanol,310.75,2.153333,0.82668,100.0,100.0,100.0,2.604797,0.767007,0.003218,144.311146,4.971972
234,butanol,310.95,2.137,0.82668,100.0,100.0,100.0,2.585039,0.759401,0.003216,145.507721,4.980229
235,butanol,311.05,2.13,0.82668,100.0,100.0,100.0,2.576571,0.756122,0.003215,146.032864,4.983832
236,butanol,311.15,2.12,0.82668,100.0,100.0,100.0,2.564475,0.751394,0.003214,146.768868,4.988859
237,butanol,311.25,2.124615,0.82668,100.0,100.0,100.0,2.570058,0.753579,0.003213,146.497104,4.987006
238,butanol,311.55,2.1,0.82668,100.0,100.0,100.0,2.540282,0.741937,0.00321,148.357143,4.999622
239,butanol,311.65,2.1005,0.82668,100.0,100.0,100.0,2.540886,0.742175,0.003209,148.369436,4.999705
240,butanol,311.75,2.1,0.82668,100.0,100.0,100.0,2.540282,0.741937,0.003208,148.452381,5.000264
241,butanol,311.85,2.08,0.82668,100.0,100.0,100.0,2.516088,0.732368,0.003207,149.927885,5.010154
242,butanol,311.95,2.081739,0.82668,100.0,100.0,100.0,2.518192,0.7332,0.003206,149.850668,5.009639
243,butanol,312.05,2.083333,0.82668,100.0,100.0,100.0,2.520121,0.733963,0.003205,149.784,5.009194
244,butanol,312.15,2.07125,0.82668,100.0,100.0,100.0,2.505504,0.728151,0.003204,150.706095,5.015332
245,butanol,312.25,2.072143,0.82668,100.0,100.0,100.0,2.506584,0.728581,0.003203,150.689417,5.015221
