,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D
3911,peta,299.35,71.4,1.14,14.9,20.547249,41.33618,62.631579,4.268288,0.003341,4.192577,1.433316
3912,peta,299.45,71.183333,1.14,14.9,20.547249,41.33618,62.44152,4.265259,0.003339,4.206743,1.436689
3913,peta,299.55,71.1375,1.14,14.9,20.547249,41.33618,62.401316,4.264606,0.003338,4.210859,1.437667
3914,peta,299.65,71.05,1.14,14.9,20.547249,41.33618,62.324561,4.263372,0.003337,4.217452,1.439231
3915,peta,299.75,70.0,1.14,14.9,20.547249,41.33618,61.403509,4.248495,0.003336,4.282143,1.454454
3916,peta,299.85,69.7,1.14,14.9,20.547249,41.33618,61.140351,4.244173,0.003335,4.302009,1.459082
3917,peta,299.95,69.066667,1.14,14.9,20.547249,41.33618,60.584795,4.235065,0.003334,4.342905,1.468544
3918,peta,300.05,68.916667,1.14,14.9,20.547249,41.33618,60.453216,4.232892,0.003333,4.353809,1.471051
3919,peta,300.15,68.866667,1.14,14.9,20.547249,41.33618,60.409357,4.232166,0.003332,4.358422,1.47211
3920,peta,300.25,67.595652,1.14,14.9,20.547249,41.33618,59.294432,4.213495,0.003331,4.441854,1.491072
3921,peta,300.35,67.242857,1.14,14.9,20.547249,41.33618,58.984962,4.208304,0.003329,4.466645,1.496638
3922,peta,300.45,66.916667,1.14,14.9,20.547249,41.33618,58.69883,4.203432,0.003328,4.489913,1.501833
3923,peta,300.55,66.2,1.14,14.9,20.547249,41.33618,58.070175,4.192676,0.003327,4.54003,1.512934
3924,peta,300.65,65.933333,1.14,14.9,20.547249,41.33618,57.836257,4.188643,0.003326,4.559909,1.517303
3925,peta,300.75,65.141667,1.14,14.9,20.547249,41.33618,57.141813,4.176555,0.003325,4.616861,1.529715
3926,peta,300.85,65.086667,1.14,14.9,20.547249,41.33618,57.093567,4.175713,0.003324,4.622298,1.530892
3927,peta,300.95,64.97,1.14,14.9,20.547249,41.33618,56.991228,4.173919,0.003323,4.632138,1.533019
3928,peta,301.05,64.25,1.14,14.9,20.547249,41.33618,56.359649,4.162781,0.003322,4.685603,1.544495
3929,peta,301.15,63.561905,1.14,14.9,20.547249,41.33618,55.756057,4.152009,0.003321,4.737901,1.555594
3930,peta,301.25,63.4375,1.14,14.9,20.547249,41.33618,55.64693,4.150049,0.00332,4.748768,1.557885
3931,peta,301.35,62.886207,1.14,14.9,20.547249,41.33618,55.163339,4.141298,0.003318,4.791989,1.566946
3932,peta,301.45,62.314286,1.14,14.9,20.547249,41.33618,54.661654,4.132158,0.003317,4.837575,1.576413
3933,peta,301.55,61.411579,1.14,14.9,20.547249,41.33618,53.869806,4.11759,0.003316,4.910312,1.591337
3934,peta,301.65,60.95,1.14,14.9,20.547249,41.33618,53.464912,4.110054,0.003315,4.949139,1.599214
3935,peta,301.75,60.75,1.14,14.9,20.547249,41.33618,53.289474,4.106767,0.003314,4.967078,1.602832
3936,peta,301.85,60.218519,1.14,14.9,20.547249,41.33618,52.823262,4.097969,0.003313,5.012578,1.61195
3937,peta,301.95,60.117647,1.14,14.9,20.547249,41.33618,52.734778,4.096286,0.003312,5.022652,1.613958
3938,peta,302.05,59.4125,1.14,14.9,20.547249,41.33618,52.116228,4.084498,0.003311,5.083947,1.626088
3939,peta,302.15,59.305882,1.14,14.9,20.547249,41.33618,52.022704,4.082706,0.00331,5.094773,1.628215
3940,peta,302.25,58.983333,1.14,14.9,20.547249,41.33618,51.739766,4.077245,0.003309,5.124329,1.634
3941,peta,302.35,58.535526,1.14,14.9,20.547249,41.33618,51.346953,4.069621,0.003307,5.165239,1.641951
3942,peta,302.45,57.796296,1.14,14.9,20.547249,41.33618,50.698506,4.05692,0.003306,5.233034,1.654991
3943,peta,302.55,57.366667,1.14,14.9,20.547249,41.33618,50.321637,4.049457,0.003305,5.273969,1.662783
3944,peta,302.65,57.2,1.14,14.9,20.547249,41.33618,50.175439,4.046551,0.003304,5.291084,1.666023
3945,peta,302.75,57.0,1.14,14.9,20.547249,41.33618,50.0,4.043051,0.003303,5.311404,1.669856
3946,peta,302.85,56.457143,1.14,14.9,20.547249,41.33618,49.52381,4.033476,0.003302,5.364246,1.679756
3947,peta,302.95,56.408333,1.14,14.9,20.547249,41.33618,49.480994,4.032614,0.003301,5.37066,1.680951
3948,peta,303.05,56.246154,1.14,14.9,20.547249,41.33618,49.338731,4.029733,0.0033,5.387924,1.68416
3949,peta,303.15,55.75,1.14,14.9,20.547249,41.33618,48.903509,4.020874,0.003299,5.437668,1.69335
3950,peta,303.25,55.6,1.14,14.9,20.547249,41.33618,48.77193,4.018183,0.003298,5.454137,1.696374
3951,peta,303.35,55.021053,1.14,14.9,20.547249,41.33618,48.264081,4.00771,0.003297,5.513344,1.707171
3952,peta,303.45,54.925,1.14,14.9,20.547249,41.33618,48.179825,4.005967,0.003295,5.524807,1.709248
3953,peta,303.55,54.875,1.14,14.9,20.547249,41.33618,48.135965,4.005053,0.003294,5.531663,1.710488
3954,peta,303.65,54.833333,1.14,14.9,20.547249,41.33618,48.099415,4.004292,0.003293,5.53769,1.711577
3955,peta,303.75,53.621429,1.14,14.9,20.547249,41.33618,47.036341,3.981928,0.003292,5.664713,1.734256
3956,peta,303.85,53.536364,1.14,14.9,20.547249,41.33618,46.961722,3.980351,0.003291,5.675582,1.736173
3957,peta,303.95,53.415385,1.14,14.9,20.547249,41.33618,46.855601,3.978082,0.00329,5.690308,1.738764
3958,peta,304.05,53.192857,1.14,14.9,20.547249,41.33618,46.660401,3.973892,0.003289,5.715993,1.743268
3959,peta,304.15,52.714286,1.14,14.9,20.547249,41.33618,46.240602,3.964884,0.003288,5.769783,1.752635
3960,peta,304.25,52.642857,1.14,14.9,20.547249,41.33618,46.177945,3.963524,0.003287,5.779512,1.754319
3961,peta,304.35,52.05641,1.14,14.9,20.547249,41.33618,45.663518,3.952319,0.003286,5.846542,1.76585
3962,peta,304.45,52.0,1.14,14.9,20.547249,41.33618,45.614035,3.951238,0.003285,5.854808,1.767263
3963,peta,304.55,51.5,1.14,14.9,20.547249,41.33618,45.175439,3.941578,0.003284,5.913592,1.777253
3964,peta,304.65,51.3,1.14,14.9,20.547249,41.33618,45.0,3.937691,0.003282,5.938596,1.781473
3965,peta,304.75,50.815789,1.14,14.9,20.547249,41.33618,44.575254,3.928203,0.003281,5.997152,1.791285
3966,peta,304.85,50.745455,1.14,14.9,20.547249,41.33618,44.513557,3.926816,0.00328,6.007435,1.792998
3967,peta,304.95,50.721429,1.14,14.9,20.547249,41.33618,44.492481,3.926346,0.003279,6.012252,1.793799
3968,peta,305.05,49.925,1.14,14.9,20.547249,41.33618,43.79386,3.910516,0.003278,6.110165,1.809954
3969,peta,305.15,49.866667,1.14,14.9,20.547249,41.33618,43.74269,3.909349,0.003277,6.119318,1.811451
3970,peta,305.25,49.791667,1.14,14.9,20.547249,41.33618,43.676901,3.907844,0.003276,6.130544,1.813283
3971,peta,305.35,49.6375,1.14,14.9,20.547249,41.33618,43.541667,3.904735,0.003275,6.151599,1.816712
3972,peta,305.45,49.225,1.14,14.9,20.547249,41.33618,43.179825,3.896401,0.003274,6.20518,1.825384
3973,peta,305.55,48.690909,1.14,14.9,20.547249,41.33618,42.711324,3.885482,0.003273,6.275299,1.836621
3974,peta,305.65,48.623077,1.14,14.9,20.547249,41.33618,42.651822,3.884095,0.003272,6.28611,1.838342
3975,peta,305.75,48.538462,1.14,14.9,20.547249,41.33618,42.577598,3.882353,0.003271,6.299128,1.840411
3976,peta,305.85,48.0,1.14,14.9,20.547249,41.33618,42.105263,3.871201,0.00327,6.371875,1.851894
3977,peta,305.95,47.8,1.14,14.9,20.547249,41.33618,41.929825,3.867026,0.003269,6.400628,1.856396
3978,peta,306.05,47.307692,1.14,14.9,20.547249,41.33618,41.497976,3.856668,0.003267,6.46935,1.867076
3979,peta,306.15,47.241176,1.14,14.9,20.547249,41.33618,41.439628,3.855259,0.003266,6.480575,1.868809
3980,peta,306.25,47.1,1.14,14.9,20.547249,41.33618,41.315789,3.852268,0.003265,6.502123,1.872129
3981,peta,306.35,46.2,1.14,14.9,20.547249,41.33618,40.526316,3.832967,0.003264,6.630952,1.891748
3982,peta,306.45,46.192857,1.14,14.9,20.547249,41.33618,40.52005,3.832817,0.003263,6.634143,1.892229
3983,peta,306.55,46.242857,1.14,14.9,20.547249,41.33618,40.56391,3.833898,0.003262,6.629132,1.891474
3984,peta,306.65,45.462963,1.14,14.9,20.547249,41.33618,39.879792,3.816887,0.003261,6.745051,1.908809
3985,peta,306.75,45.228,1.14,14.9,20.547249,41.33618,39.673684,3.811694,0.00326,6.782303,1.914317
3986,peta,306.85,44.792857,1.14,14.9,20.547249,41.33618,39.29198,3.802022,0.003259,6.850423,1.92431
3987,peta,306.95,44.412698,1.14,14.9,20.547249,41.33618,38.958507,3.79352,0.003258,6.911312,1.933159
3988,peta,307.05,44.15,1.14,14.9,20.547249,41.33618,38.72807,3.787592,0.003257,6.9547,1.939418
3989,peta,307.15,44.0,1.14,14.9,20.547249,41.33618,38.596491,3.784187,0.003256,6.980682,1.943147
3990,peta,307.25,43.8,1.14,14.9,20.547249,41.33618,38.421053,3.779634,0.003255,7.01484,1.948028
3991,peta,307.35,43.75,1.14,14.9,20.547249,41.33618,38.377193,3.778486,0.003254,7.025143,1.949496
3992,peta,307.45,43.21,1.14,14.9,20.547249,41.33618,37.903509,3.766065,0.003253,7.115251,1.962241
3993,peta,307.55,43.205882,1.14,14.9,20.547249,41.33618,37.899897,3.765972,0.003252,7.118244,1.962661
3994,peta,307.65,43.071429,1.14,14.9,20.547249,41.33618,37.781955,3.762856,0.00325,7.142786,1.966103
3995,peta,307.75,42.7,1.14,14.9,20.547249,41.33618,37.45614,3.754199,0.003249,7.20726,1.975089
3996,peta,307.85,42.55,1.14,14.9,20.547249,41.33618,37.324561,3.750674,0.003248,7.235018,1.978933
3997,peta,307.95,42.12,1.14,14.9,20.547249,41.33618,36.947368,3.740506,0.003247,7.311254,1.989415
3998,peta,308.05,41.941176,1.14,14.9,20.547249,41.33618,36.790506,3.736261,0.003246,7.344811,1.993994
3999,peta,308.15,41.872727,1.14,14.9,20.547249,41.33618,36.730463,3.734626,0.003245,7.359205,1.995952
4000,peta,308.35,41.428571,1.14,14.9,20.547249,41.33618,36.340852,3.723933,0.003243,7.442931,2.007265
4001,peta,308.45,41.1,1.14,14.9,20.547249,41.33618,36.052632,3.716,0.003242,7.504866,2.015552
4002,peta,308.55,41.072727,1.14,14.9,20.547249,41.33618,36.028708,3.715339,0.003241,7.512284,2.01654
4003,peta,308.65,40.464286,1.14,14.9,20.547249,41.33618,35.494987,3.700368,0.00324,7.627714,2.031788
4004,peta,308.75,40.193333,1.14,14.9,20.547249,41.33618,35.25731,3.693687,0.003239,7.681622,2.038831
4005,peta,308.85,40.178571,1.14,14.9,20.547249,41.33618,35.244361,3.693325,0.003238,7.686933,2.039522
4006,peta,308.95,39.51875,1.14,14.9,20.547249,41.33618,34.66557,3.676718,0.003237,7.817808,2.056404
4007,peta,309.05,39.264583,1.14,14.9,20.547249,41.33618,34.442617,3.670291,0.003236,7.870961,2.06318
4008,peta,309.15,39.088235,1.14,14.9,20.547249,41.33618,34.287926,3.665813,0.003235,7.909029,2.068005
4009,peta,309.35,38.0,1.14,14.9,20.547249,41.33618,33.333333,3.637586,0.003233,8.140789,2.096887
4010,peta,309.45,38.485714,1.14,14.9,20.547249,41.33618,33.759398,3.650281,0.003232,8.040646,2.084509
4011,peta,309.55,38.269231,1.14,14.9,20.547249,41.33618,33.569501,3.64463,0.00323,8.088744,2.090473
4012,peta,309.65,38.254545,1.14,14.9,20.547249,41.33618,33.556619,3.644248,0.003229,8.094463,2.09118
4013,peta,309.75,38.063636,1.14,14.9,20.547249,41.33618,33.389155,3.63925,0.003228,8.137688,2.096506
4014,peta,309.85,37.642105,1.14,14.9,20.547249,41.33618,33.019391,3.628116,0.003227,8.231474,2.107965
4015,peta,309.95,37.555556,1.14,14.9,20.547249,41.33618,32.94347,3.625804,0.003226,8.253107,2.11059
4016,peta,310.05,37.476923,1.14,14.9,20.547249,41.33618,32.874494,3.62371,0.003225,8.273091,2.113008
4017,peta,310.15,37.176471,1.14,14.9,20.547249,41.33618,32.610939,3.615668,0.003224,8.342642,2.12138
4018,peta,310.25,36.856452,1.14,14.9,20.547249,41.33618,32.330221,3.607008,0.003223,8.417794,2.130348
4019,peta,310.35,36.525641,1.14,14.9,20.547249,41.33618,32.040036,3.598006,0.003222,8.496771,2.139686
4020,peta,310.45,36.153521,1.14,14.9,20.547249,41.33618,31.713615,3.587755,0.003221,8.586992,2.150249
4021,peta,310.55,35.995652,1.14,14.9,20.547249,41.33618,31.575133,3.583398,0.00322,8.627431,2.154947
4022,peta,310.65,35.947059,1.14,14.9,20.547249,41.33618,31.532508,3.582043,0.003219,8.641875,2.15662
4023,peta,310.75,35.8,1.14,14.9,20.547249,41.33618,31.403509,3.577932,0.003218,8.680168,2.161041
4024,peta,310.85,35.55,1.14,14.9,20.547249,41.33618,31.184211,3.570939,0.003217,8.744023,2.16837
4025,peta,310.95,35.011765,1.14,14.9,20.547249,41.33618,30.712074,3.555683,0.003216,8.8813,2.183948
4026,peta,311.05,35.016667,1.14,14.9,20.547249,41.33618,30.716374,3.555823,0.003215,8.882913,2.18413
4027,peta,311.15,35.06,1.14,14.9,20.547249,41.33618,30.754386,3.557057,0.003214,8.874786,2.183214
4028,peta,311.25,34.95,1.14,14.9,20.547249,41.33618,30.657895,3.553917,0.003213,8.905579,2.186678
4029,peta,311.35,34.505556,1.14,14.9,20.547249,41.33618,30.268031,3.541087,0.003212,9.023185,2.199797
4030,peta,311.45,34.552381,1.14,14.9,20.547249,41.33618,30.309106,3.542474,0.003211,9.013851,2.198762
4031,peta,311.55,34.0,1.14,14.9,20.547249,41.33618,29.824561,3.526361,0.00321,9.163235,2.215199
4032,peta,311.65,34.1,1.14,14.9,20.547249,41.33618,29.912281,3.529293,0.003209,9.139296,2.212583
4033,peta,311.85,33.25,1.14,14.9,20.547249,41.33618,29.166667,3.504018,0.003207,9.378947,2.238468
4034,peta,311.95,33.16,1.14,14.9,20.547249,41.33618,29.087719,3.501325,0.003206,9.407419,2.241499
4035,peta,312.15,33.0,1.14,14.9,20.547249,41.33618,28.947368,3.496508,0.003204,9.459091,2.246976
4036,peta,312.55,32.266667,1.14,14.9,20.547249,41.33618,28.304094,3.47403,0.003199,9.686467,2.27073
4037,peta,313.55,30.0,1.14,14.9,20.547249,41.33618,26.315789,3.401197,0.003189,10.451667,2.346761
4038,peta,313.65,30.0,1.14,14.9,20.547249,41.33618,26.315789,3.401197,0.003188,10.455,2.34708
4039,peta,313.75,30.0,1.14,14.9,20.547249,41.33618,26.315789,3.401197,0.003187,10.458333,2.347399
4040,peta,314.35,29.0,1.14,14.9,20.547249,41.33618,25.438596,3.367296,0.003181,10.839655,2.383211
4041,peta,288.45,89.0,1.11,19.76,26.532153,49.775459,80.18018,4.488636,0.003467,3.241011,1.175885
4042,peta,288.55,90.0,1.11,19.76,26.532153,49.775459,81.081081,4.49981,0.003466,3.206111,1.165059
4043,peta,288.95,88.0,1.11,19.76,26.532153,49.775459,79.279279,4.477337,0.003461,3.283523,1.188917
4044,peta,289.45,85.0,1.11,19.76,26.532153,49.775459,76.576577,4.442651,0.003455,3.405294,1.225331
4045,peta,289.65,84.0,1.11,19.76,26.532153,49.775459,75.675676,4.430817,0.003452,3.448214,1.237856
4046,peta,289.75,83.309091,1.11,19.76,26.532153,49.775459,75.053235,4.422554,0.003451,3.478012,1.246461
4047,peta,289.95,82.090323,1.11,19.76,26.532153,49.775459,73.955246,4.407819,0.003449,3.532085,1.261888
4048,peta,290.05,81.546774,1.11,19.76,26.532153,49.775459,73.465562,4.401167,0.003448,3.556854,1.268877
4049,peta,290.15,80.839394,1.11,19.76,26.532153,49.775459,72.828283,4.392455,0.003446,3.589215,1.277934
4050,peta,290.25,80.058228,1.11,19.76,26.532153,49.775459,72.12453,4.382752,0.003445,3.625486,1.287988
4051,peta,290.35,80.0,1.11,19.76,26.532153,49.775459,72.072072,4.382027,0.003444,3.629375,1.28906
4052,peta,290.45,79.55,1.11,19.76,26.532153,49.775459,71.666667,4.376386,0.003443,3.651163,1.295046
4053,peta,290.55,79.35,1.11,19.76,26.532153,49.775459,71.486486,4.373867,0.003442,3.661626,1.297907
4054,peta,290.65,78.654545,1.11,19.76,26.532153,49.775459,70.859951,4.365064,0.003441,3.695273,1.307054
4055,peta,290.75,78.422222,1.11,19.76,26.532153,49.775459,70.650651,4.362103,0.003439,3.707495,1.310356
4056,peta,290.95,77.3,1.11,19.76,26.532153,49.775459,69.63964,4.347686,0.003437,3.763907,1.325457
4057,peta,291.05,76.82381,1.11,19.76,26.532153,49.775459,69.210639,4.341514,0.003436,3.788539,1.33198
4058,peta,291.15,76.266667,1.11,19.76,26.532153,49.775459,68.708709,4.334232,0.003435,3.817526,1.339603
4059,peta,291.25,76.0,1.11,19.76,26.532153,49.775459,68.468468,4.330733,0.003433,3.832237,1.343449
4060,peta,291.35,75.114286,1.11,19.76,26.532153,49.775459,67.670528,4.319008,0.003432,3.878756,1.355515
4061,peta,291.45,74.985714,1.11,19.76,26.532153,49.775459,67.554698,4.317297,0.003431,3.88674,1.357571
4062,peta,291.55,74.088889,1.11,19.76,26.532153,49.775459,66.746747,4.305264,0.00343,3.935138,1.369946
4063,peta,291.65,73.955,1.11,19.76,26.532153,49.775459,66.626126,4.303445,0.003429,3.943614,1.372098
4064,peta,291.75,72.991304,1.11,19.76,26.532153,49.775459,65.757932,4.290336,0.003428,3.997051,1.385557
4065,peta,291.85,72.45,1.11,19.76,26.532153,49.775459,65.27027,4.282877,0.003426,4.028295,1.393343
4066,peta,291.95,71.231111,1.11,19.76,26.532153,49.775459,64.172172,4.265925,0.003425,4.09863,1.410653
4067,peta,292.05,70.742188,1.11,19.76,26.532153,49.775459,63.7317,4.259024,0.003424,4.128371,1.417883
4068,peta,292.15,70.325806,1.11,19.76,26.532153,49.775459,63.356582,4.253131,0.003423,4.154236,1.424129
4069,peta,292.25,70.062651,1.11,19.76,26.532153,49.775459,63.119505,4.249389,0.003422,4.171267,1.42822
4070,peta,292.35,69.733333,1.11,19.76,26.532153,49.775459,62.822823,4.244677,0.003421,4.1924,1.433273
4071,peta,292.45,69.1625,1.11,19.76,26.532153,49.775459,62.308559,4.236455,0.003419,4.228447,1.441835
4072,peta,292.55,69.052381,1.11,19.76,26.532153,49.775459,62.209352,4.234865,0.003418,4.236639,1.44377
4073,peta,292.65,68.139623,1.11,19.76,26.532153,49.775459,61.387047,4.221523,0.003417,4.294858,1.457418
4074,peta,292.75,67.795,1.11,19.76,26.532153,49.775459,61.076577,4.216459,0.003416,4.318165,1.462831
4075,peta,292.85,66.8,1.11,19.76,26.532153,49.775459,60.18018,4.201703,0.003415,4.383982,1.477957
4076,peta,292.95,66.016149,1.11,19.76,26.532153,49.775459,59.474008,4.189897,0.003414,4.437551,1.490103
4077,peta,293.05,65.635714,1.11,19.76,26.532153,49.775459,59.131274,4.184117,0.003412,4.464795,1.496223
4078,peta,293.15,65.276786,1.11,19.76,26.532153,49.775459,58.807915,4.178634,0.003411,4.490877,1.502048
4079,peta,293.25,64.762281,1.11,19.76,26.532153,49.775459,58.344397,4.170719,0.00341,4.528099,1.510302
4080,peta,293.35,64.488679,1.11,19.76,26.532153,49.775459,58.097909,4.166489,0.003409,4.54886,1.514877
4081,peta,293.45,64.1,1.11,19.76,26.532153,49.775459,57.747748,4.160443,0.003408,4.578003,1.521263
4082,peta,293.55,63.37037,1.11,19.76,26.532153,49.775459,57.090424,4.148984,0.003407,4.632291,1.533052
4083,peta,293.65,63.209375,1.11,19.76,26.532153,49.775459,56.945383,4.146443,0.003405,4.645672,1.535936
4084,peta,293.75,62.908,1.11,19.76,26.532153,49.775459,56.673874,4.141671,0.003404,4.669517,1.541056
4085,peta,293.85,62.4,1.11,19.76,26.532153,49.775459,56.216216,4.13356,0.003403,4.709135,1.549504
4086,peta,293.95,61.881065,1.11,19.76,26.532153,49.775459,55.748707,4.125211,0.003402,4.750241,1.558195
4087,peta,294.05,61.369375,1.11,19.76,26.532153,49.775459,55.287725,4.116905,0.003401,4.791478,1.566839
4088,peta,294.15,61.130435,1.11,19.76,26.532153,49.775459,55.072464,4.113009,0.0034,4.811842,1.57108
4089,peta,294.25,60.9,1.11,19.76,26.532153,49.775459,54.864865,4.109233,0.003398,4.831691,1.575197
4090,peta,294.35,60.2,1.11,19.76,26.532153,49.775459,54.234234,4.097667,0.003397,4.889535,1.587097
4091,peta,294.45,60.047059,1.11,19.76,26.532153,49.775459,54.096449,4.095126,0.003396,4.903654,1.589981
4092,peta,294.55,59.971429,1.11,19.76,26.532153,49.775459,54.028314,4.093868,0.003395,4.911505,1.591581
4093,peta,294.65,59.405882,1.11,19.76,26.532153,49.775459,53.518813,4.084389,0.003394,4.959947,1.601395
4094,peta,294.75,59.25,1.11,19.76,26.532153,49.775459,53.378378,4.081763,0.003393,4.974684,1.604362
4095,peta,294.85,59.1,1.11,19.76,26.532153,49.775459,53.243243,4.079229,0.003392,4.989002,1.607236
4096,peta,294.95,58.7,1.11,19.76,26.532153,49.775459,52.882883,4.072437,0.00339,5.024702,1.614366
4097,peta,295.05,58.052459,1.11,19.76,26.532153,49.775459,52.299513,4.061343,0.003389,5.082472,1.625798
4098,peta,295.15,57.438384,1.11,19.76,26.532153,49.775459,51.746292,4.050698,0.003388,5.13855,1.636771
4099,peta,295.25,57.022449,1.11,19.76,26.532153,49.775459,51.371576,4.04344,0.003387,5.177785,1.644377
4100,peta,295.35,56.766667,1.11,19.76,26.532153,49.775459,51.141141,4.038949,0.003386,5.202877,1.649212
4101,peta,295.45,56.45,1.11,19.76,26.532153,49.775459,50.855856,4.033355,0.003385,5.233835,1.655144
4102,peta,295.55,56.2,1.11,19.76,26.532153,49.775459,50.630631,4.028917,0.003384,5.258897,1.659921
4103,peta,295.65,56.55,1.11,19.76,26.532153,49.775459,50.945946,4.035106,0.003382,5.228117,1.654051
4104,peta,295.75,55.563158,1.11,19.76,26.532153,49.775459,50.056899,4.017519,0.003381,5.322772,1.671994
4105,peta,295.85,55.5,1.11,19.76,26.532153,49.775459,50.0,4.016381,0.00338,5.330631,1.67347
4106,peta,295.95,55.49,1.11,19.76,26.532153,49.775459,49.990991,4.0162,0.003379,5.333393,1.673988
4107,peta,296.05,54.56,1.11,19.76,26.532153,49.775459,49.153153,3.999252,0.003378,5.426136,1.691227
4108,peta,296.15,54.38125,1.11,19.76,26.532153,49.775459,48.992117,3.99601,0.003377,5.445811,1.694847
4109,peta,296.25,54.4125,1.11,19.76,26.532153,49.775459,49.02027,3.996588,0.003376,5.444521,1.69461
4110,peta,296.35,54.05,1.11,19.76,26.532153,49.775459,48.693694,3.989901,0.003374,5.482886,1.701632
4111,peta,296.45,53.441667,1.11,19.76,26.532153,49.775459,48.145646,3.978584,0.003373,5.54717,1.713288
4112,peta,296.55,53.361111,1.11,19.76,26.532153,49.775459,48.073073,3.977075,0.003372,5.557418,1.715134
4113,peta,296.65,53.033333,1.11,19.76,26.532153,49.775459,47.777778,3.970918,0.003371,5.593652,1.721632
4114,peta,296.75,52.465217,1.11,19.76,26.532153,49.775459,47.265962,3.960146,0.00337,5.656128,1.73274
4115,peta,296.85,52.416,1.11,19.76,26.532153,49.775459,47.221622,3.959208,0.003369,5.663347,1.734015
4116,peta,296.95,51.776923,1.11,19.76,26.532153,49.775459,46.645877,3.946942,0.003368,5.735181,1.746619
4117,peta,297.05,51.279545,1.11,19.76,26.532153,49.775459,46.197789,3.937279,0.003366,5.792758,1.756609
4118,peta,297.15,50.845161,1.11,19.76,26.532153,49.775459,45.806452,3.928783,0.003365,5.844214,1.765452
4119,peta,297.25,50.448101,1.11,19.76,26.532153,49.775459,45.44874,3.920943,0.003364,5.892194,1.773628
4120,peta,297.45,49.6,1.11,19.76,26.532153,49.775459,44.684685,3.903991,0.003362,5.996976,1.791255
4121,peta,297.55,49.4,1.11,19.76,26.532153,49.775459,44.504505,3.89995,0.003361,6.023279,1.795632
4122,peta,297.65,49.05,1.11,19.76,26.532153,49.775459,44.189189,3.892838,0.00336,6.068298,1.803078
4123,peta,297.75,48.98,1.11,19.76,26.532153,49.775459,44.126126,3.891412,0.003359,6.079012,1.804842
4124,peta,297.95,48.55,1.11,19.76,26.532153,49.775459,43.738739,3.882594,0.003356,6.136972,1.814331
4125,peta,298.05,48.127273,1.11,19.76,26.532153,49.775459,43.357903,3.873846,0.003355,6.192954,1.823412
4126,peta,298.15,48.05,1.11,19.76,26.532153,49.775459,43.288288,3.87224,0.003354,6.204995,1.825355
4127,peta,298.25,47.982353,1.11,19.76,26.532153,49.775459,43.227345,3.870831,0.003353,6.215827,1.827099
4128,peta,298.35,47.55,1.11,19.76,26.532153,49.775459,42.837838,3.861781,0.003352,6.274448,1.836486
4129,peta,298.45,47.1125,1.11,19.76,26.532153,49.775459,42.443694,3.852536,0.003351,6.334837,1.846064
4130,peta,298.55,47.07,1.11,19.76,26.532153,49.775459,42.405405,3.851634,0.00335,6.342681,1.847302
4131,peta,298.65,46.992308,1.11,19.76,26.532153,49.775459,42.335412,3.849981,0.003348,6.355295,1.849288
4132,peta,298.75,46.482143,1.11,19.76,26.532153,49.775459,41.875804,3.839058,0.003347,6.427199,1.860539
4133,peta,298.85,46.319048,1.11,19.76,26.532153,49.775459,41.728872,3.835546,0.003346,6.451989,1.864389
4134,peta,298.95,45.862222,1.11,19.76,26.532153,49.775459,41.317317,3.825632,0.003345,6.518437,1.874635
4135,peta,299.05,45.7,1.11,19.76,26.532153,49.775459,41.171171,3.822088,0.003344,6.543764,1.878512
4136,peta,299.15,45.25,1.11,19.76,26.532153,49.775459,40.765766,3.812202,0.003343,6.61105,1.888742
4137,peta,299.25,44.888889,1.11,19.76,26.532153,49.775459,40.44044,3.80419,0.003342,6.66646,1.897089
4138,peta,299.35,44.864286,1.11,19.76,26.532153,49.775459,40.418275,3.803641,0.003341,6.672345,1.897971
4139,peta,299.55,44.105263,1.11,19.76,26.532153,49.775459,39.734471,3.786574,0.003338,6.791706,1.915702
4140,peta,299.65,43.988235,1.11,19.76,26.532153,49.775459,39.629041,3.783911,0.003337,6.812049,1.918693
4141,peta,299.75,43.72,1.11,19.76,26.532153,49.775459,39.387387,3.777804,0.003336,6.85613,1.925143
4142,peta,299.95,42.911842,1.11,19.76,26.532153,49.775459,38.659317,3.759145,0.003334,6.989912,1.944468
4143,peta,300.05,42.561207,1.11,19.76,26.532153,49.775459,38.34343,3.750941,0.003333,7.049847,1.953006
4144,peta,300.15,42.445161,1.11,19.76,26.532153,49.775459,38.238884,3.748205,0.003332,7.071477,1.956069
4145,peta,300.25,42.2,1.11,19.76,26.532153,49.775459,38.018018,3.74242,0.003331,7.114929,1.962195
4146,peta,300.35,41.817647,1.11,19.76,26.532153,49.775459,37.673556,3.733318,0.003329,7.182374,1.97163
4147,peta,300.45,41.807692,1.11,19.76,26.532153,49.775459,37.664588,3.73308,0.003328,7.186477,1.972201
4148,peta,300.55,41.6,1.11,19.76,26.532153,49.775459,37.477477,3.7281,0.003327,7.22476,1.977514
4149,peta,300.65,41.316129,1.11,19.76,26.532153,49.775459,37.221738,3.721252,0.003326,7.276819,1.984694
4150,peta,300.75,41.21,1.11,19.76,26.532153,49.775459,37.126126,3.71867,0.003325,7.297986,1.987598
4151,peta,300.85,40.824561,1.11,19.76,26.532153,49.775459,36.778884,3.70928,0.003324,7.369338,1.997328
4152,peta,300.95,40.459259,1.11,19.76,26.532153,49.775459,36.449783,3.70029,0.003323,7.438347,2.006649
