,compound,T,Nu,rho,w_mass,w_vol,w,C_but,C_comp,V,ln_Nu,T_1,D,ln_D,D_comp,ln_D_comp,D_but,ln_D_but
1210,dmeg,289.45,4.59,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.28972,1.52388,0.003455,63.061002,4.144103,7.826645334354883e-12,-25.573487135233975,1.5517311219964413e-10,-22.58647976932459
1211,dmeg,289.65,4.57,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.271028,1.519513,0.003452,63.380744,4.14916,7.86632922155627e-12,-25.568429589050016,1.5595989529995776e-10,-22.581422223140628
1212,dmeg,289.75,4.56,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.261682,1.517323,0.003451,63.541667,4.151696,7.886301704259603e-12,-25.56589382299297,1.5635587495241826e-10,-22.57888645708358
1213,dmeg,289.85,4.54,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.242991,1.512927,0.00345,63.843612,4.156437,7.923776872320573e-12,-25.56115314595405,1.5709886741084746e-10,-22.574145780044663
1214,dmeg,289.95,4.526667,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.23053,1.509984,0.003449,64.053756,4.159723,7.9498576390194e-12,-25.557867094464225,1.5761595149532042e-10,-22.57085972855484
1215,dmeg,290.05,4.507537,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.212652,1.50575,0.003448,64.347776,4.164302,7.986350296882454e-12,-25.553287244377426,1.5833946445025027e-10,-22.56627987846804
1216,dmeg,290.15,4.501429,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.206943,1.504395,0.003446,64.457315,4.166003,7.999944170411278e-12,-25.551586552971653,1.5860898013317726e-10,-22.564579187062268
1217,dmeg,290.25,4.5,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.205607,1.504077,0.003445,64.5,4.166665,8.005242647995976e-12,-25.550924457884808,1.5871402913202848e-10,-22.563917091975423
1218,dmeg,290.35,4.475,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.182243,1.498506,0.003444,64.882682,4.172581,8.052738132937099e-12,-25.545008941595295,1.5965568700700526e-10,-22.558001575685907
1219,dmeg,290.45,4.469259,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.176878,1.497211,0.003443,64.988398,4.174209,8.065859323392342e-12,-25.543380860319726,1.5991583115200272e-10,-22.556373494410337
1220,dmeg,290.55,4.47,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.17757,1.497388,0.003442,65.0,4.174387,8.067298792554086e-12,-25.543202411790897,1.599443704431295e-10,-22.556195045881513
1221,dmeg,290.75,4.44,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.149533,1.490654,0.003439,65.484234,4.181809,8.127398211833333e-12,-25.535780266731894,1.6113591720838493e-10,-22.54877290082251
1222,dmeg,290.85,4.4,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.11215,1.481605,0.003438,66.102273,4.191203,8.204104383966277e-12,-25.52638655225398,1.6265671378805667e-10,-22.539379186344593
1223,dmeg,290.95,4.42,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.130841,1.48614,0.003437,65.825792,4.187012,8.169789710036933e-12,-25.530577946673464,1.6197638211078496e-10,-22.543570580764076
1224,dmeg,291.05,4.406522,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.118245,1.483084,0.003436,66.049827,4.190409,8.197594780481038e-12,-25.52718032413844,1.6252765269114504e-10,-22.54017295822905
1225,dmeg,291.15,4.381818,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.095157,1.477463,0.003435,66.445021,4.196375,8.246643967455172e-12,-25.521214790167814,1.6350011466795515e-10,-22.534207424258426
1226,dmeg,291.25,4.37037,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.084458,1.474845,0.003433,66.641949,4.199334,8.271085561428003e-12,-25.518255350522196,1.6398470008633825e-10,-22.531247984612808
1227,dmeg,291.35,4.36,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.074766,1.472472,0.003432,66.823394,4.202053,8.293604457341681e-12,-25.515536445458395,1.6443116559141063e-10,-22.52852907954901
1228,dmeg,291.45,4.36,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.074766,1.472472,0.003431,66.84633,4.202396,8.296451069477373e-12,-25.51519327455592,1.6448760326623176e-10,-22.528185908646535
1229,dmeg,291.55,4.355,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.070093,1.471324,0.00343,66.946039,4.203887,8.308826151970831e-12,-25.513702774322837,1.6473295488013563e-10,-22.52669540841345
1230,dmeg,291.65,4.35,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.065421,1.470176,0.003429,67.045977,4.205379,8.321229682929791e-12,-25.51221107358748,1.6497887052073815e-10,-22.525203707678095
1231,dmeg,291.75,4.323182,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.040357,1.463991,0.003428,67.485017,4.211906,8.375719631895261e-12,-25.505684115712413,1.660592024641644e-10,-22.518676749803028
1232,dmeg,291.85,4.32,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.037383,1.463255,0.003426,67.55787,4.212985,8.384761939483295e-12,-25.504605112292754,1.6623847761334523e-10,-22.517597746383366
1233,dmeg,291.95,4.3,1.07,4.85,6.27752,11.99094,0.700148,5.13883,4.018692,1.458615,0.003425,67.895349,4.217968,8.426647164530108e-12,-25.499622149656506,1.6706890501206314e-10,-22.512614783747118
1234,dmeg,292.05,4.278571,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.998665,1.453614,0.003424,68.258765,4.223306,8.471752376293646e-12,-25.494283736539412,1.6796317270745108e-10,-22.507276370630027
1235,dmeg,292.15,4.274545,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.994902,1.452676,0.003423,68.346448,4.22459,8.482635055965653e-12,-25.492999976661906,1.681789355536816e-10,-22.50599261075252
1236,dmeg,292.25,4.27,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.990654,1.451614,0.003422,68.442623,4.225996,8.49457060754434e-12,-25.49159390857489,1.684155729130052e-10,-22.504586542665503
1237,dmeg,292.35,4.245,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.96729,1.445739,0.003421,68.869258,4.23221,8.54752125397549e-12,-25.485379786828165,1.6946538624281563e-10,-22.49837242091878
1238,dmeg,292.45,4.238929,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.961615,1.444307,0.003419,68.99149,4.233983,8.562690941989727e-12,-25.48360661279442,1.69766144434826e-10,-22.496599246885033
1239,dmeg,292.55,4.215319,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.939551,1.438723,0.003418,69.401625,4.23991,8.613594885926592e-12,-25.477679360130146,1.707753793070448e-10,-22.490671994220758
1240,dmeg,292.65,4.204,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.928972,1.436036,0.003417,69.612274,4.242941,8.639738679795625e-12,-25.47464877896401,1.7129371298463675e-10,-22.487641413054625
1241,dmeg,292.75,4.196923,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.922358,1.43435,0.003416,69.753482,4.244967,8.65726453374828e-12,-25.47262231695393,1.7164118513721437e-10,-22.485614951044546
1242,dmeg,292.85,4.195,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.920561,1.433891,0.003415,69.809297,4.245767,8.664191625192862e-12,-25.471822489069915,1.717785234593214e-10,-22.484815123160526
1243,dmeg,292.95,4.185,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.911215,1.431505,0.003414,70.0,4.248495,8.687860238135169e-12,-25.469094439637175,1.7224778355413945e-10,-22.48208707372779
1244,dmeg,293.05,4.17,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.897196,1.427916,0.003412,70.275779,4.252427,8.722087847843477e-12,-25.465162474574807,1.7292638907345175e-10,-22.47815510866542
1245,dmeg,293.15,4.17,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.897196,1.427916,0.003411,70.29976,4.252768,8.725064161731155e-12,-25.46482129408702,1.729853982490441e-10,-22.477813928177635
1246,dmeg,293.25,4.146207,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.87496,1.422192,0.00341,70.727295,4.258832,8.778126317217288e-12,-25.458758134561293,1.740374223864689e-10,-22.47175076865191
1247,dmeg,293.35,4.148462,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.877067,1.422737,0.003409,70.712961,4.258629,8.776346514019453e-12,-25.45896090945759,1.7400213554395686e-10,-22.471953543548203
1248,dmeg,293.45,4.12,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.850467,1.41585,0.003408,71.225728,4.265854,8.839988165328587e-12,-25.45173557804363,1.7526391152552779e-10,-22.46472821213424
1249,dmeg,293.55,4.110625,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.841706,1.413574,0.003407,71.412498,4.268473,8.863168610628655e-12,-25.449116784249817,1.7572349308131848e-10,-22.462109418340432
1250,dmeg,293.65,4.1025,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.834112,1.411593,0.003405,71.578306,4.270792,8.883747397678738e-12,-25.446797643700116,1.7613149348192927e-10,-22.45979027779073
1251,dmeg,293.75,4.080769,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.813803,1.406285,0.003404,71.983977,4.276444,8.934096717527665e-12,-25.441146067276197,1.7712973223229128e-10,-22.45413870136681
1252,dmeg,293.85,4.065,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.799065,1.402411,0.003403,72.287823,4.280656,8.971807172644593e-12,-25.43693399162765,1.7787738955327316e-10,-22.449926625718263
1253,dmeg,293.95,4.05,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.785047,1.398717,0.003402,72.580247,4.284693,9.008100589064666e-12,-25.43289687795672,1.7859695229537667e-10,-22.445889512047334
1254,dmeg,294.05,4.0375,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.773364,1.395623,0.003401,72.829721,4.288124,9.039063433962481e-12,-25.429465549329343,1.7921082973585036e-10,-22.44245818341996
1255,dmeg,294.15,4.041875,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.777453,1.396706,0.0034,72.77563,4.287381,9.032350046336202e-12,-25.43020853359479,1.790777283613956e-10,-22.443201167685405
1256,dmeg,294.25,4.03,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.766355,1.393766,0.003398,73.014888,4.290663,9.062044931128227e-12,-25.42692631150474,1.7966646689402883e-10,-22.439918945595355
1257,dmeg,294.35,4.03,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.766355,1.393766,0.003397,73.039702,4.291003,9.06512464053558e-12,-25.426586522170854,1.7972752601616783e-10,-22.43957915626147
1258,dmeg,294.45,4.011892,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.749432,1.389259,0.003396,73.394301,4.295846,9.109134425919243e-12,-25.421743422791042,1.8060007550237558e-10,-22.434736056881654
1259,dmeg,294.55,4.0,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.738318,1.386294,0.003395,73.6375,4.299154,9.139318689795407e-12,-25.41843527483873,1.811985165923992e-10,-22.431427908929344
1260,dmeg,294.65,3.990811,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.72973,1.383993,0.003394,73.832114,4.301794,9.163472283727102e-12,-25.41579593879561,1.816773920468338e-10,-22.428788572886223
1261,dmeg,294.75,3.968684,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.709051,1.378431,0.003393,74.268948,4.307693,9.217689596099077e-12,-25.40989669586838,1.827523186260325e-10,-22.422889329958995
1262,dmeg,294.85,3.96,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.700935,1.376244,0.003392,74.457071,4.310223,9.241037486342548e-12,-25.40736695450641,1.832152199889539e-10,-22.420359588597023
1263,dmeg,294.95,3.94,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.682243,1.371181,0.00339,74.860406,4.315625,9.291096364169572e-12,-25.401964554547295,1.8420770036001968e-10,-22.414957188637906
1264,dmeg,295.05,3.939286,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.681575,1.370999,0.003389,74.899365,4.316145,9.295931014843738e-12,-25.401444336797073,1.8430355340554044e-10,-22.414436970887685
1265,dmeg,295.15,3.931579,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.674373,1.36904,0.003388,75.07162,4.318443,9.317310457872357e-12,-25.39914710635905,1.847274278204553e-10,-22.41213974044966
1266,dmeg,295.25,3.917333,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.661059,1.365408,0.003387,75.37015,4.322411,9.354362613942438e-12,-25.395178291720626,1.8546203353279849e-10,-22.40817092581124
1267,dmeg,295.35,3.902727,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.647409,1.361675,0.003386,75.677848,4.326485,9.39255156470709e-12,-25.391104127490184,1.862191776333211e-10,-22.4040967615808
1268,dmeg,295.45,3.9,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.64486,1.360977,0.003385,75.75641,4.327523,9.402301492150311e-12,-25.390066617030453,1.8641248223835347e-10,-22.403059251121064
1269,dmeg,295.55,3.880885,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.626995,1.356063,0.003384,76.155311,4.332775,9.451809844480792e-12,-25.38481487482564,1.8739404774730475e-10,-22.39780750891625
1270,dmeg,295.65,3.872462,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.619123,1.35389,0.003382,76.346788,4.335286,9.475573492318183e-12,-25.382303839897997,1.8786519202874526e-10,-22.395296473988612
1271,dmeg,295.75,3.87,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.616822,1.353255,0.003381,76.421189,4.33626,9.484808657912425e-12,-25.38132968586973,1.8804829083106955e-10,-22.39432231996034
1272,dmeg,295.85,3.87,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.616822,1.353255,0.00338,76.447028,4.336598,9.488015693806901e-12,-25.380991619605524,1.8811187436135901e-10,-22.393984253696136
1273,dmeg,295.95,3.86,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.607477,1.350664,0.003379,76.670984,4.339523,9.515811389622882e-12,-25.37806634402654,1.8866295907789625e-10,-22.391058978117155
1274,dmeg,296.05,3.841333,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.590031,1.345819,0.003378,77.069594,4.344709,9.565284549102082e-12,-25.372880764487494,1.8964382684419699e-10,-22.385873398578106
1275,dmeg,296.15,3.842308,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.590942,1.346073,0.003377,77.076076,4.344793,9.566087471844412e-12,-25.372796826676662,1.8965974579995145e-10,-22.385789460767278
1276,dmeg,296.25,3.84,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.588785,1.345469,0.003376,77.148438,4.345731,9.575069179864373e-12,-25.371858355836828,1.898378194862865e-10,-22.384850989927443
1277,dmeg,296.35,3.82,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.570093,1.34025,0.003374,77.578534,4.351291,9.628449444919062e-12,-25.366298916071173,1.9089615054700533e-10,-22.379291550161785
1278,dmeg,296.45,3.82,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.570093,1.34025,0.003373,77.604712,4.351628,9.631698457723151e-12,-25.36596153415164,1.9096056632245564e-10,-22.378954168242256
1279,dmeg,296.55,3.810667,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.561371,1.337804,0.003372,77.821029,4.354412,9.65854516739827e-12,-25.36317808283501,1.9149283619219437e-10,-22.376170716925625
1280,dmeg,296.65,3.812778,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.563344,1.338357,0.003371,77.804167,4.354195,9.656452740318392e-12,-25.36339474628981,1.9145135118704025e-10,-22.37638738038042
1281,dmeg,296.75,3.814444,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.564901,1.338794,0.00337,77.796388,4.354095,9.655488924529315e-12,-25.363494561813965,1.9143224232376753e-10,-22.37648719590458
1282,dmeg,296.85,3.782,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.534579,1.330248,0.003369,78.490217,4.362974,9.741600482323882e-12,-25.354615691206117,1.9313951253322616e-10,-22.36760832529673
1283,dmeg,296.95,3.776154,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.529116,1.328703,0.003368,78.638216,4.364858,9.759968542877366e-12,-25.352731938574586,1.9350368249358513e-10,-22.365724572665197
1284,dmeg,297.05,3.780769,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.533429,1.329922,0.003366,78.568667,4.363973,9.75133775218009e-12,-25.35361663497878,1.9333256618563625e-10,-22.366609269069397
1285,dmeg,297.15,3.751364,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.505947,1.322119,0.003365,79.211196,4.372118,9.8310818973802e-12,-25.345472127054585,1.9491359441187843e-10,-22.3584647611452
1286,dmeg,297.25,3.749545,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.504248,1.321633,0.003364,79.276276,4.372939,9.839161268846062e-12,-25.344650645403146,1.95073778138292e-10,-22.357643279493757
1287,dmeg,297.35,3.729,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.485047,1.31614,0.003363,79.739877,4.37877,9.896698623949323e-12,-25.338819886730615,1.9621452875080782e-10,-22.35181252082123
1288,dmeg,297.45,3.72,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.476636,1.313724,0.003362,79.959677,4.381522,9.923978601510389e-12,-25.336067206337678,1.9675538870268344e-10,-22.34905984042829
1289,dmeg,297.55,3.72,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.476636,1.313724,0.003361,79.986559,4.381859,9.927314953368351e-12,-25.33573107188073,1.9682153608500072e-10,-22.34872370597134
1290,dmeg,297.65,3.707407,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.464867,1.310329,0.00336,80.285215,4.385585,9.964382884167261e-12,-25.332004092513866,1.9755645455123295e-10,-22.344996726604478
1291,dmeg,297.75,3.7,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.457944,1.308333,0.003359,80.472973,4.387921,9.98768488766311e-12,-25.329668293101303,1.9801844615152517e-10,-22.34266092719192
1292,dmeg,297.85,3.677857,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.43725,1.302326,0.003357,80.984657,4.39426,1.0051191580658286e-11,-25.323329923212135,1.9927754641435579e-10,-22.33632255730275
1293,dmeg,297.95,3.678889,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.438214,1.302607,0.003356,80.989127,4.394315,1.0051745660762463e-11,-25.32327479891884,1.9928853175104862e-10,-22.33626743300945
1294,dmeg,298.05,3.6605,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.421028,1.2976,0.003355,81.423303,4.399662,1.0105632501321782e-11,-25.31792817412516,2.0035690630987672e-10,-22.330920808215772
1295,dmeg,298.15,3.66,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.420561,1.297463,0.003354,81.461749,4.400134,1.0110404098360654e-11,-25.317456113530696,2.004515092375748e-10,-22.330448747621308
1296,dmeg,298.25,3.64,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.401869,1.291984,0.003353,81.936813,4.405948,1.0169365447503193e-11,-25.31164130235716,2.0162049232740222e-10,-22.32463393644777
1297,dmeg,298.35,3.636667,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.398754,1.291064,0.003352,82.039413,4.4072,1.0182098459337422e-11,-25.310389990554338,2.0187294034179218e-10,-22.323382624644953
1298,dmeg,298.45,3.63,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.392523,1.289233,0.003351,82.217631,4.40937,1.0204218371001342e-11,-25.308219915348637,2.0231149548104256e-10,-22.32121254943925
1299,dmeg,298.55,3.61,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.373832,1.283708,0.00335,82.700831,4.41523,1.0264189450317587e-11,-25.302360031038322,2.0350049774471046e-10,-22.315352665128938
1300,dmeg,298.65,3.61,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.373832,1.283708,0.003348,82.728532,4.415565,1.0267627463866513e-11,-25.30202513485301,2.0356866069823404e-10,-22.315017768943623
1301,dmeg,298.75,3.603333,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.367601,1.281858,0.003347,82.909343,4.417748,1.0290069325668688e-11,-25.29984182891688,2.0401359890491527e-10,-22.312834463007494
1302,dmeg,298.85,3.6,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.364486,1.280934,0.003346,83.013889,4.419008,1.0303043778439266e-11,-25.298581751878338,2.0427083379029592e-10,-22.31157438596895
1303,dmeg,298.95,3.585294,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.350742,1.276837,0.003345,83.382281,4.423436,1.0348766051345571e-11,-25.294153825416902,2.0517733550087815e-10,-22.307146459507518
1304,dmeg,299.05,3.58,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.345794,1.275363,0.003344,83.53352,4.425248,1.036753632966609e-11,-25.292341698608578,2.055494799356161e-10,-22.305334332699193
1305,dmeg,299.15,3.58,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.345794,1.275363,0.003343,83.561453,4.425582,1.0371003153384417e-11,-25.292007362263103,2.0561821408707425e-10,-22.304999996353718
1306,dmeg,299.35,3.55,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.317757,1.266948,0.003341,84.323944,4.434666,1.0465637675194215e-11,-25.2829238278025,2.074944628045539e-10,-22.29591646189311
1307,dmeg,299.45,3.540294,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.308686,1.26421,0.003339,84.583368,4.437738,1.0497835766140068e-11,-25.279851997520673,2.0813283055542464e-10,-22.29284463161129
1308,dmeg,299.55,3.54,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.308411,1.264127,0.003338,84.618644,4.438155,1.0502213617164606e-11,-25.279435060302283,2.0821962697192278e-10,-22.2924276943929
1309,dmeg,299.65,3.52,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.28972,1.258461,0.003337,85.127841,4.444154,1.0565411202748388e-11,-25.273435544392346,2.094725987905758e-10,-22.28642817848296
1310,dmeg,299.75,3.52,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.28972,1.258461,0.003336,85.15625,4.444488,1.0568937120052827e-11,-25.273101877388918,2.0954250454688837e-10,-22.28609451147953
1311,dmeg,299.85,3.5125,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.28271,1.256327,0.003335,85.366548,4.446954,1.0595037691529558e-11,-25.27063536673188,2.1005998128605473e-10,-22.283628000822493
1312,dmeg,299.95,3.513125,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.283294,1.256505,0.003334,85.379826,4.44711,1.0596685606236382e-11,-25.270479842361635,2.1009265327293718e-10,-22.28347247645225
1313,dmeg,300.05,3.49,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.261682,1.249902,0.003333,85.974212,4.454047,1.0670456260550377e-11,-25.26354229046535,2.1155524951051794e-10,-22.276534924555964
1314,dmeg,300.15,3.481,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.253271,1.247319,0.003332,86.225223,4.456963,1.0701609761054994e-11,-25.260626940817986,2.1217290693878996e-10,-22.273619574908597
1315,dmeg,300.25,3.48,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.252336,1.247032,0.003331,86.278736,4.457583,1.0708251381363236e-11,-25.260006514512824,2.1230458543567472e-10,-22.27299914860344
1316,dmeg,300.35,3.466667,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.239875,1.24319,0.003329,86.639423,4.461755,1.0753016091841436e-11,-25.255834834023425,2.1319210226375026e-10,-22.268827468114036
1317,dmeg,300.45,3.46,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.233645,1.241269,0.003328,86.83526,4.464013,1.0777322908950087e-11,-25.253576919976233,2.136740155608637e-10,-22.266569554066844
1318,dmeg,300.55,3.46,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.233645,1.241269,0.003327,86.864162,4.464346,1.0780909969329168e-11,-25.253244141270997,2.1374513355572507e-10,-22.26623677536161
1319,dmeg,300.65,3.46,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.233645,1.241269,0.003326,86.893064,4.464678,1.078449702970825e-11,-25.25291147327059,2.1381625155058636e-10,-22.265904107361205
1320,dmeg,300.75,3.450667,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.224922,1.238567,0.003325,87.157071,4.467712,1.0817262561615526e-11,-25.249877872521868,2.1446586953399125e-10,-22.262870506612483
1321,dmeg,300.85,3.450588,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.224849,1.238544,0.003324,87.188033,4.468067,1.0821107063669667e-11,-25.249522531323695,2.1454209163466323e-10,-22.262515165414307
1322,dmeg,300.95,3.45375,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.227804,1.239456,0.003323,87.13717,4.467484,1.0814793603916152e-11,-25.250106140948244,2.1441691933454635e-10,-22.26309877503886
1323,dmeg,301.05,3.43,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.205607,1.23256,0.003322,87.769679,4.474716,1.0893295812955403e-11,-25.242873578953926,2.159733246104693e-10,-22.25586621304454
1324,dmeg,301.15,3.418235,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.194612,1.229122,0.003321,88.101015,4.478484,1.0934419625142405e-11,-25.23910553818389,2.1678865603919268e-10,-22.252098172274504
1325,dmeg,301.25,3.418,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.194393,1.229051,0.00332,88.136337,4.478885,1.093880254425403e-11,-25.23870478157507,2.1687555293690756e-10,-22.25169741566568
1326,dmeg,301.35,3.42125,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.19743,1.229999,0.003318,88.081841,4.478266,1.093203896972507e-11,-25.239323283130233,2.1674145654382765e-10,-22.252315917220848
1327,dmeg,301.45,3.395,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.172897,1.222303,0.003317,88.792342,4.4863,1.102022078176245e-11,-25.23128927776178,2.1848977215398834e-10,-22.244281911852394
1328,dmeg,301.55,3.382857,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.161549,1.218717,0.003316,89.140625,4.490215,1.106344748920665e-11,-25.227374460520302,2.1934679613268037e-10,-22.240367094610914
1329,dmeg,301.65,3.383,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.161682,1.218759,0.003315,89.16642,4.490505,1.1066648540321242e-11,-25.227085166598336,2.1941026100716252e-10,-22.24007780068895
1330,dmeg,301.75,3.385,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.163551,1.219351,0.003314,89.143279,4.490245,1.106377643746481e-11,-25.22734472807313,2.193533179466621e-10,-22.240337362163746
1331,dmeg,301.85,3.363,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.142991,1.212831,0.003313,89.75617,4.497097,1.1139843731706812e-11,-25.220492909202232,2.208614479665987e-10,-22.233485543292847
1332,dmeg,301.95,3.348571,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.129506,1.208529,0.003312,90.172782,4.501728,1.1191551768990898e-11,-25.215861928599768,2.218866250032899e-10,-22.22885456269038
1333,dmeg,302.05,3.34,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.121495,1.205969,0.003311,90.434132,4.504622,1.122398710405786e-11,-25.212967922090392,2.2252969641799754e-10,-22.225960556181008
1334,dmeg,302.13,3.34,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.121495,1.205971,0.00331,90.458084,4.504887,1.1226959853497768e-11,-25.21270310034698,2.2258863492391854e-10,-22.225695734437593
1335,dmeg,302.15,3.33,1.07,4.85,6.27752,11.99094,0.700148,5.13883,3.11215,1.202972,0.00331,90.735736,4.507951,1.1261419866806265e-11,-25.20963840287132,2.232718481376372e-10,-22.222631036961932
