,time,Viscosity,Viscosity_verbose,Temperature,Temperature_verbose
0,0.0,11.3,OK,44.1,OK
1,1.0,11.3,OK,44.1,OK
2,2.0,11.3,OK,44.1,OK
3,3.0,11.3,OK,44.1,OK
4,4.0,11.3,OK_inner,44.1,OK_inner
5,5.0,11.3,OK,44.1,OK
6,6.0,11.3,OK,44.1,OK
7,7.0,11.3,OK,44.1,OK
8,8.0,11.3,OK,44.1,OK
9,9.0,11.3,OK,44.1,OK_inner
10,10.0,11.2,OK,44.1,OK
11,11.0,11.2,OK,44.1,OK
12,12.0,11.2,OK_inner,44.1,OK
13,13.0,11.2,OK_inner,44.1,OK
14,14.0,11.2,OK,44.1,OK_inner
15,15.0,11.2,OK,44.1,OK
16,16.0,11.2,OK,44.2,image_sweep_check
17,17.0,11.2,OK,44.2,OK
18,18.0,11.2,OK,44.2,OK
19,19.0,11.2,OK,44.2,OK
20,20.0,11.2,OK,44.2,OK_inner
21,21.0,11.2,OK,44.2,OK
22,22.0,11.2,OK,44.2,OK_inner
23,23.0,11.2,OK,44.2,OK_inner
24,24.0,11.2,OK,44.2,OK
25,25.0,11.2,OK,44.2,OK
26,26.0,11.2,OK,44.2,OK_inner
27,27.0,11.2,OK,44.2,OK
28,28.0,11.1,OK,44.0,OK
29,29.0,11.1,OK,44.0,OK
30,30.0,11.2,OK,44.0,OK
31,31.0,11.2,OK,44.0,OK
32,32.0,11.1,OK,44.0,OK
33,33.0,11.1,OK,44.0,OK
34,34.0,11.0,image_sweep_check,44.0,OK
35,35.0,11.0,OK,44.0,OK
36,36.0,11.0,OK_inner,44.0,OK
37,37.0,11.1,OK,44.0,OK
38,38.0,11.1,OK,44.0,OK
39,39.0,11.0,OK_inner,44.0,OK
40,40.0,11.0,OK,44.1,OK_inner
41,41.0,11.0,OK,44.1,OK_inner
42,42.0,11.0,OK,44.1,OK
43,43.0,11.0,image_sweep_check,44.1,OK
44,44.0,11.0,OK,44.1,OK
45,45.0,11.0,OK,44.1,OK
46,46.0,11.0,OK,44.1,OK
47,47.0,11.0,OK,44.1,OK
48,48.0,11.0,OK,44.1,OK
49,49.0,11.0,OK,44.1,OK
50,50.0,11.0,OK,44.1,OK
51,51.0,10.0,OK,44.1,OK
52,52.0,10.0,OK,44.1,OK
53,53.0,10.9,OK,44.1,OK
54,54.0,10.9,OK,44.1,OK
55,55.0,11.0,OK,44.1,OK
56,56.0,11.0,OK,44.1,OK
57,57.0,10.0,OK,44.1,OK
58,58.0,10.9,OK,44.1,OK_inner
59,59.0,10.9,OK,44.2,OK
60,60.0,10.0,OK,44.2,image_sweep_check
61,61.0,10.9,OK,44.2,OK
62,62.0,11.0,OK,44.2,OK
63,63.0,10.0,OK,44.2,OK
